feature_set,window_size,n_components,clipping_threshold,n_estimators,max_depth,min_samples_leaf,max_features,mean_S_score,mean_C_index,mean_MAE,mean_RMSE
A,15,20,115,100,5.0,5,sqrt,7.8496554763774755,0.8451185558459693,15.493627645591982,18.066992420298934
A,15,20,115,100,5.0,5,1.0,4.7214894726987735,0.8773940625685961,9.70071282925542,13.964889819713534
A,15,20,115,100,5.0,10,sqrt,7.796851508954009,0.8459013051153053,15.365918280884012,17.979864213223685
A,15,20,115,100,5.0,10,1.0,4.718911890079028,0.8775284716533907,9.699543515427042,13.96261955467182
A,15,20,115,100,10.0,1,sqrt,5.18934768617321,0.8685319060381798,11.65252485869797,14.765327618826252
A,15,20,115,100,10.0,1,1.0,4.510287606692298,0.8807561681621344,9.093297543929712,13.640284783116083
A,15,20,115,100,10.0,5,sqrt,5.256474076385912,0.8683759583848278,11.758235679348813,14.866649829811973
A,15,20,115,100,10.0,5,1.0,4.484164431532947,0.8808774570129506,9.09090467246388,13.625479089245513
A,15,20,115,100,10.0,10,sqrt,5.232285157728223,0.8678295931042934,11.924774766359931,14.955311630549366
A,15,20,115,100,10.0,10,1.0,4.422242833843165,0.8810033309524661,9.083525944863704,13.597580509791428
A,15,20,115,100,,1,sqrt,4.330650433921459,0.8722742676201589,10.308133903917575,13.93563867008216
A,15,20,115,100,,1,1.0,4.461577431100037,0.8744070538697827,9.354112761346864,13.87912683773393
A,15,20,115,100,,5,sqrt,4.385464369274581,0.8734345820565208,10.387994420586413,13.960527742177469
A,15,20,115,100,,5,1.0,4.459348058313928,0.8770658040298922,9.209074844164563,13.764471592257092
A,15,20,115,100,,10,sqrt,4.41488858915759,0.873267159078396,10.62119039804828,14.092869159621564
A,15,20,115,100,,10,1.0,4.424053765613712,0.8784902642023982,9.153944084236482,13.679076616368382
A,15,20,115,200,5.0,1,sqrt,7.856955592476728,0.848039640560797,15.669039169474129,18.20240875045193
A,15,20,115,200,5.0,1,1.0,4.724167700418827,0.8780302276917261,9.692579873234228,13.953549715883838
A,15,20,115,200,5.0,5,sqrt,7.913134661583039,0.8477720358083654,15.749476449284106,18.257847719496915
A,15,20,115,200,5.0,5,1.0,4.723987065543956,0.8781077762143937,9.692404176529095,13.953086752007664
A,15,20,115,200,5.0,10,sqrt,7.832126704494272,0.8481540558075702,15.599967359814134,18.142708203635408
A,15,20,115,200,5.0,10,1.0,4.721975074960391,0.8781762981902326,9.691395790953967,13.951657420887567
A,15,20,115,200,10.0,1,sqrt,5.15885520743973,0.8694208209217369,11.67681948285681,14.76070493821994
A,15,20,115,200,10.0,1,1.0,4.510535977859585,0.8809817238403417,9.082471079427238,13.626358932164528
A,15,20,115,200,10.0,5,sqrt,5.204357548704654,0.8692650544133308,11.782329376837785,14.847811803926607
A,15,20,115,200,10.0,5,1.0,4.476788494065142,0.8810941325908243,9.07835474115556,13.608366082804688
A,15,20,115,200,10.0,10,sqrt,5.194382222977278,0.8685489792548138,11.903806178642196,14.921006077757507
A,15,20,115,200,10.0,10,1.0,4.42513879318784,0.8812974811191111,9.076005019881,13.587117243838492
A,15,20,115,200,,1,sqrt,4.265983792609909,0.87345640729495,10.2967595152489,13.894990678590094
A,15,20,115,200,,1,1.0,4.477914887432542,0.8748639598526655,9.340270497173613,13.861678599275772
A,15,20,115,200,,5,sqrt,4.355534879622567,0.8742650295985788,10.372921175500174,13.930463764920958
A,15,20,115,200,,5,1.0,4.462518818029432,0.8772207192374128,9.198319762774222,13.742712476335171
A,15,20,115,200,,10,sqrt,4.402516663536494,0.8742548693054655,10.600204195753207,14.058034917934677
A,15,20,115,200,,10,1.0,4.418797306034364,0.8787447803573561,9.1448049390127,13.665129198696793
A,15,20,120,50,5.0,1,sqrt,10.04396139073298,0.8356218012765382,17.353725581925083,19.987504329950845
A,15,20,120,50,5.0,1,1.0,5.943619289273347,0.8695356655667877,10.759660305202274,15.097512373615738
A,15,20,120,50,5.0,5,sqrt,9.8879690969982,0.837867330733487,17.16010211806786,19.799315341431136
A,15,20,120,50,5.0,5,1.0,5.942434733177012,0.8695306941751954,10.759912264556208,15.096754017427909
A,15,20,120,50,5.0,10,sqrt,9.763620564800371,0.8391009934322161,16.913467686564196,19.575137907407417
A,15,20,120,50,5.0,10,1.0,5.939455131098475,0.8695732938160468,10.757222493519162,15.09406136698475
A,15,20,120,50,10.0,1,sqrt,6.419644832327391,0.8621567049042822,12.83716742596586,16.030581573498957
A,15,20,120,50,10.0,1,1.0,5.7635385023326355,0.8719496465920162,10.1479270799868,14.820262703872851
A,15,20,120,50,10.0,5,sqrt,6.60533225018622,0.8583500842563442,13.163840953108314,16.25122120747048
A,15,20,120,50,10.0,5,1.0,5.707279476821874,0.8720923347817134,10.141823651956583,14.797685821298623
A,15,20,120,50,10.0,10,sqrt,6.650256679492105,0.8576960976924974,13.080834456991942,16.235115670937468
A,15,20,120,50,10.0,10,1.0,5.661277940158455,0.8724423254499346,10.132099844726318,14.771618164939278
A,15,20,120,50,,1,sqrt,5.5234372157177205,0.862791589810269,11.429778236065074,15.200302570154577
A,15,20,120,50,,1,1.0,5.826047491644614,0.8651629355064724,10.436380812676418,15.127970259017946
A,15,20,120,50,,5,sqrt,5.54977102268839,0.8649433331197095,11.444564788224628,15.16426259592804
A,15,20,120,50,,5,1.0,5.757319937471668,0.8682346597993934,10.27628590077344,14.970364686248562
A,15,20,120,50,,10,sqrt,5.626750488374882,0.8643632317472539,11.762634671416588,15.34941219833549
A,15,20,120,50,,10,1.0,5.656789842274465,0.8697749596104332,10.206556687177562,14.867132491196148
A,15,20,120,100,5.0,1,sqrt,9.571835093238342,0.8390801048941887,16.890693526501053,19.495448751294234
A,15,20,120,100,5.0,1,1.0,5.927242003093265,0.8698254045164937,10.751630264272558,15.08925687075836
A,15,20,120,100,5.0,5,sqrt,9.544232264969276,0.8399210787873699,16.71495076021233,19.34422768669695
A,15,20,120,100,5.0,5,1.0,5.9269337025990705,0.8698460847977177,10.751536163787044,15.088806535378511
A,15,20,120,100,5.0,10,sqrt,9.527916879096214,0.8401483869187796,16.560732423871826,19.233076123647248
A,15,20,120,100,5.0,10,1.0,5.924267621167408,0.8698790902453075,10.74920219922848,15.0861702673673
A,15,20,120,100,10.0,1,sqrt,6.451873885033055,0.8626826060506687,12.78695495927096,15.991608285701677
A,15,20,120,100,10.0,1,1.0,5.704922736711713,0.872612768060207,10.127262431966082,14.7836436411725
A,15,20,120,100,10.0,5,sqrt,6.48325670274306,0.8609693747363636,12.929733075456763,16.06138933105671
A,15,20,120,100,10.0,5,1.0,5.6585920236026,0.8726891833624292,10.12143454315205,14.766187041499828
A,15,20,120,100,10.0,10,sqrt,6.4713890893457515,0.8597592791118194,12.975644930447652,16.106922481547088
A,15,20,120,100,10.0,10,1.0,5.623442557724901,0.8729048245732483,10.117246629658435,14.751037907168136
A,15,20,120,100,,1,sqrt,5.436523444839056,0.8649323127537158,11.370998221742,15.096196270796032
A,15,20,120,100,,1,1.0,5.733279754738835,0.8663266309099014,10.412748571451395,15.064017982986794
A,15,20,120,100,,5,sqrt,5.462258234650914,0.8663162466978929,11.412559804887652,15.090000298043076
A,15,20,120,100,,5,1.0,5.64307501106134,0.8689307483671831,10.255694223404891,14.915902535129618
A,15,20,120,100,,10,sqrt,5.513123021110134,0.8665661730041705,11.677492417755737,15.236432492503305
A,15,20,120,100,,10,1.0,5.597089428354285,0.8703100991296591,10.188860781268058,14.838909618826174
A,15,20,120,200,5.0,1,sqrt,9.635452496280683,0.8415912590051271,17.02346411542371,19.584838771911272
A,15,20,120,200,5.0,1,1.0,5.928071164073958,0.8706071438997129,10.734437283799108,15.071652596635444
A,15,20,120,200,5.0,5,sqrt,9.622874833069307,0.8421361248329624,17.024869974191205,19.5796025176977
A,15,20,120,200,5.0,5,1.0,5.927594011609384,0.870658533800641,10.73476394132408,15.070762922683857
A,15,20,120,200,5.0,10,sqrt,9.51737872270866,0.8420402265135365,16.888440393194188,19.46334223259567
A,15,20,120,200,5.0,10,1.0,5.925690930549619,0.8706837301493084,10.733253070478671,15.06902629227132
A,15,20,120,200,10.0,1,sqrt,6.436793447235763,0.8631545642710506,12.857106047629657,16.01139688295985
A,15,20,120,200,10.0,1,1.0,5.708267045248151,0.8728446768844522,10.11240611180274,14.762790002961438
A,15,20,120,200,10.0,5,sqrt,6.425650929375368,0.8622505100507233,12.909910977166442,16.03316865525836
A,15,20,120,200,10.0,5,1.0,5.665207225680812,0.872864545267358,10.110076658960004,14.749926057269004
A,15,20,120,200,10.0,10,sqrt,6.4281888529469144,0.8611424669513232,12.954477895561428,16.068293829047256
A,15,20,120,200,10.0,10,1.0,5.618811227598703,0.8730504111104607,10.105050404941512,14.729093772929446
A,15,20,120,200,,1,sqrt,5.363919803506887,0.8659165972065196,11.379127534349305,15.054266456982194
A,15,20,120,200,,1,1.0,5.665538672636667,0.8671886394786522,10.382022654005862,15.009543803430972
A,15,20,120,200,,5,sqrt,5.431671573369099,0.866757828270351,11.465340674568504,15.09404952529618
A,15,20,120,200,,5,1.0,5.6377588375295655,0.8692264335139704,10.24398925863351,14.894795213761128
A,15,20,120,200,,10,sqrt,5.4958582699790455,0.8670445081143745,11.655768478087255,15.204431210018615
A,15,20,120,200,,10,1.0,5.604914712326864,0.8704989936308823,10.179588239759031,14.818021866299851
A,15,20,125,50,5.0,1,sqrt,12.218820800247052,0.8289122420560313,18.598152459047963,21.311733568001372
A,15,20,125,50,5.0,1,1.0,7.347697351947393,0.8627220013577975,11.828269752301283,16.235397022087778
A,15,20,125,50,5.0,5,sqrt,12.108693855703404,0.8311145859129437,18.412677014250757,21.16896109800563
A,15,20,125,50,5.0,5,1.0,7.345753572528809,0.8627020650278279,11.828491882538302,16.23416917368095
A,15,20,125,50,5.0,10,sqrt,11.844724260366071,0.8320655298371257,18.236031207462464,20.96303155723077
A,15,20,125,50,5.0,10,1.0,7.343070105263278,0.8627124999975658,11.827405507590088,16.232409674021195
A,15,20,125,50,10.0,1,sqrt,8.024174026300905,0.8524863849682328,14.111920837679458,17.33453559203295
A,15,20,125,50,10.0,1,1.0,7.286907398837487,0.8637547765315287,11.20125919274139,15.986861487999374
A,15,20,125,50,10.0,5,sqrt,8.09748620117054,0.8527814077530053,14.286879462145226,17.45185102972687
A,15,20,125,50,10.0,5,1.0,7.230760601987574,0.8639277993406171,11.177629538010908,15.94451223223212
A,15,20,125,50,10.0,10,sqrt,7.957364253852172,0.8523307708485619,14.15333550267104,17.37767997038366
A,15,20,125,50,10.0,10,1.0,7.11426134766509,0.8639270902618639,11.176849825511136,15.923468878932406
A,15,20,125,50,,1,sqrt,6.994290633436295,0.8550145183118198,12.53638703063304,16.40373459900632
A,15,20,125,50,,1,1.0,7.353706886791717,0.8568622904274974,11.505039518924892,16.325456284260945
A,15,20,125,50,,5,sqrt,7.022290909490588,0.8568615685547183,12.642417566724356,16.41751074610579
A,15,20,125,50,,5,1.0,7.321545631117067,0.8592072167903486,11.346580844979812,16.153655536936306
A,15,20,125,50,,10,sqrt,6.911484036667579,0.8575086968971963,12.83390323825281,16.50335820812817
A,15,20,125,50,,10,1.0,7.101209927980847,0.8611421231917064,11.27463802910476,16.048076061115587
A,15,20,125,100,5.0,1,sqrt,11.716705576832997,0.831729038109075,18.11021202776965,20.80807141424539
A,15,20,125,100,5.0,1,1.0,7.358446321543591,0.8626626559289964,11.83209914061442,16.239515825533697
A,15,20,125,100,5.0,5,sqrt,11.737339514477062,0.831570980986329,18.009432097792953,20.740309111065805
A,15,20,125,100,5.0,5,1.0,7.35804418264695,0.8626728859089553,11.832738961565768,16.239078499842645
A,15,20,125,100,5.0,10,sqrt,11.645268894631252,0.8321912932165739,17.92102008695009,20.647647879267375
A,15,20,125,100,5.0,10,1.0,7.355215947104037,0.862709472751461,11.831097851078214,16.236487589385774
A,15,20,125,100,10.0,1,sqrt,8.000703130299152,0.8536923817891463,13.951847846639067,17.221999147467635
A,15,20,125,100,10.0,1,1.0,7.1578072693254455,0.8643736481810878,11.182375263396027,15.938024038457687
A,15,20,125,100,10.0,5,sqrt,8.047641743649013,0.854264878592313,14.156087231074608,17.350384875112113
A,15,20,125,100,10.0,5,1.0,7.091722215996955,0.8645464734761553,11.162491682864689,15.907649480976094
A,15,20,125,100,10.0,10,sqrt,7.929992635289945,0.8537570600357556,14.121484199737177,17.31622936682698
A,15,20,125,100,10.0,10,1.0,7.035638884295362,0.8643900838832511,11.16861897747205,15.901493013781504
A,15,20,125,100,,1,sqrt,6.822384127599615,0.8573017946285828,12.495783875551345,16.29823550457728
A,15,20,125,100,,1,1.0,7.158372048124877,0.8581715141629573,11.47053328807733,16.230298869106257
A,15,20,125,100,,5,sqrt,6.848274940727964,0.8585177054292913,12.577898779697858,16.311631259449946
A,15,20,125,100,,5,1.0,7.089525531306147,0.8605691595963372,11.312422532775695,16.07741184741336
A,15,20,125,100,,10,sqrt,6.822043150617053,0.8584738912870662,12.77509405407726,16.41780239700832
A,15,20,125,100,,10,1.0,7.029505171878851,0.8617692170839811,11.260048504268488,16.01262505588793
A,15,20,125,200,5.0,1,sqrt,11.768293500463733,0.8341312923421083,18.33702986548689,20.978146896915355
A,15,20,125,200,5.0,1,1.0,7.388284861751414,0.8629675912638008,11.832438484932826,16.244841076254016
A,15,20,125,200,5.0,5,sqrt,11.718631119321564,0.8340335784644969,18.318013542058715,20.95425046109849
A,15,20,125,200,5.0,5,1.0,7.387459528362257,0.8629790402329112,11.83284296559866,16.24394915097052
A,15,20,125,200,5.0,10,sqrt,11.590041995019732,0.8341600105889881,18.22604426253315,20.862488236521965
A,15,20,125,200,5.0,10,1.0,7.38536124273985,0.8629881121660752,11.831653463284152,16.2419691419552
A,15,20,125,200,10.0,1,sqrt,7.929730385335693,0.8546422809952189,14.01212241572874,17.23919301853073
A,15,20,125,200,10.0,1,1.0,7.177055531850587,0.864526036891873,11.1753816321344,15.929014092979006
A,15,20,125,200,10.0,5,sqrt,7.942023479048018,0.8549636097928539,14.129883669107926,17.30553860026817
A,15,20,125,200,10.0,5,1.0,7.111228050728667,0.8645382387180109,11.162702608480023,15.90573672326616
A,15,20,125,200,10.0,10,sqrt,7.849669106349571,0.854900929702864,14.110670307561731,17.289179124806417
A,15,20,125,200,10.0,10,1.0,7.072359712874379,0.864505221863159,11.167501132906938,15.899788676040997
A,15,20,125,200,,1,sqrt,6.7267628143238,0.8581213158415275,12.490648565636096,16.242225133374056
A,15,20,125,200,,1,1.0,7.126623869812474,0.858601134201512,11.461029609032872,16.201806681711616
A,15,20,125,200,,5,sqrt,6.76968983888236,0.8593658905830288,12.59256437939222,16.28786168202118
A,15,20,125,200,,5,1.0,7.117007017438652,0.8608687510063913,11.30949861116365,16.065388604878393
A,15,20,125,200,,10,sqrt,6.813978717175905,0.8588428702009084,12.78078217387982,16.40625975864138
A,15,20,125,200,,10,1.0,7.076324665328317,0.8621497292738368,11.250400689079504,15.998320270885351
A,15,20,130,50,5.0,1,sqrt,13.92762840931332,0.8287001389444981,17.888196760692274,21.038998668373814
A,15,20,130,50,5.0,1,1.0,8.577267672083973,0.8614495240600171,11.193707276947585,16.349681364687946
A,15,20,130,50,5.0,5,sqrt,13.638646379169122,0.8307535872586026,17.50096234811658,20.744572218179876
A,15,20,130,50,5.0,5,1.0,8.574728992321495,0.86142908424645,11.194495758366944,16.347907518175063
A,15,20,130,50,5.0,10,sqrt,13.75294975518339,0.8306917108134572,17.665410992009008,20.870677176271652
A,15,20,130,50,5.0,10,1.0,8.574421128751935,0.8614393881156561,11.19545949539,16.346143561506373
A,15,20,130,50,10.0,1,sqrt,9.368801316118136,0.8537982272910076,13.131443441380023,17.139924574815126
A,15,20,130,50,10.0,1,1.0,8.541032455451093,0.861651289938902,10.581134400592893,16.143830193522774
A,15,20,130,50,10.0,5,sqrt,9.484715725270243,0.8532809099710146,13.40595687993128,17.29804781843452
A,15,20,130,50,10.0,5,1.0,8.46019634809364,0.8615727449884636,10.57328760888833,16.106438354415694
A,15,20,130,50,10.0,10,sqrt,9.326992446249466,0.8518416332680122,13.379836034546122,17.323612986379135
A,15,20,130,50,10.0,10,1.0,8.341594569547443,0.8619093707827303,10.558238379614805,16.07803800584876
A,15,20,130,50,,1,sqrt,8.032448239222742,0.8554432899307288,11.747579146142057,16.371748981524394
A,15,20,130,50,,1,1.0,8.477924879324842,0.8554477355945093,10.934001397994432,16.40963293262931
A,15,20,130,50,,5,sqrt,8.0802843611546,0.8565594404463017,11.834650506021427,16.412379011472716
A,15,20,130,50,,5,1.0,8.36405678804476,0.8581704176232406,10.755998638340293,16.25746285196693
A,15,20,130,50,,10,sqrt,7.957414823834858,0.8581738208351108,11.947339731021296,16.418614824610138
A,15,20,130,50,,10,1.0,8.391715975585686,0.859177945523312,10.680546052578382,16.188120635071222
A,15,20,130,100,5.0,1,sqrt,13.429678824244778,0.8324612724668414,17.28246802745554,20.469832981904048
A,15,20,130,100,5.0,1,1.0,8.591059385754091,0.8614028756954439,11.202340535956989,16.364289203434197
A,15,20,130,100,5.0,5,sqrt,13.39742764597043,0.8326741733924734,17.201250548607227,20.413189198200165
A,15,20,130,100,5.0,5,1.0,8.589839912239423,0.8614260310837496,11.20289926630324,16.362784995806248
A,15,20,130,100,5.0,10,sqrt,13.45504341204566,0.8319135614892416,17.25779223158859,20.4609170401997
A,15,20,130,100,5.0,10,1.0,8.588292589858671,0.8614307353600615,11.20346318441151,16.361512620466396
A,15,20,130,100,10.0,1,sqrt,9.17737288168114,0.8555668849719578,13.094895164953805,17.073510499848744
A,15,20,130,100,10.0,1,1.0,8.429793471171546,0.8619862232549569,10.571989547958395,16.113940475969834
A,15,20,130,100,10.0,5,sqrt,9.274782547101854,0.8551293105977942,13.133442514175448,17.104067960397366
A,15,20,130,100,10.0,5,1.0,8.338002457853241,0.8620840693490454,10.560211877667482,16.078116809236757
A,15,20,130,100,10.0,10,sqrt,9.240625561409235,0.8538609416932793,13.340089838207168,17.23791030133225
A,15,20,130,100,10.0,10,1.0,8.263331313798975,0.8622167202372586,10.556808286860118,16.060918958093573
A,15,20,130,100,,1,sqrt,7.77669994770856,0.8577739730532846,11.641187782225936,16.24375321679964
A,15,20,130,100,,1,1.0,8.38258788262635,0.8560151304680442,10.922956328017852,16.366241970601635
A,15,20,130,100,,5,sqrt,7.886856531736322,0.8584190942021417,11.72503179727444,16.29139215460878
A,15,20,130,100,,5,1.0,8.27539453463292,0.8582216952459059,10.748346238867878,16.228910792571426
A,15,20,130,100,,10,sqrt,7.873462399510435,0.8586350489266534,11.939377320735236,16.379824674727253
A,15,20,130,100,,10,1.0,8.273419175985115,0.8593766923165489,10.677207450316397,16.163098785875782
A,15,20,130,200,5.0,1,sqrt,13.433381011792978,0.8344021544006418,17.512634916187277,20.62177752280302
A,15,20,130,200,5.0,1,1.0,8.640620047368348,0.8614377637186843,11.207437838972664,16.372367008255342
A,15,20,130,200,5.0,5,sqrt,13.325169166871897,0.834751679005012,17.506596445876948,20.601020942698632
A,15,20,130,200,5.0,5,1.0,8.639597603017577,0.8614552701877178,11.207990325228758,16.37105859385644
A,15,20,130,200,5.0,10,sqrt,13.25293211286346,0.8342470473713112,17.508706259596337,20.59373674354947
A,15,20,130,200,5.0,10,1.0,8.638466045344058,0.8614696428731247,11.208522695980273,16.370248613605295
A,15,20,130,200,10.0,1,sqrt,9.096824670133802,0.8564314145494656,13.10370105018825,17.03919292676138
A,15,20,130,200,10.0,1,1.0,8.459039174751373,0.8621061611230371,10.570237737750649,16.116120450824667
A,15,20,130,200,10.0,5,sqrt,9.192200152349086,0.8559850638682495,13.194554920851257,17.10115296421713
A,15,20,130,200,10.0,5,1.0,8.374067073357676,0.8620274284526939,10.56049225757926,16.08533951512174
A,15,20,130,200,10.0,10,sqrt,9.14216115244496,0.8547031320820515,13.289891027963137,17.165120333471656
A,15,20,130,200,10.0,10,1.0,8.315254971270283,0.8623230819197154,10.560238250658877,16.07136941340001
A,15,20,130,200,,1,sqrt,7.712661540656214,0.8590763967648248,11.627017516606534,16.178261811898427
A,15,20,130,200,,1,1.0,8.365785593900117,0.8567147381799544,10.896419817988996,16.32412481166751
A,15,20,130,200,,5,sqrt,7.786701186949816,0.8593131472370702,11.716931973142891,16.242026656132968
A,15,20,130,200,,5,1.0,8.266486753206857,0.8587014249782727,10.734309954470358,16.212764295276305
A,15,20,130,200,,10,sqrt,7.825214459469839,0.859754818909118,11.89446265969153,16.324766806081495
A,15,20,130,200,,10,1.0,8.289563315343175,0.8596942413864406,10.667832340695307,16.152746878985656
A,20,10,115,50,5.0,1,sqrt,5.393634757244816,0.8658579013640569,12.376201481754602,15.304581225126876
A,20,10,115,50,5.0,1,1.0,3.5006819135068943,0.8893323504133759,9.011578024459132,12.928800868767471
A,20,10,115,50,5.0,5,sqrt,5.323873743742926,0.8673674332468572,12.243404941437069,15.196368734132028
A,20,10,115,50,5.0,5,1.0,3.500575305228492,0.8893261720130907,9.011808655347696,12.928999216936878
A,20,10,115,50,5.0,10,sqrt,5.305053958574112,0.8678535275890858,12.252949214218944,15.1968016567778
A,20,10,115,50,5.0,10,1.0,3.500678465613239,0.8893205317768839,9.01198379191926,12.929663860814204
A,20,10,115,50,10.0,1,sqrt,3.444854066430146,0.8900967996695412,9.212029155156632,12.721411620336662
A,20,10,115,50,10.0,1,1.0,3.2585244969535188,0.8932187007155784,8.295794844080897,12.60375176338999
A,20,10,115,50,10.0,5,sqrt,3.405201140525257,0.8910178355124876,9.154266432250717,12.67539409919888
A,20,10,115,50,10.0,5,1.0,3.259870298821665,0.892735302787543,8.305266777932484,12.609999913280523
A,20,10,115,50,10.0,10,sqrt,3.373038458898044,0.8899210670787637,9.20923159558877,12.700856284521432
A,20,10,115,50,10.0,10,1.0,3.2329546721501408,0.8928785841136477,8.299251426259605,12.58824471651628
A,20,10,115,50,,1,sqrt,3.2047623853050786,0.8881287918319334,8.691171711142612,12.621099295726372
A,20,10,115,50,,1,1.0,3.3630428870496933,0.8865515938285518,8.519063946417862,12.897427625009229
A,20,10,115,50,,5,sqrt,3.1687379677672007,0.8907897487653539,8.621214943506482,12.51468718771615
A,20,10,115,50,,5,1.0,3.3370390509639924,0.8886897055252978,8.408553198408171,12.776796529970165
A,20,10,115,50,,10,sqrt,3.178184269757671,0.8904274581394305,8.740764796634817,12.555471809446576
A,20,10,115,50,,10,1.0,3.2766325285810227,0.890311737039284,8.35070180398208,12.675377903970226
A,20,10,115,100,5.0,1,sqrt,5.1202074400156,0.8700916941797093,12.2500371313857,15.127783535968684
A,20,10,115,100,5.0,1,1.0,3.506948073042679,0.8896416683967836,9.011878344475642,12.939539756345898
A,20,10,115,100,5.0,5,sqrt,5.104266728489158,0.8708785706015713,12.2323915744301,15.095209652021172
A,20,10,115,100,5.0,5,1.0,3.506916522997696,0.8896382026762213,9.012307321037303,12.93972746160667
A,20,10,115,100,5.0,10,sqrt,5.003067477177907,0.8716302197423509,12.160909496048305,15.008802367718562
A,20,10,115,100,5.0,10,1.0,3.5063185912476755,0.8896331896636032,9.012086151613104,12.93924826266084
A,20,10,115,100,10.0,1,sqrt,3.3804995193211034,0.891114954861485,9.13180322103938,12.650112353163584
A,20,10,115,100,10.0,1,1.0,3.2485612783129474,0.8936053546258764,8.27534704702866,12.582962471664867
A,20,10,115,100,10.0,5,sqrt,3.355196920057252,0.8920363017789967,9.086862509263373,12.61390205157675
A,20,10,115,100,10.0,5,1.0,3.2490160494207387,0.8931881918385092,8.28591094968999,12.591829384494275
A,20,10,115,100,10.0,10,sqrt,3.345661426675684,0.8912030386937234,9.141929823150722,12.651297512199866
A,20,10,115,100,10.0,10,1.0,3.215993941848468,0.893321009478746,8.281360713370157,12.564777518800296
A,20,10,115,100,,1,sqrt,3.182755868126253,0.8896465741279345,8.649333958926295,12.560229318906172
A,20,10,115,100,,1,1.0,3.326604414328666,0.8874723178068937,8.477764762162401,12.826562016695297
A,20,10,115,100,,5,sqrt,3.1609668223249243,0.8912172866751019,8.608727205821888,12.496237220236434
A,20,10,115,100,,5,1.0,3.3144644265656367,0.8892629480079097,8.37858134163074,12.731820424388903
A,20,10,115,100,,10,sqrt,3.142023830521566,0.8917737750117685,8.687796791475773,12.49149699404229
A,20,10,115,100,,10,1.0,3.2479430852648563,0.8908383106357534,8.325767478590624,12.63816014646539
A,20,10,115,200,5.0,1,sqrt,5.159754252654369,0.8707856346089073,12.314112108926654,15.147224393397083
A,20,10,115,200,5.0,1,1.0,3.5093251799022234,0.8898264008104648,9.014298094096729,12.94258915433701
A,20,10,115,200,5.0,5,sqrt,5.169226455832024,0.8710733802133512,12.354647792090052,15.169929051084456
A,20,10,115,200,5.0,5,1.0,3.509650483920615,0.8898116503393725,9.014839281798489,12.943288321997091
A,20,10,115,200,5.0,10,sqrt,5.075005325659757,0.8714027860638941,12.333861734498488,15.121171513931234
A,20,10,115,200,5.0,10,1.0,3.5088891647595957,0.8898290552726975,9.014586353761452,12.942267906275802
A,20,10,115,200,10.0,1,sqrt,3.362879967776493,0.8918737601994671,9.144995815211782,12.62148343182631
A,20,10,115,200,10.0,1,1.0,3.228600930077556,0.8936717596237289,8.272428187469036,12.570784013706264
A,20,10,115,200,10.0,5,sqrt,3.3635741125777345,0.892164344819656,9.128262830707316,12.617011110699137
A,20,10,115,200,10.0,5,1.0,3.220776898010577,0.8934827177579965,8.273117568374113,12.56314478871321
A,20,10,115,200,10.0,10,sqrt,3.3634133843780836,0.8914875369703095,9.21600170335756,12.67259385797362
A,20,10,115,200,10.0,10,1.0,3.1950561897944754,0.8935583751250535,8.266676226591516,12.535021458784202
A,20,10,115,200,,1,sqrt,3.1390846648984345,0.890501472302852,8.634869981801623,12.512689249698962
A,20,10,115,200,,1,1.0,3.2927598079501927,0.8881601714852815,8.466138005770654,12.802192796796366
A,20,10,115,200,,5,sqrt,3.149957263540806,0.891462797828968,8.626598861880941,12.48369712002263
A,20,10,115,200,,5,1.0,3.2788135544165575,0.8897092491411055,8.366924833312968,12.70260304775709
A,20,10,115,200,,10,sqrt,3.1334301528720605,0.892116357953857,8.67904108306261,12.471386158826268
A,20,10,115,200,,10,1.0,3.2226698691916944,0.8912540114776732,8.312395560133815,12.608569273047271
A,20,10,120,50,5.0,1,sqrt,6.529537330325795,0.8586566448154551,13.452015014058862,16.46330090454654
A,20,10,120,50,5.0,1,1.0,4.400016403577203,0.8830072915114991,10.029164769360204,14.05954442798604
A,20,10,120,50,5.0,5,sqrt,6.500952589109419,0.8596474140374883,13.464642428064428,16.44362510614203
A,20,10,120,50,5.0,5,1.0,4.399286139874957,0.8829924525733777,10.028676730724277,14.058917625083676
A,20,10,120,50,5.0,10,sqrt,6.4102480060956735,0.8594937729669969,13.376232336796456,16.362107919881534
A,20,10,120,50,5.0,10,1.0,4.398624817046109,0.8829974670776417,10.027663019229164,14.057717586798338
A,20,10,120,50,10.0,1,sqrt,4.269689277646634,0.8834523616103966,10.113971310633833,13.7548207488481
A,20,10,120,50,10.0,1,1.0,4.092011179676639,0.885627635620206,9.247578103682796,13.684395408822756
A,20,10,120,50,10.0,5,sqrt,4.216316937978527,0.8826754119203294,10.239046654334466,13.793494390904138
A,20,10,120,50,10.0,5,1.0,4.081089443587911,0.8853497485339353,9.25623259523859,13.686688055861376
A,20,10,120,50,10.0,10,sqrt,4.177975931290993,0.883756867351655,10.140537908306356,13.72897160113816
A,20,10,120,50,10.0,10,1.0,4.065885101864977,0.8854860389418138,9.24517522324246,13.65609941992227
A,20,10,120,50,,1,sqrt,4.05470415046324,0.8809137869258865,9.642434805086346,13.726991926154898
A,20,10,120,50,,1,1.0,4.232963232106107,0.8784249556661867,9.496207435725417,14.00700479209568
A,20,10,120,50,,5,sqrt,3.988976772971296,0.8823464054507513,9.621572749491506,13.626979138321698
