feature_set,window_size,n_components,clipping_threshold,max_depth,min_samples_leaf,min_samples_split,max_features,mean_S_score,mean_C_index,mean_MAE,mean_RMSE
A,15,10,130,10.0,10,2,1.0,14.086918887585037,0.8479360543940982,11.250669152680688,17.702415159488645
A,15,10,130,10.0,10,10,sqrt,22.74574936302128,0.8184323383388815,13.073186336228293,19.07266576082636
A,15,10,130,10.0,10,10,1.0,14.086918887585037,0.8479360543940982,11.250669152680688,17.702415159488645
A,15,10,130,,1,2,sqrt,89.08154736297116,0.7979831355886425,14.468840439553599,22.817726454808103
A,15,10,130,,1,2,1.0,33.19516833795764,0.8075767355940726,13.611387658634891,21.944013927873435
A,15,10,130,,1,10,sqrt,41.84645205813432,0.8050937227939137,14.196819921584932,21.922878136545055
A,15,10,130,,1,10,1.0,28.29486773095909,0.8142358765788063,13.15597084085654,21.019866300966008
A,15,10,130,,5,2,sqrt,25.608538548081714,0.8134940730607788,13.349465858534662,20.492884831375846
A,15,10,130,,5,2,1.0,22.459108449383105,0.8205663717207242,12.776576967897544,20.171185088992445
A,15,10,130,,5,10,sqrt,25.608538548081714,0.8134940730607788,13.349465858534662,20.492884831375846
A,15,10,130,,5,10,1.0,22.459108449383105,0.8205663717207242,12.776576967897544,20.171185088992445
A,15,10,130,,10,2,sqrt,20.327418234608853,0.8179850843615813,13.245919626456853,19.986631808694675
A,15,10,130,,10,2,1.0,17.583396803432745,0.8313889595080116,11.984628780274162,18.899973151081753
A,15,10,130,,10,10,sqrt,20.327418234608853,0.8179850843615813,13.245919626456853,19.986631808694675
A,15,10,130,,10,10,1.0,17.583396803432745,0.8313889595080116,11.984628780274162,18.899973151081753
A,15,15,115,5.0,1,2,sqrt,15.819027374045172,0.7567156294044791,13.749292830635351,18.002606491792694
A,15,15,115,5.0,1,2,1.0,5.414158391212285,0.8658317494464216,9.951116461326862,14.503163093255683
A,15,15,115,5.0,1,10,sqrt,16.34642867644539,0.7505585519141696,13.893795778330992,18.18279223310666
A,15,15,115,5.0,1,10,1.0,5.414158391212285,0.8658317494464216,9.951116461326862,14.503163093255683
A,15,15,115,5.0,5,2,sqrt,16.107766664384094,0.7503037249270513,13.949627548710847,18.183187064955327
A,15,15,115,5.0,5,2,1.0,5.414158391212285,0.8658317494464216,9.951116461326862,14.503163093255683
A,15,15,115,5.0,5,10,sqrt,16.107766664384094,0.7503037249270513,13.949627548710847,18.183187064955327
A,15,15,115,5.0,5,10,1.0,5.414158391212285,0.8658317494464216,9.951116461326862,14.503163093255683
A,15,15,115,5.0,10,2,sqrt,15.534182989839389,0.7579483864364696,13.688149283511347,17.964689764339788
A,15,15,115,5.0,10,2,1.0,5.41403637146831,0.8660018597589273,9.944883476651103,14.49816708016598
A,15,15,115,5.0,10,10,sqrt,15.534182989839389,0.7579483864364696,13.688149283511347,17.964689764339788
A,15,15,115,5.0,10,10,1.0,5.41403637146831,0.8660018597589273,9.944883476651103,14.49816708016598
A,15,15,115,10.0,1,2,sqrt,12.670495923933316,0.8077423813330139,12.116441125646052,17.147107570028332
A,15,15,115,10.0,1,2,1.0,9.015218526188402,0.8616698280818001,9.914239597287995,15.619516191649613
A,15,15,115,10.0,1,10,sqrt,12.40384639420377,0.8253184697296005,12.22147342757756,17.424350887218814
A,15,15,115,10.0,1,10,1.0,8.629592037480505,0.8631845593443552,9.89569690406476,15.521649777886292
A,15,15,115,10.0,5,2,sqrt,13.174335862341703,0.8110923229577105,12.66060779204573,17.896590962746114
A,15,15,115,10.0,5,2,1.0,7.494626153397123,0.8626305748730747,9.852763151605863,15.46749775444123
A,15,15,115,10.0,5,10,sqrt,13.174335862341703,0.8110923229577105,12.66060779204573,17.896590962746114
A,15,15,115,10.0,5,10,1.0,7.494626153397123,0.8626305748730747,9.852763151605863,15.46749775444123
A,15,15,115,10.0,10,2,sqrt,10.642002977227321,0.8242434790024806,12.309770833601855,17.498726263657062
A,15,15,115,10.0,10,2,1.0,6.7238666696695475,0.8658807070699537,9.682527288592743,15.102558193023095
A,15,15,115,10.0,10,10,sqrt,10.642002977227321,0.8242434790024806,12.309770833601855,17.498726263657062
A,15,15,115,10.0,10,10,1.0,6.7238666696695475,0.8658807070699537,9.682527288592743,15.102558193023095
A,15,15,115,,1,2,sqrt,26.594511697784363,0.7948942067071915,12.92916681358048,21.041195983942803
A,15,15,115,,1,2,1.0,17.018210655163596,0.8182936802279148,11.169738141159403,18.918683316846682
A,15,15,115,,1,10,sqrt,20.037579419877108,0.8052185057769876,12.385406100386037,19.651741004345023
A,15,15,115,,1,10,1.0,13.536938160367848,0.8291369443073424,10.859677505729378,18.09375382243781
A,15,15,115,,5,2,sqrt,14.267442121579649,0.8180437983456399,11.884924904147065,18.55138001186853
A,15,15,115,,5,2,1.0,11.500924913136869,0.8364797460313935,10.442716251958592,17.260937641758005
A,15,15,115,,5,10,sqrt,14.267442121579649,0.8180437983456399,11.884924904147065,18.55138001186853
A,15,15,115,,5,10,1.0,11.500924913136869,0.8364797460313935,10.442716251958592,17.260937641758005
A,15,15,115,,10,2,sqrt,10.522572844730469,0.824439003541362,11.412767959816218,17.279007017609466
A,15,15,115,,10,2,1.0,9.058993284564412,0.8479115423487139,10.066774191986797,16.20622530350473
A,15,15,115,,10,10,sqrt,10.522572844730469,0.824439003541362,11.412767959816218,17.279007017609466
A,15,15,115,,10,10,1.0,9.058993284564412,0.8479115423487139,10.066774191986797,16.20622530350473
