feature_set,window_size,n_components,clipping_threshold,kernel,C,epsilon,gamma,degree,mean_S_score,mean_C_index,mean_MAE,mean_RMSE
B,15,10,130,linear,0.1,0.01,scale,2,6.599224202949256,0.8598537386833763,13.279566775491729,17.61108656411195
B,15,10,130,linear,0.1,0.01,scale,3,6.599224202949256,0.8598537386833763,13.279566775491729,17.61108656411195
B,15,10,130,linear,0.1,0.01,0.01,2,6.599224202949256,0.8598537386833763,13.279566775491729,17.61108656411195
B,15,10,130,linear,0.1,0.01,0.01,3,6.599224202949256,0.8598537386833763,13.279566775491729,17.61108656411195
B,15,10,130,linear,0.1,0.1,scale,2,6.60115967436146,0.8598745282618513,13.27981816585038,17.61134456271961
B,15,10,130,linear,0.1,0.1,scale,3,6.60115967436146,0.8598745282618513,13.27981816585038,17.61134456271961
B,15,10,130,linear,0.1,0.1,0.01,2,6.60115967436146,0.8598745282618513,13.27981816585038,17.61134456271961
B,15,10,130,linear,0.1,0.1,0.01,3,6.60115967436146,0.8598745282618513,13.27981816585038,17.61134456271961
B,15,10,130,linear,1.0,0.01,scale,2,6.60455638007861,0.8598616489433549,13.271840732390404,17.607358275701703
B,15,10,130,linear,1.0,0.01,scale,3,6.60455638007861,0.8598616489433549,13.271840732390404,17.607358275701703
B,15,10,130,linear,1.0,0.01,0.01,2,6.60455638007861,0.8598616489433549,13.271840732390404,17.607358275701703
B,15,10,130,linear,1.0,0.01,0.01,3,6.60455638007861,0.8598616489433549,13.271840732390404,17.607358275701703
B,15,10,130,linear,1.0,0.1,scale,2,6.603865710384232,0.8598553825155959,13.272142816546278,17.60723695901394
B,15,10,130,linear,1.0,0.1,scale,3,6.603865710384232,0.8598553825155959,13.272142816546278,17.60723695901394
B,15,10,130,linear,1.0,0.1,0.01,2,6.603865710384232,0.8598553825155959,13.272142816546278,17.60723695901394
B,15,10,130,linear,1.0,0.1,0.01,3,6.603865710384232,0.8598553825155959,13.272142816546278,17.60723695901394
B,15,10,130,linear,10.0,0.01,scale,2,6.60595085272536,0.8598747968849377,13.271279933223976,17.607348585444903
B,15,10,130,linear,10.0,0.01,scale,3,6.60595085272536,0.8598747968849377,13.271279933223976,17.607348585444903
B,15,10,130,linear,10.0,0.01,0.01,2,6.60595085272536,0.8598747968849377,13.271279933223976,17.607348585444903
B,15,10,130,linear,10.0,0.01,0.01,3,6.60595085272536,0.8598747968849377,13.271279933223976,17.607348585444903
B,15,10,130,linear,10.0,0.1,scale,2,6.603285830486042,0.8598546939582195,13.271492523545572,17.606726907875192
B,15,10,130,linear,10.0,0.1,scale,3,6.603285830486042,0.8598546939582195,13.271492523545572,17.606726907875192
B,15,10,130,linear,10.0,0.1,0.01,2,6.603285830486042,0.8598546939582195,13.271492523545572,17.606726907875192
B,15,10,130,linear,10.0,0.1,0.01,3,6.603285830486042,0.8598546939582195,13.271492523545572,17.606726907875192
B,15,10,130,poly,0.1,0.01,scale,2,140.34482005979663,0.6427946014780506,24.74340765317316,32.555948583595296
B,15,10,130,poly,0.1,0.01,scale,3,58.47809939439757,0.8370476686757744,20.74443753048494,27.24466693851829
B,15,10,130,poly,0.1,0.01,0.01,2,138.94301108812004,0.6261178410251803,25.731922906359703,33.08668148999993
B,15,10,130,poly,0.1,0.01,0.01,3,84.76087367573301,0.8281775376418812,21.898404599667263,29.10329277004778
B,15,10,130,poly,0.1,0.1,scale,2,140.4109404658844,0.6427701531349228,24.742881748930092,32.55698879296023
B,15,10,130,poly,0.1,0.1,scale,3,58.43592120779847,0.8370938685617574,20.74438304336097,27.242665932119216
B,15,10,130,poly,0.1,0.1,0.01,2,138.8803039072763,0.6261338609796809,25.729910284800592,33.08332659898836
B,15,10,130,poly,0.1,0.1,0.01,3,84.77025636105401,0.8281915584656101,21.89971824326276,29.104686005517877
B,15,10,130,poly,1.0,0.01,scale,2,172.75985688006466,0.6598808875372254,24.095410731171192,32.53874063994906
B,15,10,130,poly,1.0,0.01,scale,3,30.123460442141575,0.848712319924207,18.148138540707546,23.68141291283928
B,15,10,130,poly,1.0,0.01,0.01,2,148.46590068855488,0.6516206959797735,24.395265675269787,32.468011927342054
B,15,10,130,poly,1.0,0.01,0.01,3,56.12578063666641,0.8376846145986636,20.61598380781534,27.05059100514949
B,15,10,130,poly,1.0,0.1,scale,2,172.591105453339,0.6599568458043408,24.09378909526866,32.53357434154142
B,15,10,130,poly,1.0,0.1,scale,3,30.113779041393496,0.8487183978881175,18.14949931325684,23.682079180753146
B,15,10,130,poly,1.0,0.1,0.01,2,148.38065826425594,0.6516423181843148,24.396069197840944,32.46723425168178
B,15,10,130,poly,1.0,0.1,0.01,3,56.15410582923938,0.837688830190997,20.61659035266968,27.053560636056783
B,15,10,130,poly,10.0,0.01,scale,2,197.821437060142,0.660380642962085,23.9094366666326,32.58820839066512
B,15,10,130,poly,10.0,0.01,scale,3,23.961558960310786,0.8499310607996842,16.35936350895141,21.57497109592548
B,15,10,130,poly,10.0,0.01,0.01,2,189.62732770057275,0.6611611033473542,23.98547134173933,32.60952606819313
B,15,10,130,poly,10.0,0.01,0.01,3,28.92999009564171,0.8495873443741818,17.91453594730397,23.394786836350484
B,15,10,130,poly,10.0,0.1,scale,2,197.9019687180432,0.6603739918635393,23.90974156884881,32.588166230928
B,15,10,130,poly,10.0,0.1,scale,3,24.0063005511578,0.8499313473376219,16.36118310019204,21.577423458989063
B,15,10,130,poly,10.0,0.1,0.01,2,189.30095032334455,0.6611919605695761,23.985124745962544,32.605351573156724
B,15,10,130,poly,10.0,0.1,0.01,3,28.947514813897804,0.8495924656477811,17.91430603736415,23.395879203592106
B,15,15,115,rbf,0.1,0.01,scale,2,6.640771892172104,0.8602946867205354,11.244655249808938,15.598688813192275
B,15,15,115,rbf,0.1,0.01,scale,3,6.640771892172104,0.8602946867205354,11.244655249808938,15.598688813192275
B,15,15,115,rbf,0.1,0.01,0.01,2,5.9524715318361645,0.8657713948079065,10.641270408098226,14.973562133950733
B,15,15,115,rbf,0.1,0.01,0.01,3,5.9524715318361645,0.8657713948079065,10.641270408098226,14.973562133950733
B,15,15,115,rbf,0.1,0.1,scale,2,6.644641245360655,0.8602807922789287,11.243282045262587,15.59852895723115
B,15,15,115,rbf,0.1,0.1,scale,3,6.644641245360655,0.8602807922789287,11.243282045262587,15.59852895723115
B,15,15,115,rbf,0.1,0.1,0.01,2,5.947403597289314,0.8657712501109389,10.639795947395095,14.971292471104892
B,15,15,115,rbf,0.1,0.1,0.01,3,5.947403597289314,0.8657712501109389,10.639795947395095,14.971292471104892
B,15,15,115,rbf,1.0,0.01,scale,2,5.262008178121318,0.8757008195930454,9.218843855482625,13.802240045842089
B,15,15,115,rbf,1.0,0.01,scale,3,5.262008178121318,0.8757008195930454,9.218843855482625,13.802240045842089
B,15,15,115,rbf,1.0,0.01,0.01,2,5.135237430282004,0.8796940325870454,9.16445916486374,13.791317875422454
B,15,15,115,rbf,1.0,0.01,0.01,3,5.135237430282004,0.8796940325870454,9.16445916486374,13.791317875422454
B,15,15,115,rbf,1.0,0.1,scale,2,5.265510205438373,0.8757173371376874,9.217483183800464,13.802326220242511
B,15,15,115,rbf,1.0,0.1,scale,3,5.265510205438373,0.8757173371376874,9.217483183800464,13.802326220242511
B,15,15,115,rbf,1.0,0.1,0.01,2,5.132982871952638,0.8796981553705807,9.165470016329856,13.79127838620089
B,15,15,115,rbf,1.0,0.1,0.01,3,5.132982871952638,0.8796981553705807,9.165470016329856,13.79127838620089
B,15,15,115,rbf,10.0,0.01,scale,2,5.525844600231049,0.8786434500392556,8.600734393354433,13.704099480281798
B,15,15,115,rbf,10.0,0.01,scale,3,5.525844600231049,0.8786434500392556,8.600734393354433,13.704099480281798
B,15,15,115,rbf,10.0,0.01,0.01,2,5.184761800316366,0.8818808537684996,8.709656901246955,13.61756787641427
B,15,15,115,rbf,10.0,0.01,0.01,3,5.184761800316366,0.8818808537684996,8.709656901246955,13.61756787641427
B,15,15,115,rbf,10.0,0.1,scale,2,5.525398953607379,0.8786285693109177,8.602393556649117,13.703367474377623
B,15,15,115,rbf,10.0,0.1,scale,3,5.525398953607379,0.8786285693109177,8.602393556649117,13.703367474377623
B,15,15,115,rbf,10.0,0.1,0.01,2,5.182803270895825,0.8819084901797074,8.710440727813374,13.617916750587137
B,15,15,115,rbf,10.0,0.1,0.01,3,5.182803270895825,0.8819084901797074,8.710440727813374,13.617916750587137
B,15,15,115,linear,0.1,0.01,scale,2,4.375090795426979,0.8774370954607539,12.690045109269844,15.86826200231944
B,15,15,115,linear,0.1,0.01,scale,3,4.375090795426979,0.8774370954607539,12.690045109269844,15.86826200231944
B,15,15,115,linear,0.1,0.01,0.01,2,4.375090795426979,0.8774370954607539,12.690045109269844,15.86826200231944
B,15,15,115,linear,0.1,0.01,0.01,3,4.375090795426979,0.8774370954607539,12.690045109269844,15.86826200231944
B,15,15,115,linear,0.1,0.1,scale,2,4.375580021913183,0.877449993390585,12.689673805830813,15.867620514760228
B,15,15,115,linear,0.1,0.1,scale,3,4.375580021913183,0.877449993390585,12.689673805830813,15.867620514760228
B,15,15,115,linear,0.1,0.1,0.01,2,4.375580021913183,0.877449993390585,12.689673805830813,15.867620514760228
B,15,15,115,linear,0.1,0.1,0.01,3,4.375580021913183,0.877449993390585,12.689673805830813,15.867620514760228
B,15,15,115,linear,1.0,0.01,scale,2,4.377347651472846,0.8774201495777948,12.685612123572168,15.865625975168914
B,15,15,115,linear,1.0,0.01,scale,3,4.377347651472846,0.8774201495777948,12.685612123572168,15.865625975168914
B,15,15,115,linear,1.0,0.01,0.01,2,4.377347651472846,0.8774201495777948,12.685612123572168,15.865625975168914
B,15,15,115,linear,1.0,0.01,0.01,3,4.377347651472846,0.8774201495777948,12.685612123572168,15.865625975168914
B,15,15,115,linear,1.0,0.1,scale,2,4.374477488803636,0.8774232913399134,12.68582840934268,15.86514235888608
B,15,15,115,linear,1.0,0.1,scale,3,4.374477488803636,0.8774232913399134,12.68582840934268,15.86514235888608
B,15,15,115,linear,1.0,0.1,0.01,2,4.374477488803636,0.8774232913399134,12.68582840934268,15.86514235888608
B,15,15,115,linear,1.0,0.1,0.01,3,4.374477488803636,0.8774232913399134,12.68582840934268,15.86514235888608
B,15,15,115,linear,10.0,0.01,scale,2,4.376939250410809,0.8774147737295742,12.68560349821728,15.865607803922485
B,15,15,115,linear,10.0,0.01,scale,3,4.376939250410809,0.8774147737295742,12.68560349821728,15.865607803922485
B,15,15,115,linear,10.0,0.01,0.01,2,4.376939250410809,0.8774147737295742,12.68560349821728,15.865607803922485
B,15,15,115,linear,10.0,0.01,0.01,3,4.376939250410809,0.8774147737295742,12.68560349821728,15.865607803922485
B,15,15,115,linear,10.0,0.1,scale,2,4.374871673932622,0.8774167753259492,12.685818085841372,15.865451624332554
B,15,15,115,linear,10.0,0.1,scale,3,4.374871673932622,0.8774167753259492,12.685818085841372,15.865451624332554
B,15,15,115,linear,10.0,0.1,0.01,2,4.374871673932622,0.8774167753259492,12.685818085841372,15.865451624332554
B,15,15,115,linear,10.0,0.1,0.01,3,4.374871673932622,0.8774167753259492,12.685818085841372,15.865451624332554
B,15,15,115,poly,0.1,0.01,scale,2,74.7796365448972,0.6557215978905371,20.69638158579738,28.71048400366883
B,15,15,115,poly,0.1,0.01,scale,3,36.20978714029943,0.8592294664886244,18.19543638863795,24.32497744201604
B,15,15,115,poly,0.1,0.01,0.01,2,86.61038981636321,0.6410145285680295,21.48450428870334,29.690581390850667
B,15,15,115,poly,0.1,0.01,0.01,3,50.685639080076456,0.8492425315841784,19.12820371994814,25.980054423115483
B,15,15,115,poly,0.1,0.1,scale,2,74.7521774557001,0.6556751243519846,20.69781172976888,28.7100192832377
B,15,15,115,poly,0.1,0.1,scale,3,36.22542278663454,0.8592160812022515,18.195457880413265,24.32648575514467
B,15,15,115,poly,0.1,0.1,0.01,2,86.6417742500956,0.6409948229805422,21.48665758700652,29.69376545540465
B,15,15,115,poly,0.1,0.1,0.01,3,50.73062912280904,0.849251888736758,19.13023465974044,25.984598708205787
B,15,15,115,poly,1.0,0.01,scale,2,75.27516597305961,0.6756304188289357,20.11897592188212,28.135608110131983
B,15,15,115,poly,1.0,0.01,scale,3,16.026128637588076,0.8691673687203678,15.513784489904095,20.135617966895047
B,15,15,115,poly,1.0,0.01,0.01,2,73.19724515014967,0.6664474393819945,20.325992303910382,28.341438725674447
B,15,15,115,poly,1.0,0.01,0.01,3,31.895781803815986,0.861266573589063,17.820912973825475,23.707596705078256
B,15,15,115,poly,1.0,0.1,scale,2,75.18944764394158,0.6756274015759393,20.11941523091344,28.13484293213803
B,15,15,115,poly,1.0,0.1,scale,3,16.019353664357897,0.8691577141175172,15.513554849424256,20.135431885929023
B,15,15,115,poly,1.0,0.1,0.01,2,73.22902179686957,0.6664177911309215,20.327486573710328,28.344005779437943
B,15,15,115,poly,1.0,0.1,0.01,3,31.90800516343766,0.8612581661975897,17.82172222314716,23.70969566191137
B,15,15,115,poly,10.0,0.01,scale,2,76.20365219277012,0.6789735402892665,20.09671804372698,27.93121987489637
B,15,15,115,poly,10.0,0.01,scale,3,11.100868206068998,0.8690970900196611,14.2025511980606,18.25367697801996
B,15,15,115,poly,10.0,0.01,0.01,2,75.70733704835554,0.6786370957689984,20.061899709945504,27.997529931823124
B,15,15,115,poly,10.0,0.01,0.01,3,14.135759929105072,0.8699898967228099,15.043901748805297,19.463789184879538
B,15,15,115,poly,10.0,0.1,scale,2,76.2500584936411,0.6789087892143714,20.096586906259667,27.9307764526069
B,15,15,115,poly,10.0,0.1,scale,3,11.101510080229096,0.8690842041221432,14.202345557038743,18.25332222393148
B,15,15,115,poly,10.0,0.1,0.01,2,75.69320639198187,0.6786200233319535,20.06185926447392,27.997303781975557
B,15,15,115,poly,10.0,0.1,0.01,3,14.140662238015093,0.8699776263990984,15.044619522501716,19.464730724663376
B,15,15,120,rbf,0.1,0.01,scale,2,8.206676445443827,0.8529410561915132,12.226979260243768,16.70237029334456
B,15,15,120,rbf,0.1,0.01,scale,3,8.206676445443827,0.8529410561915132,12.226979260243768,16.70237029334456
B,15,15,120,rbf,0.1,0.01,0.01,2,7.547416781105269,0.8582858874673679,11.650790155759545,16.128118420285155
B,15,15,120,rbf,0.1,0.01,0.01,3,7.547416781105269,0.8582858874673679,11.650790155759545,16.128118420285155
B,15,15,120,rbf,0.1,0.1,scale,2,8.202383550659167,0.8529576421707284,12.22482632311829,16.699756219531174
B,15,15,120,rbf,0.1,0.1,scale,3,8.202383550659167,0.8529576421707284,12.22482632311829,16.699756219531174
B,15,15,120,rbf,0.1,0.1,0.01,2,7.54306095400104,0.8582873316918065,11.651177541803651,16.128445281151794
B,15,15,120,rbf,0.1,0.1,0.01,3,7.54306095400104,0.8582873316918065,11.651177541803651,16.128445281151794
B,15,15,120,rbf,1.0,0.01,scale,2,6.6930334311882405,0.8682828244304611,10.203557938134413,14.917775522285847
B,15,15,120,rbf,1.0,0.01,scale,3,6.6930334311882405,0.8682828244304611,10.203557938134413,14.917775522285847
B,15,15,120,rbf,1.0,0.01,0.01,2,6.492565135817618,0.8727190472970193,10.125153884180476,14.896626296811672
B,15,15,120,rbf,1.0,0.01,0.01,3,6.492565135817618,0.8727190472970193,10.125153884180476,14.896626296811672
B,15,15,120,rbf,1.0,0.1,scale,2,6.690562187641629,0.8682853229544216,10.204097855520336,14.917838686951892
B,15,15,120,rbf,1.0,0.1,scale,3,6.690562187641629,0.8682853229544216,10.204097855520336,14.917838686951892
B,15,15,120,rbf,1.0,0.1,0.01,2,6.494764723512487,0.8727153867928996,10.12569418516629,14.897170094284174
B,15,15,120,rbf,1.0,0.1,0.01,3,6.494764723512487,0.8727153867928996,10.12569418516629,14.897170094284174
B,15,15,120,rbf,10.0,0.01,scale,2,7.187289559442908,0.8720678615164094,9.5770642245277,14.826426757576096
B,15,15,120,rbf,10.0,0.01,scale,3,7.187289559442908,0.8720678615164094,9.5770642245277,14.826426757576096
B,15,15,120,rbf,10.0,0.01,0.01,2,6.6395570505502,0.8747351091548901,9.67699463417931,14.72426586348966
B,15,15,120,rbf,10.0,0.01,0.01,3,6.6395570505502,0.8747351091548901,9.67699463417931,14.72426586348966
B,15,15,120,rbf,10.0,0.1,scale,2,7.181958610498991,0.8720566877092673,9.57872550041797,14.826134409283489
B,15,15,120,rbf,10.0,0.1,scale,3,7.181958610498991,0.8720566877092673,9.57872550041797,14.826134409283489
B,15,15,120,rbf,10.0,0.1,0.01,2,6.635053836298998,0.8747526994669558,9.678017146268528,14.723119729568255
B,15,15,120,rbf,10.0,0.1,0.01,3,6.635053836298998,0.8747526994669558,9.678017146268528,14.723119729568255
B,15,15,120,linear,0.1,0.01,scale,2,5.114006207363512,0.8697041284191187,13.268731766510763,16.76127975494939
B,15,15,120,linear,0.1,0.01,scale,3,5.114006207363512,0.8697041284191187,13.268731766510763,16.76127975494939
B,15,15,120,linear,0.1,0.01,0.01,2,5.114006207363512,0.8697041284191187,13.268731766510763,16.76127975494939
B,15,15,120,linear,0.1,0.01,0.01,3,5.114006207363512,0.8697041284191187,13.268731766510763,16.76127975494939
B,15,15,120,linear,0.1,0.1,scale,2,5.114025056888278,0.8697055958250459,13.268193028242871,16.76066387168
B,15,15,120,linear,0.1,0.1,scale,3,5.114025056888278,0.8697055958250459,13.268193028242871,16.76066387168
B,15,15,120,linear,0.1,0.1,0.01,2,5.114025056888278,0.8697055958250459,13.268193028242871,16.76066387168
B,15,15,120,linear,0.1,0.1,0.01,3,5.114025056888278,0.8697055958250459,13.268193028242871,16.76066387168
B,15,15,120,linear,1.0,0.01,scale,2,5.112436147612668,0.8696733324337682,13.26302673281934,16.757838130038724
B,15,15,120,linear,1.0,0.01,scale,3,5.112436147612668,0.8696733324337682,13.26302673281934,16.757838130038724
B,15,15,120,linear,1.0,0.01,0.01,2,5.112436147612668,0.8696733324337682,13.26302673281934,16.757838130038724
B,15,15,120,linear,1.0,0.01,0.01,3,5.112436147612668,0.8696733324337682,13.26302673281934,16.757838130038724
B,15,15,120,linear,1.0,0.1,scale,2,5.113029228337619,0.8696681562760318,13.26505388101871,16.75971432458777
B,15,15,120,linear,1.0,0.1,scale,3,5.113029228337619,0.8696681562760318,13.26505388101871,16.75971432458777
B,15,15,120,linear,1.0,0.1,0.01,2,5.113029228337619,0.8696681562760318,13.26505388101871,16.75971432458777
B,15,15,120,linear,1.0,0.1,0.01,3,5.113029228337619,0.8696681562760318,13.26505388101871,16.75971432458777
B,15,15,120,linear,10.0,0.01,scale,2,5.112506571981769,0.8696705726074752,13.262765110055074,16.757742084017046
B,15,15,120,linear,10.0,0.01,scale,3,5.112506571981769,0.8696705726074752,13.262765110055074,16.757742084017046
B,15,15,120,linear,10.0,0.01,0.01,2,5.112506571981769,0.8696705726074752,13.262765110055074,16.757742084017046
B,15,15,120,linear,10.0,0.01,0.01,3,5.112506571981769,0.8696705726074752,13.262765110055074,16.757742084017046
B,15,15,120,linear,10.0,0.1,scale,2,5.1117034577379465,0.8696602702786388,13.264252572588497,16.759022244073016
B,15,15,120,linear,10.0,0.1,scale,3,5.1117034577379465,0.8696602702786388,13.264252572588497,16.759022244073016
B,15,15,120,linear,10.0,0.1,0.01,2,5.1117034577379465,0.8696602702786388,13.264252572588497,16.759022244073016
B,15,15,120,linear,10.0,0.1,0.01,3,5.1117034577379465,0.8696602702786388,13.264252572588497,16.759022244073016
B,15,15,120,poly,0.1,0.01,scale,2,109.30160279074452,0.6471230388257281,22.71544430667225,30.909134630548284
B,15,15,120,poly,0.1,0.01,scale,3,43.57965790197337,0.8493594156419417,19.588908624326045,25.62131526121156
B,15,15,120,poly,0.1,0.01,0.01,2,127.35855714457163,0.6327354345928101,23.55962172529427,31.962577681463205
B,15,15,120,poly,0.1,0.01,0.01,3,62.1749415621605,0.8395097939276281,20.64569339866398,27.373042350359725
B,15,15,120,poly,0.1,0.1,scale,2,109.24034395467456,0.6471289676928308,22.717256662656183,30.90743633317362
B,15,15,120,poly,0.1,0.1,scale,3,43.571208498042544,0.8493523808579934,19.588493074378377,25.620019453084744
B,15,15,120,poly,0.1,0.1,0.01,2,127.16643257807488,0.6327616162832432,23.560084067841675,31.95635447599084
B,15,15,120,poly,0.1,0.1,0.01,3,62.16802657129703,0.8395289335720207,20.646048838776927,27.373460748379404
B,15,15,120,poly,1.0,0.01,scale,2,107.94368072932892,0.6673892044953622,22.056287517250183,30.153265797758745
B,15,15,120,poly,1.0,0.01,scale,3,18.991695410451264,0.8599739273006961,16.661529394139148,21.313273549112274
B,15,15,120,poly,1.0,0.01,0.01,2,105.46209496222794,0.6585445083383734,22.294882428428323,30.429946325010484
B,15,15,120,poly,1.0,0.01,0.01,3,38.26044069001952,0.8511630099070985,19.19432999677061,24.992691090916527
B,15,15,120,poly,1.0,0.1,scale,2,107.8060696435184,0.6674098909521116,22.055461960063603,30.149697993989708
B,15,15,120,poly,1.0,0.1,scale,3,18.977570997754476,0.8599764536647735,16.661514410817727,21.311106030236136
B,15,15,120,poly,1.0,0.1,0.01,2,105.29224566750258,0.6585462591785033,22.29504009864968,30.42497727882601
B,15,15,120,poly,1.0,0.1,0.01,3,38.25907427916832,0.8511177537095396,19.195008701861884,24.99365048414479
B,15,15,120,poly,10.0,0.01,scale,2,110.28432963112112,0.6693665207864369,22.054140426185118,29.905801651173917
B,15,15,120,poly,10.0,0.01,scale,3,13.475238763524672,0.8609654943813935,15.045305278900983,19.27290937987816
B,15,15,120,poly,10.0,0.01,0.01,2,110.06581439639136,0.6700891702221121,22.00496616368418,30.00347300108738
B,15,15,120,poly,10.0,0.01,0.01,3,16.65401719186674,0.8611889616909675,16.112703760796258,20.58999895347437
B,15,15,120,poly,10.0,0.1,scale,2,110.48089551092816,0.6692760145087171,22.057396665331503,29.908426305236105
B,15,15,120,poly,10.0,0.1,scale,3,13.442813903239102,0.8609715754236923,15.044810071696563,19.269663551149403
B,15,15,120,poly,10.0,0.1,0.01,2,109.75964654290426,0.6700891532058881,22.003806029760604,29.997487682589213
B,15,15,120,poly,10.0,0.1,0.01,3,16.674369804053896,0.8612014633027023,16.113630398271876,20.59229542309607
B,15,15,125,rbf,0.1,0.01,scale,2,9.981761689045223,0.8453936549416202,12.993245986862108,17.751823240265306
B,15,15,125,rbf,0.1,0.01,scale,3,9.981761689045223,0.8453936549416202,12.993245986862108,17.751823240265306
B,15,15,125,rbf,0.1,0.01,0.01,2,9.376190457928752,0.8503174468233017,12.46960733739969,17.24919627386461
B,15,15,125,rbf,0.1,0.01,0.01,3,9.376190457928752,0.8503174468233017,12.46960733739969,17.24919627386461
B,15,15,125,rbf,0.1,0.1,scale,2,9.986886463008672,0.8453982651575664,12.99436442344523,17.753394761387423
B,15,15,125,rbf,0.1,0.1,scale,3,9.986886463008672,0.8453982651575664,12.99436442344523,17.753394761387423
B,15,15,125,rbf,0.1,0.1,0.01,2,9.375092774170907,0.8502931961506428,12.470133597697354,17.2488957962934
B,15,15,125,rbf,0.1,0.1,0.01,3,9.375092774170907,0.8502931961506428,12.470133597697354,17.2488957962934
B,15,15,125,rbf,1.0,0.01,scale,2,8.237373622996081,0.8606066861038959,10.867000553527348,15.948677270515647
B,15,15,125,rbf,1.0,0.01,scale,3,8.237373622996081,0.8606066861038959,10.867000553527348,15.948677270515647
B,15,15,125,rbf,1.0,0.01,0.01,2,8.018682676227247,0.8649571550552961,10.822671547627332,15.941995802911146
B,15,15,125,rbf,1.0,0.01,0.01,3,8.018682676227247,0.8649571550552961,10.822671547627332,15.941995802911146
B,15,15,125,rbf,1.0,0.1,scale,2,8.234575905440085,0.8606373365663949,10.86508400911897,15.945952171994255
B,15,15,125,rbf,1.0,0.1,scale,3,8.234575905440085,0.8606373365663949,10.86508400911897,15.945952171994255
B,15,15,125,rbf,1.0,0.1,0.01,2,8.01780541525326,0.8649519952684832,10.8229590415315,15.942173999999818
B,15,15,125,rbf,1.0,0.1,0.01,3,8.01780541525326,0.8649519952684832,10.8229590415315,15.942173999999818
B,15,15,125,rbf,10.0,0.01,scale,2,9.057195570934672,0.864012671772637,10.458721290962467,15.927865787552356
B,15,15,125,rbf,10.0,0.01,scale,3,9.057195570934672,0.864012671772637,10.458721290962467,15.927865787552356
B,15,15,125,rbf,10.0,0.01,0.01,2,8.303498710798433,0.8663416422698782,10.489050623271826,15.800414652682552
B,15,15,125,rbf,10.0,0.01,0.01,3,8.303498710798433,0.8663416422698782,10.489050623271826,15.800414652682552
B,15,15,125,rbf,10.0,0.1,scale,2,9.054514534231268,0.8640161912568075,10.459304224494163,15.927045930738236
B,15,15,125,rbf,10.0,0.1,scale,3,9.054514534231268,0.8640161912568075,10.459304224494163,15.927045930738236
B,15,15,125,rbf,10.0,0.1,0.01,2,8.301586993292647,0.866481174055196,10.487039766320724,15.797529925643284
B,15,15,125,rbf,10.0,0.1,0.01,3,8.301586993292647,0.866481174055196,10.487039766320724,15.797529925643284
B,15,15,125,linear,0.1,0.01,scale,2,6.025038748451296,0.8608350834415479,13.740798590177237,17.769381368949368
B,15,15,125,linear,0.1,0.01,scale,3,6.025038748451296,0.8608350834415479,13.740798590177237,17.769381368949368
B,15,15,125,linear,0.1,0.01,0.01,2,6.025038748451296,0.8608350834415479,13.740798590177237,17.769381368949368
B,15,15,125,linear,0.1,0.01,0.01,3,6.025038748451296,0.8608350834415479,13.740798590177237,17.769381368949368
B,15,15,125,linear,0.1,0.1,scale,2,6.024261772183133,0.8608347127181315,13.741040653595022,17.76966936696428
B,15,15,125,linear,0.1,0.1,scale,3,6.024261772183133,0.8608347127181315,13.741040653595022,17.76966936696428
B,15,15,125,linear,0.1,0.1,0.01,2,6.024261772183133,0.8608347127181315,13.741040653595022,17.76966936696428
B,15,15,125,linear,0.1,0.1,0.01,3,6.024261772183133,0.8608347127181315,13.741040653595022,17.76966936696428
B,15,15,125,linear,1.0,0.01,scale,2,6.023228413509805,0.86081654005182,13.733858591139503,17.765944260618234
B,15,15,125,linear,1.0,0.01,scale,3,6.023228413509805,0.86081654005182,13.733858591139503,17.765944260618234
B,15,15,125,linear,1.0,0.01,0.01,2,6.023228413509805,0.86081654005182,13.733858591139503,17.765944260618234
B,15,15,125,linear,1.0,0.01,0.01,3,6.023228413509805,0.86081654005182,13.733858591139503,17.765944260618234
B,15,15,125,linear,1.0,0.1,scale,2,6.024553525958752,0.8608278418773188,13.732048166111063,17.76394185680919
B,15,15,125,linear,1.0,0.1,scale,3,6.024553525958752,0.8608278418773188,13.732048166111063,17.76394185680919
B,15,15,125,linear,1.0,0.1,0.01,2,6.024553525958752,0.8608278418773188,13.732048166111063,17.76394185680919
B,15,15,125,linear,1.0,0.1,0.01,3,6.024553525958752,0.8608278418773188,13.732048166111063,17.76394185680919
B,15,15,125,linear,10.0,0.01,scale,2,6.023249166522258,0.8608072517259036,13.733228989122589,17.765562192561077
B,15,15,125,linear,10.0,0.01,scale,3,6.023249166522258,0.8608072517259036,13.733228989122589,17.765562192561077
B,15,15,125,linear,10.0,0.01,0.01,2,6.023249166522258,0.8608072517259036,13.733228989122589,17.765562192561077
B,15,15,125,linear,10.0,0.01,0.01,3,6.023249166522258,0.8608072517259036,13.733228989122589,17.765562192561077
B,15,15,125,linear,10.0,0.1,scale,2,6.024448528419165,0.8608287605958627,13.731483047672082,17.763427560649973
B,15,15,125,linear,10.0,0.1,scale,3,6.024448528419165,0.8608287605958627,13.731483047672082,17.763427560649973
B,15,15,125,linear,10.0,0.1,0.01,2,6.024448528419165,0.8608287605958627,13.731483047672082,17.763427560649973
B,15,15,125,linear,10.0,0.1,0.01,3,6.024448528419165,0.8608287605958627,13.731483047672082,17.763427560649973
B,15,15,125,poly,0.1,0.01,scale,2,138.0049325568041,0.6405004699262449,24.81269977450109,32.54943134986075
