feature_set,window_size,n_components,clipping_threshold,link_type,alpha,alpha_reg,l1_ratio,mean_S_score,mean_C_index,mean_MAE,mean_RMSE
A,15,10,120,log,0.1,0.5,0.5,8.405975567917006,0.8665348000312832,17.3907189643214,22.901726988082864
A,15,10,120,log,0.1,0.5,1.0,6.106898329883287,0.8640166901010075,15.101902692284309,19.979452413641315
A,15,10,120,log,0.5,0.0,0.0,5.60949386016423,0.8648408232478317,13.457055798061239,18.10941598000433
A,15,10,120,log,0.5,0.0,0.5,5.60949386016423,0.8648408232478317,13.457055798061239,18.10941598000433
A,15,10,120,log,0.5,0.0,1.0,5.60949386016423,0.8648408232478317,13.457055798061239,18.10941598000433
A,15,10,120,log,0.5,0.1,0.0,11.151712617983971,0.866949518155719,19.360028291686383,25.28458438881731
A,15,10,120,log,0.5,0.1,0.5,8.206503522579915,0.8655390507690962,16.904332513855675,22.48702984107539
A,15,10,120,log,0.5,0.1,1.0,6.227251159325337,0.8635675535902095,14.911836123703083,19.902626797852683
A,15,10,120,log,0.5,0.5,0.0,90.95633746548764,0.8674945292055776,43.42429035573186,49.000136193850764
A,15,10,120,log,0.5,0.5,0.5,47.55083835510746,0.8619103143160094,35.0585867146175,41.04377982017554
A,15,10,120,log,0.5,0.5,1.0,16.823553691094396,0.8427957247040462,22.756572615489294,29.346438555718244
A,15,10,120,log,1.0,0.0,0.0,5.652391409928157,0.8646641843371959,13.460557332207532,18.140825433769134
A,15,10,120,log,1.0,0.0,0.5,5.652391409928157,0.8646641843371959,13.460557332207532,18.140825433769134
A,15,10,120,log,1.0,0.0,1.0,5.652391409928157,0.8646641843371959,13.460557332207532,18.140825433769134
A,15,10,120,log,1.0,0.1,0.0,22.9850983173034,0.8669832180106125,26.51786689386294,32.679243752918374
A,15,10,120,log,1.0,0.1,0.5,13.834961119009245,0.864953482318078,21.367483837215474,27.48668623216353
A,15,10,120,log,1.0,0.1,1.0,7.731956555707041,0.8596438465973504,16.685984854057143,22.131002957464226
A,15,10,120,log,1.0,0.5,0.0,259.86600527931637,0.8673904633790096,56.56758517992146,62.16409208483162
A,15,10,120,log,1.0,0.5,0.5,144.19987197761554,0.8563968041676041,48.766304246620244,54.555843295164934
A,15,10,120,log,1.0,0.5,1.0,40.1044975882037,0.8412656739361346,32.636445272643435,38.97901397176547
A,15,10,120,log,1.5,0.0,0.0,5.668439916252377,0.8645780847858168,13.461911623867199,18.152326847931644
A,15,10,120,log,1.5,0.0,0.5,5.668439916252377,0.8645780847858168,13.461911623867199,18.152326847931644
A,15,10,120,log,1.5,0.0,1.0,5.668439916252377,0.8645780847858168,13.461911623867199,18.152326847931644
A,15,10,120,log,1.5,0.1,0.0,39.891835914044194,0.8669839996339924,33.006834890666184,38.96617959821358
A,15,10,120,log,1.5,0.1,0.5,22.002780577992613,0.8640127253385869,26.024948869104257,32.28630984405652
A,15,10,120,log,1.5,0.1,1.0,10.028514527252279,0.8537198663203449,18.627004398107903,24.546352543524403
A,15,10,120,log,1.5,0.5,0.0,455.7661085209935,0.8673310789802023,63.31711402357534,69.12578394860832
A,15,10,120,log,1.5,0.5,0.5,274.07497931169917,0.8518199179340481,56.57522308822091,62.50762415450853
A,15,10,120,log,1.5,0.5,1.0,76.91219857651029,0.8412656739361346,41.03947550720395,47.158708554703885
A,15,10,125,log,0.1,0.0,0.0,6.195333822637008,0.8569726413154104,13.179287861784355,18.7298382193932
