feature_set,window_size,n_components,clipping_threshold,baseline_estimation_method,n_baseline_knots,penalizer,l1_ratio,confidence_threshold,mean_S_score,mean_C_index,mean_MAE,mean_RMSE
A,25,15,125,breslow,5,0.1,1.0,0.5,7583.472895803864,0.5415205359092371,33.666144026881604,50.316398354048914
A,25,15,125,breslow,5,0.1,1.0,0.95,,,,
A,25,15,125,breslow,5,1.0,0.0,0.3,7477.558194109862,0.5430950950089966,33.64580172859309,50.22775319621904
A,25,15,125,breslow,5,1.0,0.0,0.5,7583.472895803864,0.5415205359092371,33.666144026881604,50.316398354048914
A,25,15,125,breslow,5,1.0,0.0,0.95,,,,
A,25,15,125,breslow,5,1.0,0.5,0.3,7477.558194109862,0.5430950950089966,33.64580172859309,50.22775319621904
A,25,15,125,breslow,5,1.0,0.5,0.5,7583.472895803864,0.5415205359092371,33.666144026881604,50.316398354048914
A,25,15,125,breslow,5,1.0,0.5,0.95,,,,
A,25,15,125,breslow,5,1.0,1.0,0.3,7477.558194109862,0.5430950950089966,33.64580172859309,50.22775319621904
A,25,15,125,breslow,5,1.0,1.0,0.5,7583.472895803864,0.5415205359092371,33.666144026881604,50.316398354048914
A,25,15,125,breslow,5,1.0,1.0,0.95,,,,
A,25,15,125,spline,3,0.0,0.0,0.3,,,,
A,25,15,125,spline,3,0.0,0.0,0.5,,,,
A,25,15,125,spline,3,0.0,0.0,0.95,,,,
A,25,15,125,spline,3,0.0,0.5,0.3,,,,
A,25,15,125,spline,3,0.0,0.5,0.5,,,,
A,25,15,125,spline,3,0.0,0.5,0.95,,,,
A,25,15,125,spline,3,0.0,1.0,0.3,,,,
A,25,15,125,spline,3,0.0,1.0,0.5,,,,
A,25,15,125,spline,3,0.0,1.0,0.95,,,,
A,25,15,125,spline,3,0.1,0.0,0.3,,,,
A,25,15,125,spline,3,0.1,0.0,0.5,,,,
A,25,15,125,spline,3,0.1,0.0,0.95,,,,
A,25,15,125,spline,3,0.1,0.5,0.3,,,,
A,25,15,125,spline,3,0.1,0.5,0.5,,,,
A,25,15,125,spline,3,0.1,0.5,0.95,,,,
A,25,15,125,spline,3,0.1,1.0,0.3,,,,
A,25,15,125,spline,3,0.1,1.0,0.5,,,,
A,25,15,125,spline,3,0.1,1.0,0.95,,,,
A,25,15,125,spline,3,1.0,0.0,0.3,,,,
A,25,15,125,spline,3,1.0,0.0,0.5,,,,
A,25,15,125,spline,3,1.0,0.0,0.95,,,,
A,25,15,125,spline,3,1.0,0.5,0.3,,,,
A,25,15,125,spline,3,1.0,0.5,0.5,,,,
A,25,15,125,spline,3,1.0,0.5,0.95,,,,
A,25,15,125,spline,3,1.0,1.0,0.3,,,,
A,25,15,125,spline,3,1.0,1.0,0.5,,,,
A,25,15,125,spline,3,1.0,1.0,0.95,,,,
A,25,15,125,spline,5,0.0,0.0,0.3,,,,
A,25,15,125,spline,5,0.0,0.0,0.5,,,,
A,25,15,125,spline,5,0.0,0.0,0.95,,,,
A,25,15,125,spline,5,0.0,0.5,0.3,,,,
A,25,15,125,spline,5,0.0,0.5,0.5,,,,
A,25,15,125,spline,5,0.0,0.5,0.95,,,,
A,25,15,125,spline,5,0.0,1.0,0.3,,,,
A,25,15,125,spline,5,0.0,1.0,0.5,,,,
A,25,15,125,spline,5,0.0,1.0,0.95,,,,
A,25,15,125,spline,5,0.1,0.0,0.3,,,,
A,25,15,125,spline,5,0.1,0.0,0.5,,,,
A,25,15,125,spline,5,0.1,0.0,0.95,,,,
A,25,15,125,spline,5,0.1,0.5,0.3,,,,
A,25,15,125,spline,5,0.1,0.5,0.5,,,,
A,25,15,125,spline,5,0.1,0.5,0.95,,,,
A,25,15,125,spline,5,0.1,1.0,0.3,,,,
A,25,15,125,spline,5,0.1,1.0,0.5,,,,
A,25,15,125,spline,5,0.1,1.0,0.95,,,,
A,25,15,125,spline,5,1.0,0.0,0.3,,,,
A,25,15,125,spline,5,1.0,0.0,0.5,,,,
A,25,15,125,spline,5,1.0,0.0,0.95,,,,
A,25,15,125,spline,5,1.0,0.5,0.3,,,,
A,25,15,125,spline,5,1.0,0.5,0.5,,,,
A,25,15,125,spline,5,1.0,0.5,0.95,,,,
A,25,15,125,spline,5,1.0,1.0,0.3,,,,
A,25,15,125,spline,5,1.0,1.0,0.5,,,,
A,25,15,125,spline,5,1.0,1.0,0.95,,,,
A,25,20,115,breslow,3,0.0,0.0,0.3,,,,
A,25,20,115,breslow,3,0.0,0.0,0.5,,,,
A,25,20,115,breslow,3,0.0,0.0,0.95,,,,
A,25,20,115,breslow,3,0.0,0.5,0.3,,,,
A,25,20,115,breslow,3,0.0,0.5,0.5,,,,
A,25,20,115,breslow,3,0.0,0.5,0.95,,,,
A,25,20,115,breslow,3,0.0,1.0,0.3,,,,
A,25,20,115,breslow,3,0.0,1.0,0.5,,,,
A,25,20,115,breslow,3,0.0,1.0,0.95,,,,
A,25,20,115,breslow,3,0.1,0.0,0.3,7415.734660308049,0.5461201422125936,37.61948080092364,50.572052002197516
A,25,20,115,breslow,3,0.1,0.0,0.5,7584.094217029281,0.5440675324244338,37.67189118918223,50.693483485476314
A,25,20,115,breslow,3,0.1,0.0,0.95,,,,
A,25,20,115,breslow,3,0.1,0.5,0.3,7478.175379600763,0.5457838986995048,37.63687896424335,50.59919988346058
A,25,20,115,breslow,3,0.1,0.5,0.5,7584.116015113768,0.5440663591916233,37.67286918429225,50.694544799673075
A,25,20,115,breslow,3,0.1,0.5,0.95,,,,
A,25,20,115,breslow,3,0.1,1.0,0.3,7478.175379600763,0.5457838986995048,37.63687896424335,50.59919988346058
A,25,20,115,breslow,3,0.1,1.0,0.5,7584.116015113768,0.5440663591916233,37.67286918429225,50.694544799673075
A,25,20,115,breslow,3,0.1,1.0,0.95,,,,
A,25,20,115,breslow,3,1.0,0.0,0.3,7478.175379600763,0.5457838986995048,37.63687896424335,50.59919988346058
A,25,20,115,breslow,3,1.0,0.0,0.5,7584.116015113768,0.5440663591916233,37.67286918429225,50.694544799673075
A,25,20,115,breslow,3,1.0,0.0,0.95,,,,
A,25,20,115,breslow,3,1.0,0.5,0.3,7478.175379600763,0.5457838986995048,37.63687896424335,50.59919988346058
A,25,20,115,breslow,3,1.0,0.5,0.5,7584.116015113768,0.5440663591916233,37.67286918429225,50.694544799673075
A,25,20,115,breslow,3,1.0,0.5,0.95,,,,
A,25,20,115,breslow,3,1.0,1.0,0.3,7478.175379600763,0.5457838986995048,37.63687896424335,50.59919988346058
A,25,20,115,breslow,3,1.0,1.0,0.5,7584.116015113768,0.5440663591916233,37.67286918429225,50.694544799673075
A,25,20,115,breslow,3,1.0,1.0,0.95,,,,
A,25,20,115,breslow,5,0.0,0.0,0.3,,,,
A,25,20,115,breslow,5,0.0,0.0,0.5,,,,
A,25,20,115,breslow,5,0.0,0.0,0.95,,,,
A,25,20,115,breslow,5,0.0,0.5,0.3,,,,
A,25,20,115,breslow,5,0.0,0.5,0.5,,,,
A,25,20,115,breslow,5,0.0,0.5,0.95,,,,
A,25,20,115,breslow,5,0.0,1.0,0.3,,,,
A,25,20,115,breslow,5,0.0,1.0,0.5,,,,
A,25,20,115,breslow,5,0.0,1.0,0.95,,,,
A,25,20,115,breslow,5,0.1,0.0,0.3,7415.734660308049,0.5461201422125936,37.61948080092364,50.572052002197516
A,25,20,115,breslow,5,0.1,0.0,0.5,7584.094217029281,0.5440675324244338,37.67189118918223,50.693483485476314
A,25,20,115,breslow,5,0.1,0.0,0.95,,,,
A,25,20,115,breslow,5,0.1,0.5,0.3,7478.175379600763,0.5457838986995048,37.63687896424335,50.59919988346058
A,25,20,115,breslow,5,0.1,0.5,0.5,7584.116015113768,0.5440663591916233,37.67286918429225,50.694544799673075
A,25,20,115,breslow,5,0.1,0.5,0.95,,,,
A,25,20,115,breslow,5,0.1,1.0,0.3,7478.175379600763,0.5457838986995048,37.63687896424335,50.59919988346058
A,25,20,115,breslow,5,0.1,1.0,0.5,7584.116015113768,0.5440663591916233,37.67286918429225,50.694544799673075
A,25,20,115,breslow,5,0.1,1.0,0.95,,,,
A,25,20,115,breslow,5,1.0,0.0,0.3,7478.175379600763,0.5457838986995048,37.63687896424335,50.59919988346058
A,25,20,115,breslow,5,1.0,0.0,0.5,7584.116015113768,0.5440663591916233,37.67286918429225,50.694544799673075
A,25,20,115,breslow,5,1.0,0.0,0.95,,,,
A,25,20,115,breslow,5,1.0,0.5,0.3,7478.175379600763,0.5457838986995048,37.63687896424335,50.59919988346058
A,25,20,115,breslow,5,1.0,0.5,0.5,7584.116015113768,0.5440663591916233,37.67286918429225,50.694544799673075
A,25,20,115,breslow,5,1.0,0.5,0.95,,,,
A,25,20,115,breslow,5,1.0,1.0,0.3,7478.175379600763,0.5457838986995048,37.63687896424335,50.59919988346058
A,25,20,115,breslow,5,1.0,1.0,0.5,7584.116015113768,0.5440663591916233,37.67286918429225,50.694544799673075
A,25,20,115,breslow,5,1.0,1.0,0.95,,,,
A,25,20,115,spline,3,0.0,0.0,0.3,,,,
A,25,20,115,spline,3,0.0,0.0,0.5,,,,
A,25,20,115,spline,3,0.0,0.0,0.95,,,,
A,25,20,115,spline,3,0.0,0.5,0.3,,,,
A,25,20,115,spline,3,0.0,0.5,0.5,,,,
A,25,20,115,spline,3,0.0,0.5,0.95,,,,
A,25,20,115,spline,3,0.0,1.0,0.3,,,,
A,25,20,115,spline,3,0.0,1.0,0.5,,,,
A,25,20,115,spline,3,0.0,1.0,0.95,,,,
A,25,20,115,spline,3,0.1,0.0,0.3,,,,
A,25,20,115,spline,3,0.1,0.0,0.5,,,,
A,25,20,115,spline,3,0.1,0.0,0.95,,,,
A,25,20,115,spline,3,0.1,0.5,0.3,,,,
A,25,20,115,spline,3,0.1,0.5,0.5,,,,
A,25,20,115,spline,3,0.1,0.5,0.95,,,,
A,25,20,115,spline,3,0.1,1.0,0.3,,,,
A,25,20,115,spline,3,0.1,1.0,0.5,,,,
A,25,20,115,spline,3,0.1,1.0,0.95,,,,
A,25,20,115,spline,3,1.0,0.0,0.3,,,,
A,25,20,115,spline,3,1.0,0.0,0.5,,,,
A,25,20,115,spline,3,1.0,0.0,0.95,,,,
A,25,20,115,spline,3,1.0,0.5,0.3,,,,
A,25,20,115,spline,3,1.0,0.5,0.5,,,,
A,25,20,115,spline,3,1.0,0.5,0.95,,,,
A,25,20,115,spline,3,1.0,1.0,0.3,,,,
A,25,20,115,spline,3,1.0,1.0,0.5,,,,
A,25,20,115,spline,3,1.0,1.0,0.95,,,,
A,25,20,115,spline,5,0.0,0.0,0.3,,,,
A,25,20,115,spline,5,0.0,0.0,0.5,,,,
A,25,20,115,spline,5,0.0,0.0,0.95,,,,
A,25,20,115,spline,5,0.0,0.5,0.3,,,,
A,25,20,115,spline,5,0.0,0.5,0.5,,,,
A,25,20,115,spline,5,0.0,0.5,0.95,,,,
A,25,20,115,spline,5,0.0,1.0,0.3,,,,
A,25,20,115,spline,5,0.0,1.0,0.5,,,,
A,25,20,115,spline,5,0.0,1.0,0.95,,,,
A,25,20,115,spline,5,0.1,0.0,0.3,,,,
A,25,20,115,spline,5,0.1,0.0,0.5,,,,
A,25,20,115,spline,5,0.1,0.0,0.95,,,,
A,25,20,115,spline,5,0.1,0.5,0.3,,,,
A,25,20,115,spline,5,0.1,0.5,0.5,,,,
A,25,20,115,spline,5,0.1,0.5,0.95,,,,
A,25,20,115,spline,5,0.1,1.0,0.3,,,,
A,25,20,115,spline,5,0.1,1.0,0.5,,,,
A,25,20,115,spline,5,0.1,1.0,0.95,,,,
A,25,20,115,spline,5,1.0,0.0,0.3,,,,
A,25,20,115,spline,5,1.0,0.0,0.5,,,,
A,25,20,115,spline,5,1.0,0.0,0.95,,,,
A,25,20,115,spline,5,1.0,0.5,0.3,,,,
A,25,20,115,spline,5,1.0,0.5,0.5,,,,
A,25,20,115,spline,5,1.0,0.5,0.95,,,,
A,25,20,115,spline,5,1.0,1.0,0.3,,,,
A,25,20,115,spline,5,1.0,1.0,0.5,,,,
A,25,20,115,spline,5,1.0,1.0,0.95,,,,
A,25,20,120,breslow,3,0.0,0.0,0.3,,,,
A,25,20,120,breslow,3,0.0,0.0,0.5,,,,
A,25,20,120,breslow,3,0.0,0.0,0.95,,,,
A,25,20,120,breslow,3,0.0,0.5,0.3,,,,
A,25,20,120,breslow,3,0.0,0.5,0.5,,,,
A,25,20,120,breslow,3,0.0,0.5,0.95,,,,
A,25,20,120,breslow,3,0.0,1.0,0.3,,,,
A,25,20,120,breslow,3,0.0,1.0,0.5,,,,
A,25,20,120,breslow,3,0.0,1.0,0.95,,,,
A,25,20,120,breslow,3,0.1,0.0,0.3,7415.3232988054315,0.5446588400088492,35.54282410562422,50.276782827150626
A,25,20,120,breslow,3,0.1,0.0,0.5,7583.6707985576595,0.5426924338303541,35.58780173104661,50.39538942745687
A,25,20,120,breslow,3,0.1,0.0,0.95,,,,
A,25,20,120,breslow,3,0.1,0.5,0.3,7477.764303411643,0.5443340015533689,35.56061346698793,50.304419236514015
A,25,20,120,breslow,3,0.1,0.5,0.5,7583.692596642146,0.5426912949106195,35.58877972615663,50.39645488270408
A,25,20,120,breslow,3,0.1,0.5,0.95,,,,
A,25,20,120,breslow,3,0.1,1.0,0.3,7477.764303411643,0.5443340015533689,35.56061346698793,50.304419236514015
A,25,20,120,breslow,3,0.1,1.0,0.5,7583.692596642146,0.5426912949106195,35.58877972615663,50.39645488270408
A,25,20,120,breslow,3,0.1,1.0,0.95,,,,
A,25,20,120,breslow,3,1.0,0.0,0.3,7477.764303411643,0.5443340015533689,35.56061346698793,50.304419236514015
A,25,20,120,breslow,3,1.0,0.0,0.5,7583.692596642146,0.5426912949106195,35.58877972615663,50.39645488270408
A,25,20,120,breslow,3,1.0,0.0,0.95,,,,
A,25,20,120,breslow,3,1.0,0.5,0.3,7477.764303411643,0.5443340015533689,35.56061346698793,50.304419236514015
A,25,20,120,breslow,3,1.0,0.5,0.5,7583.692596642146,0.5426912949106195,35.58877972615663,50.39645488270408
A,25,20,120,breslow,3,1.0,0.5,0.95,,,,
A,25,20,120,breslow,3,1.0,1.0,0.3,7477.764303411643,0.5443340015533689,35.56061346698793,50.304419236514015
A,25,20,120,breslow,3,1.0,1.0,0.5,7583.692596642146,0.5426912949106195,35.58877972615663,50.39645488270408
A,25,20,120,breslow,3,1.0,1.0,0.95,,,,
A,25,20,120,breslow,5,0.0,0.0,0.3,,,,
A,25,20,120,breslow,5,0.0,0.0,0.5,,,,
A,25,20,120,breslow,5,0.0,0.0,0.95,,,,
A,25,20,120,breslow,5,0.0,0.5,0.3,,,,
A,25,20,120,breslow,5,0.0,0.5,0.5,,,,
A,25,20,120,breslow,5,0.0,0.5,0.95,,,,
A,25,20,120,breslow,5,0.0,1.0,0.3,,,,
A,25,20,120,breslow,5,0.0,1.0,0.5,,,,
A,25,20,120,breslow,5,0.0,1.0,0.95,,,,
A,25,20,120,breslow,5,0.1,0.0,0.3,7415.3232988054315,0.5446588400088492,35.54282410562422,50.276782827150626
A,25,20,120,breslow,5,0.1,0.0,0.5,7583.6707985576595,0.5426924338303541,35.58780173104661,50.39538942745687
A,25,20,120,breslow,5,0.1,0.0,0.95,,,,
A,25,20,120,breslow,5,0.1,0.5,0.3,7477.764303411643,0.5443340015533689,35.56061346698793,50.304419236514015
A,25,20,120,breslow,5,0.1,0.5,0.5,7583.692596642146,0.5426912949106195,35.58877972615663,50.39645488270408
A,25,20,120,breslow,5,0.1,0.5,0.95,,,,
A,25,20,120,breslow,5,0.1,1.0,0.3,7477.764303411643,0.5443340015533689,35.56061346698793,50.304419236514015
A,25,20,120,breslow,5,0.1,1.0,0.5,7583.692596642146,0.5426912949106195,35.58877972615663,50.39645488270408
A,25,20,120,breslow,5,0.1,1.0,0.95,,,,
A,25,20,120,breslow,5,1.0,0.0,0.3,7477.764303411643,0.5443340015533689,35.56061346698793,50.304419236514015
A,25,20,120,breslow,5,1.0,0.0,0.5,7583.692596642146,0.5426912949106195,35.58877972615663,50.39645488270408
A,25,20,120,breslow,5,1.0,0.0,0.95,,,,
A,25,20,120,breslow,5,1.0,0.5,0.3,7477.764303411643,0.5443340015533689,35.56061346698793,50.304419236514015
A,25,20,120,breslow,5,1.0,0.5,0.5,7583.692596642146,0.5426912949106195,35.58877972615663,50.39645488270408
A,25,20,120,breslow,5,1.0,0.5,0.95,,,,
A,25,20,120,breslow,5,1.0,1.0,0.3,7477.764303411643,0.5443340015533689,35.56061346698793,50.304419236514015
A,25,20,120,breslow,5,1.0,1.0,0.5,7583.692596642146,0.5426912949106195,35.58877972615663,50.39645488270408
A,25,20,120,breslow,5,1.0,1.0,0.95,,,,
A,25,20,120,spline,3,0.0,0.0,0.3,,,,
A,25,20,120,spline,3,0.0,0.0,0.5,,,,
A,25,20,120,spline,3,0.0,0.0,0.95,,,,
A,25,20,120,spline,3,0.0,0.5,0.3,,,,
A,25,20,120,spline,3,0.0,0.5,0.5,,,,
A,25,20,120,spline,3,0.0,0.5,0.95,,,,
A,25,20,120,spline,3,0.0,1.0,0.3,,,,
A,25,20,120,spline,3,0.0,1.0,0.5,,,,
A,25,20,120,spline,3,0.0,1.0,0.95,,,,
A,25,20,120,spline,3,0.1,0.0,0.3,,,,
A,25,20,120,spline,3,0.1,0.0,0.5,,,,
A,25,20,120,spline,3,0.1,0.0,0.95,,,,
A,25,20,120,spline,3,0.1,0.5,0.3,,,,
A,25,20,120,spline,3,0.1,0.5,0.5,,,,
A,25,20,120,spline,3,0.1,0.5,0.95,,,,
A,25,20,120,spline,3,0.1,1.0,0.3,,,,
A,25,20,120,spline,3,0.1,1.0,0.5,,,,
A,25,20,120,spline,3,0.1,1.0,0.95,,,,
A,25,20,120,spline,3,1.0,0.0,0.3,,,,
A,25,20,120,spline,3,1.0,0.0,0.5,,,,
A,25,20,120,spline,3,1.0,0.0,0.95,,,,
A,25,20,120,spline,3,1.0,0.5,0.3,,,,
A,25,20,120,spline,3,1.0,0.5,0.5,,,,
A,25,20,120,spline,3,1.0,0.5,0.95,,,,
A,25,20,120,spline,3,1.0,1.0,0.3,,,,
A,25,20,120,spline,3,1.0,1.0,0.5,,,,
A,25,20,120,spline,3,1.0,1.0,0.95,,,,
A,25,20,120,spline,5,0.0,0.0,0.3,,,,
A,25,20,120,spline,5,0.0,0.0,0.5,,,,
A,25,20,120,spline,5,0.0,0.0,0.95,,,,
A,25,20,120,spline,5,0.0,0.5,0.3,,,,
A,25,20,120,spline,5,0.0,0.5,0.5,,,,
A,25,20,120,spline,5,0.0,0.5,0.95,,,,
A,25,20,120,spline,5,0.0,1.0,0.3,,,,
A,25,20,120,spline,5,0.0,1.0,0.5,,,,
A,25,20,120,spline,5,0.0,1.0,0.95,,,,
A,25,20,120,spline,5,0.1,0.0,0.3,,,,
A,25,20,120,spline,5,0.1,0.0,0.5,,,,
A,25,20,120,spline,5,0.1,0.0,0.95,,,,
A,25,20,120,spline,5,0.1,0.5,0.3,,,,
A,25,20,120,spline,5,0.1,0.5,0.5,,,,
A,25,20,120,spline,5,0.1,0.5,0.95,,,,
A,25,20,120,spline,5,0.1,1.0,0.3,,,,
A,25,20,120,spline,5,0.1,1.0,0.5,,,,
A,25,20,120,spline,5,0.1,1.0,0.95,,,,
A,25,20,120,spline,5,1.0,0.0,0.3,,,,
A,25,20,120,spline,5,1.0,0.0,0.5,,,,
A,25,20,120,spline,5,1.0,0.0,0.95,,,,
A,25,20,120,spline,5,1.0,0.5,0.3,,,,
A,25,20,120,spline,5,1.0,0.5,0.5,,,,
A,25,20,120,spline,5,1.0,0.5,0.95,,,,
A,25,20,120,spline,5,1.0,1.0,0.3,,,,
A,25,20,120,spline,5,1.0,1.0,0.5,,,,
A,25,20,120,spline,5,1.0,1.0,0.95,,,,
A,25,20,125,breslow,3,0.0,0.0,0.3,,,,
A,25,20,125,breslow,3,0.0,0.0,0.5,,,,
A,25,20,125,breslow,3,0.0,0.0,0.95,,,,
A,25,20,125,breslow,3,0.0,0.5,0.3,,,,
A,25,20,125,breslow,3,0.0,0.5,0.5,,,,
A,25,20,125,breslow,3,0.0,0.5,0.95,,,,
A,25,20,125,breslow,3,0.0,1.0,0.3,,,,
A,25,20,125,breslow,3,0.0,1.0,0.5,,,,
A,25,20,125,breslow,3,0.0,1.0,0.95,,,,
A,25,20,125,breslow,3,0.1,0.0,0.3,7415.116824721294,0.5434097812033273,33.628012367229374,50.199749634855365
A,25,20,125,breslow,3,0.1,0.0,0.5,7583.451097719377,0.5415216443341113,33.66516603177158,50.31533301308174
A,25,20,125,breslow,3,0.1,0.0,0.95,,,,
A,25,20,125,breslow,3,0.1,0.5,0.3,7477.558194109862,0.5430950950089966,33.64580172859309,50.22775319621904
A,25,20,125,breslow,3,0.1,0.5,0.5,7583.472895803864,0.5415205359092371,33.666144026881604,50.316398354048914
A,25,20,125,breslow,3,0.1,0.5,0.95,,,,
A,25,20,125,breslow,3,0.1,1.0,0.3,7477.558194109862,0.5430950950089966,33.64580172859309,50.22775319621904
A,25,20,125,breslow,3,0.1,1.0,0.5,7583.472895803864,0.5415205359092371,33.666144026881604,50.316398354048914
A,25,20,125,breslow,3,0.1,1.0,0.95,,,,
A,25,20,125,breslow,3,1.0,0.0,0.3,7477.558194109862,0.5430950950089966,33.64580172859309,50.22775319621904
A,25,20,125,breslow,3,1.0,0.0,0.5,7583.472895803864,0.5415205359092371,33.666144026881604,50.316398354048914
A,25,20,125,breslow,3,1.0,0.0,0.95,,,,
A,25,20,125,breslow,3,1.0,0.5,0.3,7477.558194109862,0.5430950950089966,33.64580172859309,50.22775319621904
A,25,20,125,breslow,3,1.0,0.5,0.5,7583.472895803864,0.5415205359092371,33.666144026881604,50.316398354048914
A,25,20,125,breslow,3,1.0,0.5,0.95,,,,
A,25,20,125,breslow,3,1.0,1.0,0.3,7477.558194109862,0.5430950950089966,33.64580172859309,50.22775319621904
A,25,20,125,breslow,3,1.0,1.0,0.5,7583.472895803864,0.5415205359092371,33.666144026881604,50.316398354048914
A,25,20,125,breslow,3,1.0,1.0,0.95,,,,
A,25,20,125,breslow,5,0.0,0.0,0.3,,,,
A,25,20,125,breslow,5,0.0,0.0,0.5,,,,
A,25,20,125,breslow,5,0.0,0.0,0.95,,,,
A,25,20,125,breslow,5,0.0,0.5,0.3,,,,
A,25,20,125,breslow,5,0.0,0.5,0.5,,,,
A,25,20,125,breslow,5,0.0,0.5,0.95,,,,
A,25,20,125,breslow,5,0.0,1.0,0.3,,,,
A,25,20,125,breslow,5,0.0,1.0,0.5,,,,
A,25,20,125,breslow,5,0.0,1.0,0.95,,,,
A,25,20,125,breslow,5,0.1,0.0,0.3,7415.116824721294,0.5434097812033273,33.628012367229374,50.199749634855365
A,25,20,125,breslow,5,0.1,0.0,0.5,7583.451097719377,0.5415216443341113,33.66516603177158,50.31533301308174
A,25,20,125,breslow,5,0.1,0.0,0.95,,,,
A,25,20,125,breslow,5,0.1,0.5,0.3,7477.558194109862,0.5430950950089966,33.64580172859309,50.22775319621904
A,25,20,125,breslow,5,0.1,0.5,0.5,7583.472895803864,0.5415205359092371,33.666144026881604,50.316398354048914
A,25,20,125,breslow,5,0.1,0.5,0.95,,,,
A,25,20,125,breslow,5,0.1,1.0,0.3,7477.558194109862,0.5430950950089966,33.64580172859309,50.22775319621904
A,25,20,125,breslow,5,0.1,1.0,0.5,7583.472895803864,0.5415205359092371,33.666144026881604,50.316398354048914
A,25,20,125,breslow,5,0.1,1.0,0.95,,,,
A,25,20,125,breslow,5,1.0,0.0,0.3,7477.558194109862,0.5430950950089966,33.64580172859309,50.22775319621904
A,25,20,125,breslow,5,1.0,0.0,0.5,7583.472895803864,0.5415205359092371,33.666144026881604,50.316398354048914
A,25,20,125,breslow,5,1.0,0.0,0.95,,,,
A,25,20,125,breslow,5,1.0,0.5,0.3,7477.558194109862,0.5430950950089966,33.64580172859309,50.22775319621904
A,25,20,125,breslow,5,1.0,0.5,0.5,7583.472895803864,0.5415205359092371,33.666144026881604,50.316398354048914
A,25,20,125,breslow,5,1.0,0.5,0.95,,,,
A,25,20,125,breslow,5,1.0,1.0,0.3,7477.558194109862,0.5430950950089966,33.64580172859309,50.22775319621904
A,25,20,125,breslow,5,1.0,1.0,0.5,7583.472895803864,0.5415205359092371,33.666144026881604,50.316398354048914
A,25,20,125,breslow,5,1.0,1.0,0.95,,,,
A,25,20,125,spline,3,0.0,0.0,0.3,,,,
A,25,20,125,spline,3,0.0,0.0,0.5,,,,
A,25,20,125,spline,3,0.0,0.0,0.95,,,,
A,25,20,125,spline,3,0.0,0.5,0.3,,,,
A,25,20,125,spline,3,0.0,0.5,0.5,,,,
A,25,20,125,spline,3,0.0,0.5,0.95,,,,
A,25,20,125,spline,3,0.0,1.0,0.3,,,,
A,25,20,125,spline,3,0.0,1.0,0.5,,,,
A,25,20,125,spline,3,0.0,1.0,0.95,,,,
A,25,20,125,spline,3,0.1,0.0,0.3,,,,
A,25,20,125,spline,3,0.1,0.0,0.5,,,,
A,25,20,125,spline,3,0.1,0.0,0.95,,,,
A,25,20,125,spline,3,0.1,0.5,0.3,,,,
A,25,20,125,spline,3,0.1,0.5,0.5,,,,
A,25,20,125,spline,3,0.1,0.5,0.95,,,,
A,25,20,125,spline,3,0.1,1.0,0.3,,,,
A,25,20,125,spline,3,0.1,1.0,0.5,,,,
A,25,20,125,spline,3,0.1,1.0,0.95,,,,
A,25,20,125,spline,3,1.0,0.0,0.3,,,,
A,25,20,125,spline,3,1.0,0.0,0.5,,,,
A,25,20,125,spline,3,1.0,0.0,0.95,,,,
A,25,20,125,spline,3,1.0,0.5,0.3,,,,
A,25,20,125,spline,3,1.0,0.5,0.5,,,,
A,25,20,125,spline,3,1.0,0.5,0.95,,,,
A,25,20,125,spline,3,1.0,1.0,0.3,,,,
A,25,20,125,spline,3,1.0,1.0,0.5,,,,
A,25,20,125,spline,3,1.0,1.0,0.95,,,,
A,25,20,125,spline,5,0.0,0.0,0.3,,,,
A,25,20,125,spline,5,0.0,0.0,0.5,,,,
A,25,20,125,spline,5,0.0,0.0,0.95,,,,
A,25,20,125,spline,5,0.0,0.5,0.3,,,,
A,25,20,125,spline,5,0.0,0.5,0.5,,,,
A,25,20,125,spline,5,0.0,0.5,0.95,,,,
A,25,20,125,spline,5,0.0,1.0,0.3,,,,
A,25,20,125,spline,5,0.0,1.0,0.5,,,,
A,25,20,125,spline,5,0.0,1.0,0.95,,,,
A,25,20,125,spline,5,0.1,0.0,0.3,,,,
A,25,20,125,spline,5,0.1,0.0,0.5,,,,
A,25,20,125,spline,5,0.1,0.0,0.95,,,,
A,25,20,125,spline,5,0.1,0.5,0.3,,,,
A,25,20,125,spline,5,0.1,0.5,0.5,,,,
A,25,20,125,spline,5,0.1,0.5,0.95,,,,
A,25,20,125,spline,5,0.1,1.0,0.3,,,,
A,25,20,125,spline,5,0.1,1.0,0.5,,,,
A,25,20,125,spline,5,0.1,1.0,0.95,,,,
A,25,20,125,spline,5,1.0,0.0,0.3,,,,
A,25,20,125,spline,5,1.0,0.0,0.5,,,,
A,25,20,125,spline,5,1.0,0.0,0.95,,,,
A,25,20,125,spline,5,1.0,0.5,0.3,,,,
A,25,20,125,spline,5,1.0,0.5,0.5,,,,
A,25,20,125,spline,5,1.0,0.5,0.95,,,,
A,25,20,125,spline,5,1.0,1.0,0.3,,,,
A,25,20,125,spline,5,1.0,1.0,0.5,,,,
A,25,20,125,spline,5,1.0,1.0,0.95,,,,
A,30,10,115,breslow,3,0.0,0.0,0.3,,,,
A,30,10,115,breslow,3,0.0,0.0,0.5,,,,
A,30,10,115,breslow,3,0.0,0.0,0.95,,,,
A,30,10,115,breslow,3,0.0,0.5,0.3,,,,
A,30,10,115,breslow,3,0.0,0.5,0.5,,,,
