feature_set,window_size,n_components,clipping_threshold,confidence_threshold,penalizer,l1_ratio,fit_intercept,mean_S_score,mean_C_index,mean_MAE,mean_RMSE
A,30,10,125,0.3,0.0,0.5,False,6603.905820591928,0.5,88.73355788740616,97.06455137041839
A,30,10,125,0.3,0.0,1.0,True,,,,
A,30,10,125,0.3,0.0,1.0,False,6603.905820591928,0.5,88.73355788740616,97.06455137041839
A,30,10,125,0.3,0.1,0.0,True,,,,
A,30,10,125,0.3,0.1,0.0,False,6766.374676427337,0.5,89.51999046385026,97.76109982350748
A,30,10,125,0.3,0.1,0.5,True,,,,
A,30,10,125,0.3,0.1,0.5,False,6678.330961415239,0.5,89.07786578880173,97.37688537432683
A,30,10,125,0.3,0.1,1.0,True,,,,
A,30,10,125,0.3,0.1,1.0,False,6326.156101366848,0.5,87.3093670886076,95.84002757760429
A,30,10,125,0.3,1.0,0.0,True,,,,
A,30,10,125,0.3,1.0,0.0,False,6678.330961415239,0.5,89.07786578880173,97.37688537432683
A,30,10,125,0.3,1.0,0.5,True,,,,
A,30,10,125,0.3,1.0,0.5,False,6678.330961415239,0.5,89.07786578880173,97.37688537432683
A,30,10,125,0.3,1.0,1.0,True,605.7304384271213,0.797403127838016,46.37524162191903,55.22722866394865
A,30,10,125,0.3,1.0,1.0,False,6326.156101366848,0.5,87.3093670886076,95.84002757760429
A,30,10,125,0.5,0.0,0.0,True,,,,
A,30,10,125,0.5,0.0,0.0,False,6603.905820591928,0.5,88.73355788740616,97.06455137041839
A,30,10,125,0.5,0.0,0.5,True,,,,
A,30,10,125,0.5,0.0,0.5,False,6603.905820591928,0.5,88.73355788740616,97.06455137041839
A,30,10,125,0.5,0.0,1.0,True,,,,
A,30,10,125,0.5,0.0,1.0,False,6603.905820591928,0.5,88.73355788740616,97.06455137041839
A,30,10,125,0.5,0.1,0.0,True,,,,
A,30,10,125,0.5,0.1,0.0,False,6766.374676427337,0.5,89.51999046385026,97.76109982350748
A,30,10,125,0.5,0.1,0.5,True,,,,
A,30,10,125,0.5,0.1,0.5,False,6678.330961415239,0.5,89.07786578880173,97.37688537432683
A,30,10,125,0.5,0.1,1.0,True,,,,
A,30,10,125,0.5,0.1,1.0,False,6326.156101366848,0.5,87.3093670886076,95.84002757760429
A,30,10,125,0.5,1.0,0.0,True,,,,
A,30,10,125,0.5,1.0,0.0,False,6678.330961415239,0.5,89.07786578880173,97.37688537432683
A,30,10,125,0.5,1.0,0.5,True,,,,
A,30,10,125,0.5,1.0,0.5,False,6678.330961415239,0.5,89.07786578880173,97.37688537432683
A,30,10,125,0.5,1.0,1.0,True,2851.7186554336777,0.6634304291175879,27.755259473229046,42.93312773614075
A,30,10,125,0.5,1.0,1.0,False,6326.156101366848,0.5,87.3093670886076,95.84002757760429
A,30,10,125,0.95,0.0,0.0,True,,,,
A,30,10,125,0.95,0.0,0.0,False,,,,
A,30,10,125,0.95,0.0,0.5,True,,,,
A,30,10,125,0.95,0.0,0.5,False,,,,
A,30,10,125,0.95,0.0,1.0,True,,,,
A,30,10,125,0.95,0.0,1.0,False,,,,
A,30,10,125,0.95,0.1,0.0,True,,,,
A,30,10,125,0.95,0.1,0.0,False,,,,
A,30,10,125,0.95,0.1,0.5,True,,,,
A,30,10,125,0.95,0.1,0.5,False,,,,
A,30,10,125,0.95,0.1,1.0,True,,,,
A,30,10,125,0.95,0.1,1.0,False,,,,
A,30,10,125,0.95,1.0,0.0,True,,,,
A,30,10,125,0.95,1.0,0.0,False,,,,
A,30,10,125,0.95,1.0,0.5,True,,,,
A,30,10,125,0.95,1.0,0.5,False,,,,
A,30,10,125,0.95,1.0,1.0,True,,,,
A,30,10,125,0.95,1.0,1.0,False,,,,
A,30,15,115,0.3,0.0,0.0,True,,,,
A,30,15,115,0.3,0.0,0.0,False,3494.3215350317514,0.5,84.82787676509588,92.11707434667268
A,30,15,115,0.3,0.0,0.5,True,,,,
A,30,15,115,0.3,0.0,0.5,False,3494.3215350317514,0.5,84.82787676509588,92.11707434667268
A,30,15,115,0.3,0.0,1.0,True,,,,
A,30,15,115,0.3,0.0,1.0,False,3494.3215350317514,0.5,84.82787676509588,92.11707434667268
A,30,15,115,0.3,0.1,0.0,True,,,,
A,30,15,115,0.3,0.1,0.0,False,3524.740605515353,0.5,85.11856247962035,92.37665463658429
A,30,15,115,0.3,0.1,0.5,True,,,,
A,30,15,115,0.3,0.1,0.5,False,3566.61124181303,0.5,85.50307651724694,92.70652768048848
A,30,15,115,0.3,0.1,1.0,True,,,,
A,30,15,115,0.3,0.1,1.0,False,3357.258060324647,0.5,83.58050632911393,91.05716246096755
A,30,15,115,0.3,1.0,0.0,True,,,,
A,30,15,115,0.3,1.0,0.0,False,3524.740605515353,0.5,85.11856247962035,92.37665463658429
A,30,15,115,0.3,1.0,0.5,True,,,,
A,30,15,115,0.3,1.0,0.5,False,3524.740605515353,0.5,85.11856247962035,92.37665463658429
A,30,15,115,0.3,1.0,1.0,True,,,,
A,30,15,115,0.3,1.0,1.0,False,,,,
A,30,15,115,0.5,0.0,0.0,True,,,,
A,30,15,115,0.5,0.0,0.0,False,3494.3215350317514,0.5,84.82787676509588,92.11707434667268
A,30,15,115,0.5,0.0,0.5,True,,,,
A,30,15,115,0.5,0.0,0.5,False,3494.3215350317514,0.5,84.82787676509588,92.11707434667268
A,30,15,115,0.5,0.0,1.0,True,,,,
A,30,15,115,0.5,0.0,1.0,False,3494.3215350317514,0.5,84.82787676509588,92.11707434667268
A,30,15,115,0.5,0.1,0.0,True,,,,
A,30,15,115,0.5,0.1,0.0,False,3524.740605515353,0.5,85.11856247962035,92.37665463658429
A,30,15,115,0.5,0.1,0.5,True,,,,
A,30,15,115,0.5,0.1,0.5,False,3566.61124181303,0.5,85.50307651724694,92.70652768048848
A,30,15,115,0.5,0.1,1.0,True,,,,
A,30,15,115,0.5,0.1,1.0,False,3357.258060324647,0.5,83.58050632911393,91.05716246096755
A,30,15,115,0.5,1.0,0.0,True,,,,
A,30,15,115,0.5,1.0,0.0,False,3524.740605515353,0.5,85.11856247962035,92.37665463658429
A,30,15,115,0.5,1.0,0.5,True,,,,
A,30,15,115,0.5,1.0,0.5,False,3524.740605515353,0.5,85.11856247962035,92.37665463658429
A,30,15,115,0.5,1.0,1.0,True,,,,
A,30,15,115,0.5,1.0,1.0,False,,,,
A,30,15,115,0.95,0.0,0.0,True,,,,
A,30,15,115,0.95,0.0,0.0,False,,,,
A,30,15,115,0.95,0.0,0.5,True,,,,
A,30,15,115,0.95,0.0,0.5,False,,,,
A,30,15,115,0.95,0.0,1.0,True,,,,
A,30,15,115,0.95,0.0,1.0,False,,,,
A,30,15,115,0.95,0.1,0.0,True,,,,
A,30,15,115,0.95,0.1,0.0,False,,,,
A,30,15,115,0.95,0.1,0.5,True,,,,
A,30,15,115,0.95,0.1,0.5,False,,,,
A,30,15,115,0.95,0.1,1.0,True,,,,
A,30,15,115,0.95,0.1,1.0,False,,,,
A,30,15,115,0.95,1.0,0.0,True,,,,
A,30,15,115,0.95,1.0,0.0,False,,,,
A,30,15,115,0.95,1.0,0.5,True,,,,
A,30,15,115,0.95,1.0,0.5,False,,,,
A,30,15,115,0.95,1.0,1.0,True,,,,
A,30,15,115,0.95,1.0,1.0,False,,,,
A,30,15,120,0.3,0.0,0.0,True,,,,
A,30,15,120,0.3,0.0,0.0,False,4816.991676571034,0.5,86.8623364802603,94.67509250720825
A,30,15,120,0.3,0.0,0.5,True,,,,
A,30,15,120,0.3,0.0,0.5,False,4816.991676571034,0.5,86.8623364802603,94.67509250720825
A,30,15,120,0.3,0.0,1.0,True,,,,
A,30,15,120,0.3,0.0,1.0,False,4816.991676571034,0.5,86.8623364802603,94.67509250720825
A,30,15,120,0.3,0.1,0.0,True,,,,
A,30,15,120,0.3,0.1,0.0,False,4863.533138923494,0.5,87.17765061603217,94.95806166929599
A,30,15,120,0.3,0.1,0.5,True,,,,
A,30,15,120,0.3,0.1,0.5,False,4924.4717110916645,0.5,87.59149364978705,95.3154234056715
A,30,15,120,0.3,0.1,1.0,True,,,,
A,30,15,120,0.3,0.1,1.0,False,4619.778850250814,0.5,85.52227848101266,93.528614723794
A,30,15,120,0.3,1.0,0.0,True,,,,
A,30,15,120,0.3,1.0,0.0,False,4863.533138923494,0.5,87.17765061603217,94.95806166929599
A,30,15,120,0.3,1.0,0.5,True,,,,
A,30,15,120,0.3,1.0,0.5,False,4863.533138923494,0.5,87.17765061603217,94.95806166929599
A,30,15,120,0.3,1.0,1.0,True,,,,
A,30,15,120,0.3,1.0,1.0,False,,,,
A,30,15,120,0.5,0.0,0.0,True,,,,
A,30,15,120,0.5,0.0,0.0,False,4816.991676571034,0.5,86.8623364802603,94.67509250720825
A,30,15,120,0.5,0.0,0.5,True,,,,
A,30,15,120,0.5,0.0,0.5,False,4816.991676571034,0.5,86.8623364802603,94.67509250720825
A,30,15,120,0.5,0.0,1.0,True,,,,
A,30,15,120,0.5,0.0,1.0,False,4816.991676571034,0.5,86.8623364802603,94.67509250720825
A,30,15,120,0.5,0.1,0.0,True,,,,
A,30,15,120,0.5,0.1,0.0,False,4863.533138923494,0.5,87.17765061603217,94.95806166929599
A,30,15,120,0.5,0.1,0.5,True,,,,
A,30,15,120,0.5,0.1,0.5,False,4924.4717110916645,0.5,87.59149364978705,95.3154234056715
A,30,15,120,0.5,0.1,1.0,True,,,,
A,30,15,120,0.5,0.1,1.0,False,4619.778850250814,0.5,85.52227848101266,93.528614723794
A,30,15,120,0.5,1.0,0.0,True,,,,
A,30,15,120,0.5,1.0,0.0,False,4863.533138923494,0.5,87.17765061603217,94.95806166929599
A,30,15,120,0.5,1.0,0.5,True,,,,
A,30,15,120,0.5,1.0,0.5,False,4863.533138923494,0.5,87.17765061603217,94.95806166929599
A,30,15,120,0.5,1.0,1.0,True,,,,
A,30,15,120,0.5,1.0,1.0,False,,,,
A,30,15,120,0.95,0.0,0.0,True,,,,
A,30,15,120,0.95,0.0,0.0,False,,,,
A,30,15,120,0.95,0.0,0.5,True,,,,
A,30,15,120,0.95,0.0,0.5,False,,,,
A,30,15,120,0.95,0.0,1.0,True,,,,
A,30,15,120,0.95,0.0,1.0,False,,,,
A,30,15,120,0.95,0.1,0.0,True,,,,
A,30,15,120,0.95,0.1,0.0,False,,,,
A,30,15,120,0.95,0.1,0.5,True,,,,
A,30,15,120,0.95,0.1,0.5,False,,,,
A,30,15,120,0.95,0.1,1.0,True,,,,
A,30,15,120,0.95,0.1,1.0,False,,,,
A,30,15,120,0.95,1.0,0.0,True,,,,
A,30,15,120,0.95,1.0,0.0,False,,,,
A,30,15,120,0.95,1.0,0.5,True,,,,
A,30,15,120,0.95,1.0,0.5,False,,,,
A,30,15,120,0.95,1.0,1.0,True,,,,
A,30,15,120,0.95,1.0,1.0,False,,,,
A,30,15,125,0.3,0.0,0.0,True,,,,
A,30,15,125,0.3,0.0,0.0,False,6603.905820591928,0.5,88.73355788740616,97.06455137041839
A,30,15,125,0.3,0.0,0.5,True,,,,
A,30,15,125,0.3,0.0,0.5,False,6603.905820591928,0.5,88.73355788740616,97.06455137041839
A,30,15,125,0.3,0.0,1.0,True,,,,
A,30,15,125,0.3,0.0,1.0,False,6603.905820591928,0.5,88.73355788740616,97.06455137041839
A,30,15,125,0.3,0.1,0.0,True,,,,
A,30,15,125,0.3,0.1,0.0,False,6678.330961415239,0.5,89.07786578880173,97.37688537432683
A,30,15,125,0.3,0.1,0.5,True,,,,
A,30,15,125,0.3,0.1,0.5,False,6766.374676427337,0.5,89.51999046385026,97.76109982350748
A,30,15,125,0.3,0.1,1.0,True,,,,
A,30,15,125,0.3,0.1,1.0,False,6326.156101366848,0.5,87.3093670886076,95.84002757760429
A,30,15,125,0.3,1.0,0.0,True,,,,
A,30,15,125,0.3,1.0,0.0,False,6678.330961415239,0.5,89.07786578880173,97.37688537432683
A,30,15,125,0.3,1.0,0.5,True,,,,
A,30,15,125,0.3,1.0,0.5,False,6678.330961415239,0.5,89.07786578880173,97.37688537432683
A,30,15,125,0.3,1.0,1.0,True,,,,
A,30,15,125,0.3,1.0,1.0,False,,,,
A,30,15,125,0.5,0.0,0.0,True,,,,
A,30,15,125,0.5,0.0,0.0,False,6603.905820591928,0.5,88.73355788740616,97.06455137041839
A,30,15,125,0.5,0.0,0.5,True,,,,
A,30,15,125,0.5,0.0,0.5,False,6603.905820591928,0.5,88.73355788740616,97.06455137041839
A,30,15,125,0.5,0.0,1.0,True,,,,
A,30,15,125,0.5,0.0,1.0,False,6603.905820591928,0.5,88.73355788740616,97.06455137041839
A,30,15,125,0.5,0.1,0.0,True,,,,
A,30,15,125,0.5,0.1,0.0,False,6678.330961415239,0.5,89.07786578880173,97.37688537432683
A,30,15,125,0.5,0.1,0.5,True,,,,
A,30,15,125,0.5,0.1,0.5,False,6766.374676427337,0.5,89.51999046385026,97.76109982350748
A,30,15,125,0.5,0.1,1.0,True,,,,
A,30,15,125,0.5,0.1,1.0,False,6326.156101366848,0.5,87.3093670886076,95.84002757760429
A,30,15,125,0.5,1.0,0.0,True,,,,
A,30,15,125,0.5,1.0,0.0,False,6678.330961415239,0.5,89.07786578880173,97.37688537432683
A,30,15,125,0.5,1.0,0.5,True,,,,
A,30,15,125,0.5,1.0,0.5,False,6678.330961415239,0.5,89.07786578880173,97.37688537432683
A,30,15,125,0.5,1.0,1.0,True,,,,
A,30,15,125,0.5,1.0,1.0,False,,,,
A,30,15,125,0.95,0.0,0.0,True,,,,
A,30,15,125,0.95,0.0,0.0,False,,,,
A,30,15,125,0.95,0.0,0.5,True,,,,
A,30,15,125,0.95,0.0,0.5,False,,,,
A,30,15,125,0.95,0.0,1.0,True,,,,
A,30,15,125,0.95,0.0,1.0,False,,,,
A,30,15,125,0.95,0.1,0.0,True,,,,
A,30,15,125,0.95,0.1,0.0,False,,,,
A,30,15,125,0.95,0.1,0.5,True,,,,
A,30,15,125,0.95,0.1,0.5,False,,,,
A,30,15,125,0.95,0.1,1.0,True,,,,
A,30,15,125,0.95,0.1,1.0,False,,,,
A,30,15,125,0.95,1.0,0.0,True,,,,
A,30,15,125,0.95,1.0,0.0,False,,,,
A,30,15,125,0.95,1.0,0.5,True,,,,
A,30,15,125,0.95,1.0,0.5,False,,,,
A,30,15,125,0.95,1.0,1.0,True,,,,
A,30,15,125,0.95,1.0,1.0,False,,,,
A,30,20,115,0.3,0.0,0.0,True,,,,
A,30,20,115,0.3,0.0,0.0,False,3379.8425925366946,0.5,83.91809838458732,91.30887771578676
A,30,20,115,0.3,0.0,0.5,True,,,,
A,30,20,115,0.3,0.0,0.5,False,3379.8425925366946,0.5,83.91809838458732,91.30887771578676
A,30,20,115,0.3,0.0,1.0,True,,,,
A,30,20,115,0.3,0.0,1.0,False,3379.8425925366946,0.5,83.91809838458732,91.30887771578676
A,30,20,115,0.3,0.1,0.0,True,,,,
A,30,20,115,0.3,0.1,0.0,False,3524.740605515353,0.5,85.11856247962035,92.37665463658429
A,30,20,115,0.3,0.1,0.5,True,,,,
A,30,20,115,0.3,0.1,0.5,False,3566.61124181303,0.5,85.50307651724694,92.70652768048848
A,30,20,115,0.3,0.1,1.0,True,,,,
A,30,20,115,0.3,0.1,1.0,False,,,,
A,30,20,115,0.3,1.0,0.0,True,,,,
A,30,20,115,0.3,1.0,0.0,False,3524.740605515353,0.5,85.11856247962035,92.37665463658429
A,30,20,115,0.3,1.0,0.5,True,,,,
A,30,20,115,0.3,1.0,0.5,False,3524.740605515353,0.5,85.11856247962035,92.37665463658429
A,30,20,115,0.3,1.0,1.0,True,316.9463322831764,0.8227397883505772,41.68385199952483,50.37869685842126
A,30,20,115,0.3,1.0,1.0,False,3357.258060324647,0.5,83.58050632911393,91.05716246096755
A,30,20,115,0.5,0.0,0.0,True,,,,
A,30,20,115,0.5,0.0,0.0,False,3379.8425925366946,0.5,83.91809838458732,91.30887771578676
A,30,20,115,0.5,0.0,0.5,True,,,,
A,30,20,115,0.5,0.0,0.5,False,3379.8425925366946,0.5,83.91809838458732,91.30887771578676
A,30,20,115,0.5,0.0,1.0,True,,,,
A,30,20,115,0.5,0.0,1.0,False,3379.8425925366946,0.5,83.91809838458732,91.30887771578676
A,30,20,115,0.5,0.1,0.0,True,,,,
A,30,20,115,0.5,0.1,0.0,False,3524.740605515353,0.5,85.11856247962035,92.37665463658429
A,30,20,115,0.5,0.1,0.5,True,,,,
A,30,20,115,0.5,0.1,0.5,False,3566.61124181303,0.5,85.50307651724694,92.70652768048848
A,30,20,115,0.5,0.1,1.0,True,,,,
A,30,20,115,0.5,0.1,1.0,False,,,,
A,30,20,115,0.5,1.0,0.0,True,,,,
A,30,20,115,0.5,1.0,0.0,False,3524.740605515353,0.5,85.11856247962035,92.37665463658429
A,30,20,115,0.5,1.0,0.5,True,,,,
A,30,20,115,0.5,1.0,0.5,False,3524.740605515353,0.5,85.11856247962035,92.37665463658429
A,30,20,115,0.5,1.0,1.0,True,2644.965234781375,0.6739417261042681,32.50815461003784,43.68077752002196
A,30,20,115,0.5,1.0,1.0,False,3357.258060324647,0.5,83.58050632911393,91.05716246096755
A,30,20,115,0.95,0.0,0.0,True,,,,
A,30,20,115,0.95,0.0,0.0,False,,,,
A,30,20,115,0.95,0.0,0.5,True,,,,
A,30,20,115,0.95,0.0,0.5,False,,,,
A,30,20,115,0.95,0.0,1.0,True,,,,
A,30,20,115,0.95,0.0,1.0,False,,,,
A,30,20,115,0.95,0.1,0.0,True,,,,
A,30,20,115,0.95,0.1,0.0,False,,,,
A,30,20,115,0.95,0.1,0.5,True,,,,
A,30,20,115,0.95,0.1,0.5,False,,,,
A,30,20,115,0.95,0.1,1.0,True,,,,
A,30,20,115,0.95,0.1,1.0,False,,,,
A,30,20,115,0.95,1.0,0.0,True,,,,
A,30,20,115,0.95,1.0,0.0,False,,,,
A,30,20,115,0.95,1.0,0.5,True,,,,
A,30,20,115,0.95,1.0,0.5,False,,,,
A,30,20,115,0.95,1.0,1.0,True,,,,
A,30,20,115,0.95,1.0,1.0,False,,,,
A,30,20,120,0.3,0.0,0.0,True,,,,
A,30,20,120,0.3,0.0,0.0,False,4647.848843710024,0.5,85.86862533054173,93.78460695256697
A,30,20,120,0.3,0.0,0.5,True,,,,
A,30,20,120,0.3,0.0,0.5,False,4647.848843710024,0.5,85.86862533054173,93.78460695256697
A,30,20,120,0.3,0.0,1.0,True,,,,
A,30,20,120,0.3,0.0,1.0,False,4647.848843710024,0.5,85.86862533054173,93.78460695256697
A,30,20,120,0.3,0.1,0.0,True,,,,
A,30,20,120,0.3,0.1,0.0,False,4863.533138923494,0.5,87.17765061603217,94.95806166929599
A,30,20,120,0.3,0.1,0.5,True,,,,
A,30,20,120,0.3,0.1,0.5,False,4924.4717110916645,0.5,87.59149364978705,95.3154234056715
A,30,20,120,0.3,0.1,1.0,True,,,,
A,30,20,120,0.3,0.1,1.0,False,,,,
A,30,20,120,0.3,1.0,0.0,True,,,,
A,30,20,120,0.3,1.0,0.0,False,4863.533138923494,0.5,87.17765061603217,94.95806166929599
A,30,20,120,0.3,1.0,0.5,True,,,,
A,30,20,120,0.3,1.0,0.5,False,4863.533138923494,0.5,87.17765061603217,94.95806166929599
A,30,20,120,0.3,1.0,1.0,True,399.2200881880805,0.817102493636256,43.74920756911116,52.12129471525438
A,30,20,120,0.3,1.0,1.0,False,4619.778850250814,0.5,85.52227848101266,93.528614723794
A,30,20,120,0.5,0.0,0.0,True,,,,
A,30,20,120,0.5,0.0,0.0,False,4647.848843710024,0.5,85.86862533054173,93.78460695256697
A,30,20,120,0.5,0.0,0.5,True,,,,
A,30,20,120,0.5,0.0,0.5,False,4647.848843710024,0.5,85.86862533054173,93.78460695256697
A,30,20,120,0.5,0.0,1.0,True,,,,
A,30,20,120,0.5,0.0,1.0,False,4647.848843710024,0.5,85.86862533054173,93.78460695256697
A,30,20,120,0.5,0.1,0.0,True,,,,
A,30,20,120,0.5,0.1,0.0,False,4863.533138923494,0.5,87.17765061603217,94.95806166929599
A,30,20,120,0.5,0.1,0.5,True,,,,
A,30,20,120,0.5,0.1,0.5,False,4924.4717110916645,0.5,87.59149364978705,95.3154234056715
A,30,20,120,0.5,0.1,1.0,True,,,,
A,30,20,120,0.5,0.1,1.0,False,,,,
A,30,20,120,0.5,1.0,0.0,True,,,,
A,30,20,120,0.5,1.0,0.0,False,4863.533138923494,0.5,87.17765061603217,94.95806166929599
A,30,20,120,0.5,1.0,0.5,True,,,,
A,30,20,120,0.5,1.0,0.5,False,4863.533138923494,0.5,87.17765061603217,94.95806166929599
A,30,20,120,0.5,1.0,1.0,True,2644.5266138355314,0.6689977084456493,30.465564006111023,43.327089194530856
A,30,20,120,0.5,1.0,1.0,False,4619.778850250814,0.5,85.52227848101266,93.528614723794
A,30,20,120,0.95,0.0,0.0,True,,,,
A,30,20,120,0.95,0.0,0.0,False,,,,
A,30,20,120,0.95,0.0,0.5,True,,,,
A,30,20,120,0.95,0.0,0.5,False,,,,
A,30,20,120,0.95,0.0,1.0,True,,,,
A,30,20,120,0.95,0.0,1.0,False,,,,
A,30,20,120,0.95,0.1,0.0,True,,,,
A,30,20,120,0.95,0.1,0.0,False,,,,
A,30,20,120,0.95,0.1,0.5,True,,,,
A,30,20,120,0.95,0.1,0.5,False,,,,
A,30,20,120,0.95,0.1,1.0,True,,,,
A,30,20,120,0.95,0.1,1.0,False,,,,
A,30,20,120,0.95,1.0,0.0,True,,,,
A,30,20,120,0.95,1.0,0.0,False,,,,
A,30,20,120,0.95,1.0,0.5,True,,,,
A,30,20,120,0.95,1.0,0.5,False,,,,
A,30,20,120,0.95,1.0,1.0,True,,,,
A,30,20,120,0.95,1.0,1.0,False,,,,
A,30,20,125,0.3,0.0,0.0,True,,,,
A,30,20,125,0.3,0.0,0.0,False,6352.705422552794,0.5,87.65430418163308,96.08806114952947
A,30,20,125,0.3,0.0,0.5,True,,,,
A,30,20,125,0.3,0.0,0.5,False,6352.705422552794,0.5,87.65430418163308,96.08806114952947
A,30,20,125,0.3,0.0,1.0,True,,,,
A,30,20,125,0.3,0.0,1.0,False,6352.705422552794,0.5,87.65430418163308,96.08806114952947
A,30,20,125,0.3,0.1,0.0,True,,,,
A,30,20,125,0.3,0.1,0.0,False,6678.330961415239,0.5,89.07786578880173,97.37688537432683
A,30,20,125,0.3,0.1,0.5,True,,,,
A,30,20,125,0.3,0.1,0.5,False,6766.374676427337,0.5,89.51999046385026,97.76109982350748
A,30,20,125,0.3,0.1,1.0,True,,,,
A,30,20,125,0.3,0.1,1.0,False,,,,
A,30,20,125,0.3,1.0,0.0,True,,,,
A,30,20,125,0.3,1.0,0.0,False,6678.330961415239,0.5,89.07786578880173,97.37688537432683
A,30,20,125,0.3,1.0,0.5,True,,,,
A,30,20,125,0.3,1.0,0.5,False,6678.330961415239,0.5,89.07786578880173,97.37688537432683
A,30,20,125,0.3,1.0,1.0,True,495.59786077060744,0.8125281619562433,45.648473242773996,53.80150592023899
A,30,20,125,0.3,1.0,1.0,False,6326.156101366848,0.5,87.3093670886076,95.84002757760429
A,30,20,125,0.5,0.0,0.0,True,,,,
A,30,20,125,0.5,0.0,0.0,False,6352.705422552794,0.5,87.65430418163308,96.08806114952947
A,30,20,125,0.5,0.0,0.5,True,,,,
A,30,20,125,0.5,0.0,0.5,False,6352.705422552794,0.5,87.65430418163308,96.08806114952947
A,30,20,125,0.5,0.0,1.0,True,,,,
A,30,20,125,0.5,0.0,1.0,False,6352.705422552794,0.5,87.65430418163308,96.08806114952947
A,30,20,125,0.5,0.1,0.0,True,,,,
A,30,20,125,0.5,0.1,0.0,False,6678.330961415239,0.5,89.07786578880173,97.37688537432683
A,30,20,125,0.5,0.1,0.5,True,,,,
A,30,20,125,0.5,0.1,0.5,False,6766.374676427337,0.5,89.51999046385026,97.76109982350748
A,30,20,125,0.5,0.1,1.0,True,,,,
A,30,20,125,0.5,0.1,1.0,False,,,,
A,30,20,125,0.5,1.0,0.0,True,,,,
A,30,20,125,0.5,1.0,0.0,False,6678.330961415239,0.5,89.07786578880173,97.37688537432683
A,30,20,125,0.5,1.0,0.5,True,,,,
A,30,20,125,0.5,1.0,0.5,False,6678.330961415239,0.5,89.07786578880173,97.37688537432683
A,30,20,125,0.5,1.0,1.0,True,2644.2820755263624,0.6650126257053202,28.589063298107703,43.217459676082605
A,30,20,125,0.5,1.0,1.0,False,6326.156101366848,0.5,87.3093670886076,95.84002757760429
A,30,20,125,0.95,0.0,0.0,True,,,,
A,30,20,125,0.95,0.0,0.0,False,,,,
A,30,20,125,0.95,0.0,0.5,True,,,,
A,30,20,125,0.95,0.0,0.5,False,,,,
A,30,20,125,0.95,0.0,1.0,True,,,,
A,30,20,125,0.95,0.0,1.0,False,,,,
A,30,20,125,0.95,0.1,0.0,True,,,,
A,30,20,125,0.95,0.1,0.0,False,,,,
A,30,20,125,0.95,0.1,0.5,True,,,,
A,30,20,125,0.95,0.1,0.5,False,,,,
A,30,20,125,0.95,0.1,1.0,True,,,,
A,30,20,125,0.95,0.1,1.0,False,,,,
A,30,20,125,0.95,1.0,0.0,True,,,,
A,30,20,125,0.95,1.0,0.0,False,,,,
A,30,20,125,0.95,1.0,0.5,True,,,,
A,30,20,125,0.95,1.0,0.5,False,,,,
A,30,20,125,0.95,1.0,1.0,True,,,,
A,30,20,125,0.95,1.0,1.0,False,,,,
B,20,10,115,0.3,0.0,0.0,True,,,,
B,20,10,115,0.3,0.0,0.0,False,3750.100155118604,0.5,87.09291222508917,94.03913806342366
B,20,10,115,0.3,0.0,0.5,True,,,,
B,20,10,115,0.3,0.0,0.5,False,3750.100155118604,0.5,87.09291222508917,94.03913806342366
B,20,10,115,0.3,0.0,1.0,True,,,,
B,20,10,115,0.3,0.0,1.0,False,3750.100155118604,0.5,87.09291222508917,94.03913806342366
B,20,10,115,0.3,0.1,0.0,True,,,,
B,20,10,115,0.3,0.1,0.0,False,3789.0012755652815,0.5,87.45124666434018,94.34087112116984
B,20,10,115,0.3,0.1,0.5,True,,,,
B,20,10,115,0.3,0.1,0.5,False,3750.100155118604,0.5,87.09291222508917,94.03913806342366
B,20,10,115,0.3,0.1,1.0,True,,,,
B,20,10,115,0.3,0.1,1.0,False,3594.495673331894,0.5,85.65957446808511,92.83220583243894
B,20,10,115,0.3,1.0,0.0,True,,,,
B,20,10,115,0.3,1.0,0.0,False,3750.100155118604,0.5,87.09291222508917,94.03913806342366
B,20,10,115,0.3,1.0,0.5,True,,,,
B,20,10,115,0.3,1.0,0.5,False,3750.100155118604,0.5,87.09291222508917,94.03913806342366
B,20,10,115,0.3,1.0,1.0,True,,,,
B,20,10,115,0.3,1.0,1.0,False,,,,
B,20,10,115,0.5,0.0,0.0,True,,,,
B,20,10,115,0.5,0.0,0.0,False,3750.100155118604,0.5,87.09291222508917,94.03913806342366
B,20,10,115,0.5,0.0,0.5,True,,,,
B,20,10,115,0.5,0.0,0.5,False,3750.100155118604,0.5,87.09291222508917,94.03913806342366
B,20,10,115,0.5,0.0,1.0,True,,,,
B,20,10,115,0.5,0.0,1.0,False,3750.100155118604,0.5,87.09291222508917,94.03913806342366
B,20,10,115,0.5,0.1,0.0,True,,,,
B,20,10,115,0.5,0.1,0.0,False,3789.0012755652815,0.5,87.45124666434018,94.34087112116984
B,20,10,115,0.5,0.1,0.5,True,,,,
B,20,10,115,0.5,0.1,0.5,False,3750.100155118604,0.5,87.09291222508917,94.03913806342366
B,20,10,115,0.5,0.1,1.0,True,,,,
B,20,10,115,0.5,0.1,1.0,False,3594.495673331894,0.5,85.65957446808511,92.83220583243894
B,20,10,115,0.5,1.0,0.0,True,,,,
B,20,10,115,0.5,1.0,0.0,False,3750.100155118604,0.5,87.09291222508917,94.03913806342366
