feature_set,window_size,n_components,clipping_threshold,confidence_threshold,penalizer,l1_ratio,fit_intercept,mean_S_score,mean_C_index,mean_MAE,mean_RMSE
C,20,15,120,0.3,0.0,0.5,True,,,,
C,20,15,120,0.3,0.0,0.5,False,5212.577638040541,0.5,89.34158066984057,96.80670456373642
C,20,15,120,0.3,0.0,1.0,True,,,,
C,20,15,120,0.3,0.0,1.0,False,5212.577638040541,0.5,89.34158066984057,96.80670456373642
C,20,15,120,0.3,0.1,0.0,True,,,,
C,20,15,120,0.3,0.1,0.0,False,5212.577638040541,0.5,89.34158066984057,96.80670456373642
C,20,15,120,0.3,0.1,0.5,True,,,,
C,20,15,120,0.3,0.1,0.5,False,5212.577638040541,0.5,89.34158066984057,96.80670456373642
C,20,15,120,0.3,0.1,1.0,True,,,,
C,20,15,120,0.3,0.1,1.0,False,4985.185934270506,0.5,87.79787234042553,95.49973945727088
C,20,15,120,0.3,1.0,0.0,True,,,,
C,20,15,120,0.3,1.0,0.0,False,5212.577638040541,0.5,89.34158066984057,96.80670456373642
C,20,15,120,0.3,1.0,0.5,True,,,,
C,20,15,120,0.3,1.0,0.5,False,5212.577638040541,0.5,89.34158066984057,96.80670456373642
C,20,15,120,0.3,1.0,1.0,True,458.04174723427786,0.8201582132220976,42.5564214118699,52.279470892023284
C,20,15,120,0.3,1.0,1.0,False,4985.185934270506,0.5,87.79787234042553,95.49973945727088
C,20,15,120,0.5,0.0,0.0,True,,,,
C,20,15,120,0.5,0.0,0.0,False,5212.577638040541,0.5,89.34158066984057,96.80670456373642
C,20,15,120,0.5,0.0,0.5,True,,,,
C,20,15,120,0.5,0.0,0.5,False,5212.577638040541,0.5,89.34158066984057,96.80670456373642
C,20,15,120,0.5,0.0,1.0,True,,,,
C,20,15,120,0.5,0.0,1.0,False,5212.577638040541,0.5,89.34158066984057,96.80670456373642
C,20,15,120,0.5,0.1,0.0,True,,,,
C,20,15,120,0.5,0.1,0.0,False,5212.577638040541,0.5,89.34158066984057,96.80670456373642
C,20,15,120,0.5,0.1,0.5,True,,,,
C,20,15,120,0.5,0.1,0.5,False,5212.577638040541,0.5,89.34158066984057,96.80670456373642
C,20,15,120,0.5,0.1,1.0,True,,,,
C,20,15,120,0.5,0.1,1.0,False,4985.185934270506,0.5,87.79787234042553,95.49973945727088
C,20,15,120,0.5,1.0,0.0,True,,,,
C,20,15,120,0.5,1.0,0.0,False,5212.577638040541,0.5,89.34158066984057,96.80670456373642
C,20,15,120,0.5,1.0,0.5,True,,,,
C,20,15,120,0.5,1.0,0.5,False,5212.577638040541,0.5,89.34158066984057,96.80670456373642
C,20,15,120,0.5,1.0,1.0,True,2217.0710614936124,0.6710911271703595,27.4447445404681,40.93672750884768
C,20,15,120,0.5,1.0,1.0,False,4985.185934270506,0.5,87.79787234042553,95.49973945727088
C,20,15,120,0.95,0.0,0.0,True,,,,
C,20,15,120,0.95,0.0,0.0,False,,,,
C,20,15,120,0.95,0.0,0.5,True,,,,
C,20,15,120,0.95,0.0,0.5,False,,,,
C,20,15,120,0.95,0.0,1.0,True,,,,
C,20,15,120,0.95,0.0,1.0,False,,,,
C,20,15,120,0.95,0.1,0.0,True,,,,
C,20,15,120,0.95,0.1,0.0,False,,,,
C,20,15,120,0.95,0.1,0.5,True,,,,
C,20,15,120,0.95,0.1,0.5,False,,,,
C,20,15,120,0.95,0.1,1.0,True,,,,
C,20,15,120,0.95,0.1,1.0,False,,,,
C,20,15,120,0.95,1.0,0.0,True,,,,
C,20,15,120,0.95,1.0,0.0,False,,,,
C,20,15,120,0.95,1.0,0.5,True,,,,
C,20,15,120,0.95,1.0,0.5,False,,,,
C,20,15,120,0.95,1.0,1.0,True,,,,
C,20,15,120,0.95,1.0,1.0,False,,,,
C,20,15,125,0.3,0.0,0.0,True,,,,
C,20,15,125,0.3,0.0,0.0,False,7211.562029169401,0.5,91.43418368242077,99.41805233713401
C,20,15,125,0.3,0.0,0.5,True,,,,
C,20,15,125,0.3,0.0,0.5,False,7211.562029169401,0.5,91.43418368242077,99.41805233713401
C,20,15,125,0.3,0.0,1.0,True,,,,
C,20,15,125,0.3,0.0,1.0,False,7211.562029169401,0.5,91.43418368242077,99.41805233713401
C,20,15,125,0.3,0.1,0.0,True,,,,
C,20,15,125,0.3,0.1,0.0,False,7211.562029169401,0.5,91.43418368242077,99.41805233713401
C,20,15,125,0.3,0.1,0.5,True,,,,
C,20,15,125,0.3,0.1,0.5,False,7211.562029169401,0.5,91.43418368242077,99.41805233713401
C,20,15,125,0.3,0.1,1.0,True,,,,
C,20,15,125,0.3,0.1,1.0,False,6884.777978924363,0.5,89.78652482269503,98.01682805294347
C,20,15,125,0.3,1.0,0.0,True,,,,
C,20,15,125,0.3,1.0,0.0,False,7211.562029169401,0.5,91.43418368242077,99.41805233713401
C,20,15,125,0.3,1.0,0.5,True,,,,
C,20,15,125,0.3,1.0,0.5,False,7211.562029169401,0.5,91.43418368242077,99.41805233713401
C,20,15,125,0.3,1.0,1.0,True,578.924492383502,0.8151255963720577,44.60438760338391,54.03347031547973
C,20,15,125,0.3,1.0,1.0,False,6884.777978924363,0.5,89.78652482269503,98.01682805294347
C,20,15,125,0.5,0.0,0.0,True,,,,
C,20,15,125,0.5,0.0,0.0,False,7211.562029169401,0.5,91.43418368242077,99.41805233713401
C,20,15,125,0.5,0.0,0.5,True,,,,
C,20,15,125,0.5,0.0,0.5,False,7211.562029169401,0.5,91.43418368242077,99.41805233713401
C,20,15,125,0.5,0.0,1.0,True,,,,
C,20,15,125,0.5,0.0,1.0,False,7211.562029169401,0.5,91.43418368242077,99.41805233713401
C,20,15,125,0.5,0.1,0.0,True,,,,
C,20,15,125,0.5,0.1,0.0,False,7211.562029169401,0.5,91.43418368242077,99.41805233713401
C,20,15,125,0.5,0.1,0.5,True,,,,
C,20,15,125,0.5,0.1,0.5,False,7211.562029169401,0.5,91.43418368242077,99.41805233713401
C,20,15,125,0.5,0.1,1.0,True,,,,
C,20,15,125,0.5,0.1,1.0,False,6884.777978924363,0.5,89.78652482269503,98.01682805294347
C,20,15,125,0.5,1.0,0.0,True,,,,
C,20,15,125,0.5,1.0,0.0,False,7211.562029169401,0.5,91.43418368242077,99.41805233713401
C,20,15,125,0.5,1.0,0.5,True,,,,
C,20,15,125,0.5,1.0,0.5,False,7211.562029169401,0.5,91.43418368242077,99.41805233713401
C,20,15,125,0.5,1.0,1.0,True,2216.793396341379,0.6662295517033083,25.305564940535703,40.80707110204216
C,20,15,125,0.5,1.0,1.0,False,6884.777978924363,0.5,89.78652482269503,98.01682805294347
C,20,15,125,0.95,0.0,0.0,True,,,,
C,20,15,125,0.95,0.0,0.0,False,,,,
C,20,15,125,0.95,0.0,0.5,True,,,,
C,20,15,125,0.95,0.0,0.5,False,,,,
C,20,15,125,0.95,0.0,1.0,True,,,,
C,20,15,125,0.95,0.0,1.0,False,,,,
C,20,15,125,0.95,0.1,0.0,True,,,,
C,20,15,125,0.95,0.1,0.0,False,,,,
C,20,15,125,0.95,0.1,0.5,True,,,,
C,20,15,125,0.95,0.1,0.5,False,,,,
C,20,15,125,0.95,0.1,1.0,True,,,,
C,20,15,125,0.95,0.1,1.0,False,,,,
C,20,15,125,0.95,1.0,0.0,True,,,,
C,20,15,125,0.95,1.0,0.0,False,,,,
C,20,15,125,0.95,1.0,0.5,True,,,,
C,20,15,125,0.95,1.0,0.5,False,,,,
C,20,15,125,0.95,1.0,1.0,True,,,,
C,20,15,125,0.95,1.0,1.0,False,,,,
C,20,20,115,0.3,0.0,0.0,True,,,,
C,20,20,115,0.3,0.0,0.0,False,3750.100155118604,0.5,87.09291222508917,94.03913806342366
C,20,20,115,0.3,0.0,0.5,True,,,,
C,20,20,115,0.3,0.0,0.5,False,3750.100155118604,0.5,87.09291222508917,94.03913806342366
C,20,20,115,0.3,0.0,1.0,True,,,,
C,20,20,115,0.3,0.0,1.0,False,3750.100155118604,0.5,87.09291222508917,94.03913806342366
C,20,20,115,0.3,0.1,0.0,True,,,,
C,20,20,115,0.3,0.1,0.0,False,3750.100155118604,0.5,87.09291222508917,94.03913806342366
C,20,20,115,0.3,0.1,0.5,True,,,,
C,20,20,115,0.3,0.1,0.5,False,3750.100155118604,0.5,87.09291222508917,94.03913806342366
C,20,20,115,0.3,0.1,1.0,True,,,,
C,20,20,115,0.3,0.1,1.0,False,3594.495673331894,0.5,85.65957446808511,92.83220583243894
C,20,20,115,0.3,1.0,0.0,True,,,,
C,20,20,115,0.3,1.0,0.0,False,3750.100155118604,0.5,87.09291222508917,94.03913806342366
C,20,20,115,0.3,1.0,0.5,True,,,,
C,20,20,115,0.3,1.0,0.5,False,3750.100155118604,0.5,87.09291222508917,94.03913806342366
C,20,20,115,0.3,1.0,1.0,True,308.9077108428218,0.8352474738029504,39.966326926073435,49.38869482026494
C,20,20,115,0.3,1.0,1.0,False,,,,
C,20,20,115,0.5,0.0,0.0,True,,,,
C,20,20,115,0.5,0.0,0.0,False,3750.100155118604,0.5,87.09291222508917,94.03913806342366
C,20,20,115,0.5,0.0,0.5,True,,,,
C,20,20,115,0.5,0.0,0.5,False,3750.100155118604,0.5,87.09291222508917,94.03913806342366
C,20,20,115,0.5,0.0,1.0,True,,,,
C,20,20,115,0.5,0.0,1.0,False,3750.100155118604,0.5,87.09291222508917,94.03913806342366
C,20,20,115,0.5,0.1,0.0,True,,,,
C,20,20,115,0.5,0.1,0.0,False,3750.100155118604,0.5,87.09291222508917,94.03913806342366
C,20,20,115,0.5,0.1,0.5,True,,,,
C,20,20,115,0.5,0.1,0.5,False,3750.100155118604,0.5,87.09291222508917,94.03913806342366
C,20,20,115,0.5,0.1,1.0,True,,,,
C,20,20,115,0.5,0.1,1.0,False,3594.495673331894,0.5,85.65957446808511,92.83220583243894
C,20,20,115,0.5,1.0,0.0,True,,,,
C,20,20,115,0.5,1.0,0.0,False,3750.100155118604,0.5,87.09291222508917,94.03913806342366
C,20,20,115,0.5,1.0,0.5,True,,,,
C,20,20,115,0.5,1.0,0.5,False,3750.100155118604,0.5,87.09291222508917,94.03913806342366
C,20,20,115,0.5,1.0,1.0,True,2342.3383876651665,0.6768682600337067,30.504354176291343,41.840954654044296
C,20,20,115,0.5,1.0,1.0,False,,,,
C,20,20,115,0.95,0.0,0.0,True,,,,
C,20,20,115,0.95,0.0,0.0,False,,,,
C,20,20,115,0.95,0.0,0.5,True,,,,
C,20,20,115,0.95,0.0,0.5,False,,,,
C,20,20,115,0.95,0.0,1.0,True,,,,
C,20,20,115,0.95,0.0,1.0,False,,,,
C,20,20,115,0.95,0.1,0.0,True,,,,
C,20,20,115,0.95,0.1,0.0,False,,,,
C,20,20,115,0.95,0.1,0.5,True,,,,
C,20,20,115,0.95,0.1,0.5,False,,,,
C,20,20,115,0.95,0.1,1.0,True,,,,
C,20,20,115,0.95,0.1,1.0,False,,,,
C,20,20,115,0.95,1.0,0.0,True,,,,
C,20,20,115,0.95,1.0,0.0,False,,,,
C,20,20,115,0.95,1.0,0.5,True,,,,
C,20,20,115,0.95,1.0,0.5,False,,,,
C,20,20,115,0.95,1.0,1.0,True,,,,
C,20,20,115,0.95,1.0,1.0,False,,,,
C,20,20,120,0.3,0.0,0.0,True,,,,
C,20,20,120,0.3,0.0,0.0,False,5212.577638040541,0.5,89.34158066984057,96.80670456373642
C,20,20,120,0.3,0.0,0.5,True,,,,
C,20,20,120,0.3,0.0,0.5,False,5212.577638040541,0.5,89.34158066984057,96.80670456373642
C,20,20,120,0.3,0.0,1.0,True,,,,
C,20,20,120,0.3,0.0,1.0,False,5212.577638040541,0.5,89.34158066984057,96.80670456373642
C,20,20,120,0.3,0.1,0.0,True,,,,
C,20,20,120,0.3,0.1,0.0,False,5212.577638040541,0.5,89.34158066984057,96.80670456373642
C,20,20,120,0.3,0.1,0.5,True,,,,
C,20,20,120,0.3,0.1,0.5,False,5212.577638040541,0.5,89.34158066984057,96.80670456373642
C,20,20,120,0.3,0.1,1.0,True,,,,
C,20,20,120,0.3,0.1,1.0,False,4985.185934270506,0.5,87.79787234042553,95.49973945727088
C,20,20,120,0.3,1.0,0.0,True,,,,
C,20,20,120,0.3,1.0,0.0,False,5212.577638040541,0.5,89.34158066984057,96.80670456373642
C,20,20,120,0.3,1.0,0.5,True,,,,
C,20,20,120,0.3,1.0,0.5,False,5212.577638040541,0.5,89.34158066984057,96.80670456373642
C,20,20,120,0.3,1.0,1.0,True,391.8116983856748,0.8304893921077213,41.78324488393279,51.08248502796673
C,20,20,120,0.3,1.0,1.0,False,,,,
C,20,20,120,0.5,0.0,0.0,True,,,,
C,20,20,120,0.5,0.0,0.0,False,5212.577638040541,0.5,89.34158066984057,96.80670456373642
C,20,20,120,0.5,0.0,0.5,True,,,,
C,20,20,120,0.5,0.0,0.5,False,5212.577638040541,0.5,89.34158066984057,96.80670456373642
C,20,20,120,0.5,0.0,1.0,True,,,,
C,20,20,120,0.5,0.0,1.0,False,5212.577638040541,0.5,89.34158066984057,96.80670456373642
C,20,20,120,0.5,0.1,0.0,True,,,,
C,20,20,120,0.5,0.1,0.0,False,5212.577638040541,0.5,89.34158066984057,96.80670456373642
C,20,20,120,0.5,0.1,0.5,True,,,,
C,20,20,120,0.5,0.1,0.5,False,5212.577638040541,0.5,89.34158066984057,96.80670456373642
C,20,20,120,0.5,0.1,1.0,True,,,,
C,20,20,120,0.5,0.1,1.0,False,4985.185934270506,0.5,87.79787234042553,95.49973945727088
C,20,20,120,0.5,1.0,0.0,True,,,,
C,20,20,120,0.5,1.0,0.0,False,5212.577638040541,0.5,89.34158066984057,96.80670456373642
C,20,20,120,0.5,1.0,0.5,True,,,,
C,20,20,120,0.5,1.0,0.5,False,5212.577638040541,0.5,89.34158066984057,96.80670456373642
C,20,20,120,0.5,1.0,1.0,True,2341.8561636880463,0.6714529203851599,28.257447391645712,41.4350537467679
C,20,20,120,0.5,1.0,1.0,False,,,,
C,20,20,120,0.95,0.0,0.0,True,,,,
C,20,20,120,0.95,0.0,0.0,False,,,,
C,20,20,120,0.95,0.0,0.5,True,,,,
C,20,20,120,0.95,0.0,0.5,False,,,,
C,20,20,120,0.95,0.0,1.0,True,,,,
C,20,20,120,0.95,0.0,1.0,False,,,,
C,20,20,120,0.95,0.1,0.0,True,,,,
C,20,20,120,0.95,0.1,0.0,False,,,,
C,20,20,120,0.95,0.1,0.5,True,,,,
C,20,20,120,0.95,0.1,0.5,False,,,,
C,20,20,120,0.95,0.1,1.0,True,,,,
C,20,20,120,0.95,0.1,1.0,False,,,,
C,20,20,120,0.95,1.0,0.0,True,,,,
C,20,20,120,0.95,1.0,0.0,False,,,,
C,20,20,120,0.95,1.0,0.5,True,,,,
C,20,20,120,0.95,1.0,0.5,False,,,,
C,20,20,120,0.95,1.0,1.0,True,,,,
C,20,20,120,0.95,1.0,1.0,False,,,,
C,20,20,125,0.3,0.0,0.0,True,,,,
C,20,20,125,0.3,0.0,0.0,False,7211.562029169401,0.5,91.43418368242077,99.41805233713401
C,20,20,125,0.3,0.0,0.5,True,,,,
C,20,20,125,0.3,0.0,0.5,False,7211.562029169401,0.5,91.43418368242077,99.41805233713401
C,20,20,125,0.3,0.0,1.0,True,,,,
C,20,20,125,0.3,0.0,1.0,False,7211.562029169401,0.5,91.43418368242077,99.41805233713401
C,20,20,125,0.3,0.1,0.0,True,,,,
C,20,20,125,0.3,0.1,0.0,False,7211.562029169401,0.5,91.43418368242077,99.41805233713401
C,20,20,125,0.3,0.1,0.5,True,,,,
C,20,20,125,0.3,0.1,0.5,False,7211.562029169401,0.5,91.43418368242077,99.41805233713401
C,20,20,125,0.3,0.1,1.0,True,,,,
C,20,20,125,0.3,0.1,1.0,False,6884.777978924363,0.5,89.78652482269503,98.01682805294347
C,20,20,125,0.3,1.0,0.0,True,,,,
C,20,20,125,0.3,1.0,0.0,False,7211.562029169401,0.5,91.43418368242077,99.41805233713401
C,20,20,125,0.3,1.0,0.5,True,,,,
C,20,20,125,0.3,1.0,0.5,False,7211.562029169401,0.5,91.43418368242077,99.41805233713401
C,20,20,125,0.3,1.0,1.0,True,491.664380548016,0.8256009507434113,43.76971770000432,52.7492310911212
C,20,20,125,0.3,1.0,1.0,False,,,,
C,20,20,125,0.5,0.0,0.0,True,,,,
C,20,20,125,0.5,0.0,0.0,False,7211.562029169401,0.5,91.43418368242077,99.41805233713401
C,20,20,125,0.5,0.0,0.5,True,,,,
C,20,20,125,0.5,0.0,0.5,False,7211.562029169401,0.5,91.43418368242077,99.41805233713401
C,20,20,125,0.5,0.0,1.0,True,,,,
C,20,20,125,0.5,0.0,1.0,False,7211.562029169401,0.5,91.43418368242077,99.41805233713401
C,20,20,125,0.5,0.1,0.0,True,,,,
C,20,20,125,0.5,0.1,0.0,False,7211.562029169401,0.5,91.43418368242077,99.41805233713401
C,20,20,125,0.5,0.1,0.5,True,,,,
C,20,20,125,0.5,0.1,0.5,False,7211.562029169401,0.5,91.43418368242077,99.41805233713401
C,20,20,125,0.5,0.1,1.0,True,,,,
C,20,20,125,0.5,0.1,1.0,False,6884.777978924363,0.5,89.78652482269503,98.01682805294347
C,20,20,125,0.5,1.0,0.0,True,,,,
C,20,20,125,0.5,1.0,0.0,False,7211.562029169401,0.5,91.43418368242077,99.41805233713401
C,20,20,125,0.5,1.0,0.5,True,,,,
C,20,20,125,0.5,1.0,0.5,False,7211.562029169401,0.5,91.43418368242077,99.41805233713401
C,20,20,125,0.5,1.0,1.0,True,2341.5851151616216,0.6665839081274123,26.17158903451869,41.30927334322922
C,20,20,125,0.5,1.0,1.0,False,,,,
C,20,20,125,0.95,0.0,0.0,True,,,,
C,20,20,125,0.95,0.0,0.0,False,,,,
C,20,20,125,0.95,0.0,0.5,True,,,,
C,20,20,125,0.95,0.0,0.5,False,,,,
C,20,20,125,0.95,0.0,1.0,True,,,,
C,20,20,125,0.95,0.0,1.0,False,,,,
C,20,20,125,0.95,0.1,0.0,True,,,,
C,20,20,125,0.95,0.1,0.0,False,,,,
C,20,20,125,0.95,0.1,0.5,True,,,,
C,20,20,125,0.95,0.1,0.5,False,,,,
C,20,20,125,0.95,0.1,1.0,True,,,,
C,20,20,125,0.95,0.1,1.0,False,,,,
C,20,20,125,0.95,1.0,0.0,True,,,,
C,20,20,125,0.95,1.0,0.0,False,,,,
C,20,20,125,0.95,1.0,0.5,True,,,,
C,20,20,125,0.95,1.0,0.5,False,,,,
C,20,20,125,0.95,1.0,1.0,True,,,,
C,20,20,125,0.95,1.0,1.0,False,,,,
C,25,10,115,0.3,0.0,0.0,True,,,,
C,25,10,115,0.3,0.0,0.0,False,3670.3332123103432,0.5,86.34673707341615,93.43393002040268
C,25,10,115,0.3,0.0,0.5,True,,,,
C,25,10,115,0.3,0.0,0.5,False,3670.3332123103432,0.5,86.34673707341615,93.43393002040268
C,25,10,115,0.3,0.0,1.0,True,,,,
C,25,10,115,0.3,0.0,1.0,False,3670.3332123103432,0.5,86.34673707341615,93.43393002040268
C,25,10,115,0.3,0.1,0.0,True,,,,
C,25,10,115,0.3,0.1,0.0,False,3640.991683654186,0.5,86.13879659571387,93.23920650765055
C,25,10,115,0.3,0.1,0.5,True,,,,
C,25,10,115,0.3,0.1,0.5,False,3640.991683654186,0.5,86.13879659571387,93.23920650765055
C,25,10,115,0.3,0.1,1.0,True,,,,
C,25,10,115,0.3,0.1,1.0,False,3479.753171110864,0.5,84.65525672371638,91.97888563916712
C,25,10,115,0.3,1.0,0.0,True,,,,
C,25,10,115,0.3,1.0,0.0,False,3640.991683654186,0.5,86.13879659571387,93.23920650765055
C,25,10,115,0.3,1.0,0.5,True,,,,
C,25,10,115,0.3,1.0,0.5,False,3640.991683654186,0.5,86.13879659571387,93.23920650765055
C,25,10,115,0.3,1.0,1.0,True,286.7761104803608,0.8370037847156627,40.61282645654067,49.42628563441969
C,25,10,115,0.3,1.0,1.0,False,,,,
C,25,10,115,0.5,0.0,0.0,True,,,,
C,25,10,115,0.5,0.0,0.0,False,3670.3332123103432,0.5,86.34673707341615,93.43393002040268
C,25,10,115,0.5,0.0,0.5,True,,,,
C,25,10,115,0.5,0.0,0.5,False,3670.3332123103432,0.5,86.34673707341615,93.43393002040268
C,25,10,115,0.5,0.0,1.0,True,,,,
C,25,10,115,0.5,0.0,1.0,False,3670.3332123103432,0.5,86.34673707341615,93.43393002040268
C,25,10,115,0.5,0.1,0.0,True,,,,
C,25,10,115,0.5,0.1,0.0,False,3640.991683654186,0.5,86.13879659571387,93.23920650765055
C,25,10,115,0.5,0.1,0.5,True,,,,
C,25,10,115,0.5,0.1,0.5,False,3640.991683654186,0.5,86.13879659571387,93.23920650765055
C,25,10,115,0.5,0.1,1.0,True,,,,
C,25,10,115,0.5,0.1,1.0,False,3479.753171110864,0.5,84.65525672371638,91.97888563916712
C,25,10,115,0.5,1.0,0.0,True,,,,
C,25,10,115,0.5,1.0,0.0,False,3640.991683654186,0.5,86.13879659571387,93.23920650765055
C,25,10,115,0.5,1.0,0.5,True,,,,
C,25,10,115,0.5,1.0,0.5,False,3640.991683654186,0.5,86.13879659571387,93.23920650765055
C,25,10,115,0.5,1.0,1.0,True,2355.257238112108,0.6769087988163092,31.685732123501527,42.7574843198573
C,25,10,115,0.5,1.0,1.0,False,,,,
C,25,10,115,0.95,0.0,0.0,True,,,,
C,25,10,115,0.95,0.0,0.0,False,,,,
C,25,10,115,0.95,0.0,0.5,True,,,,
C,25,10,115,0.95,0.0,0.5,False,,,,
C,25,10,115,0.95,0.0,1.0,True,,,,
C,25,10,115,0.95,0.0,1.0,False,,,,
C,25,10,115,0.95,0.1,0.0,True,,,,
C,25,10,115,0.95,0.1,0.0,False,,,,
C,25,10,115,0.95,0.1,0.5,True,,,,
C,25,10,115,0.95,0.1,0.5,False,,,,
C,25,10,115,0.95,0.1,1.0,True,,,,
C,25,10,115,0.95,0.1,1.0,False,,,,
C,25,10,115,0.95,1.0,0.0,True,,,,
C,25,10,115,0.95,1.0,0.0,False,,,,
C,25,10,115,0.95,1.0,0.5,True,,,,
C,25,10,115,0.95,1.0,0.5,False,,,,
C,25,10,115,0.95,1.0,1.0,True,,,,
C,25,10,115,0.95,1.0,1.0,False,,,,
C,25,10,120,0.3,0.0,0.0,True,,,,
C,25,10,120,0.3,0.0,0.0,False,5087.454983315911,0.5,88.52588636877815,96.13393079216684
C,25,10,120,0.3,0.0,0.5,True,,,,
C,25,10,120,0.3,0.0,0.5,False,5087.454983315911,0.5,88.52588636877815,96.13393079216684
C,25,10,120,0.3,0.0,1.0,True,,,,
C,25,10,120,0.3,0.0,1.0,False,5087.454983315911,0.5,88.52588636877815,96.13393079216684
C,25,10,120,0.3,0.1,0.0,True,,,,
C,25,10,120,0.3,0.1,0.0,False,5042.965335983925,0.5,88.29476869443629,95.91623920974898
C,25,10,120,0.3,0.1,0.5,True,,,,
C,25,10,120,0.3,0.1,0.5,False,5042.965335983925,0.5,88.29476869443629,95.91623920974898
C,25,10,120,0.3,0.1,1.0,True,,,,
C,25,10,120,0.3,0.1,1.0,False,4807.039859302429,0.5,86.69633251833741,94.54971396444277
C,25,10,120,0.3,1.0,0.0,True,,,,
C,25,10,120,0.3,1.0,0.0,False,5042.965335983925,0.5,88.29476869443629,95.91623920974898
C,25,10,120,0.3,1.0,0.5,True,,,,
C,25,10,120,0.3,1.0,0.5,False,5042.965335983925,0.5,88.29476869443629,95.91623920974898
C,25,10,120,0.3,1.0,1.0,True,360.96469749867697,0.8318678162620616,42.628253071877126,51.113814407482394
C,25,10,120,0.3,1.0,1.0,False,,,,
C,25,10,120,0.5,0.0,0.0,True,,,,
C,25,10,120,0.5,0.0,0.0,False,5087.454983315911,0.5,88.52588636877815,96.13393079216684
C,25,10,120,0.5,0.0,0.5,True,,,,
C,25,10,120,0.5,0.0,0.5,False,5087.454983315911,0.5,88.52588636877815,96.13393079216684
C,25,10,120,0.5,0.0,1.0,True,,,,
C,25,10,120,0.5,0.0,1.0,False,5087.454983315911,0.5,88.52588636877815,96.13393079216684
C,25,10,120,0.5,0.1,0.0,True,,,,
C,25,10,120,0.5,0.1,0.0,False,5042.965335983925,0.5,88.29476869443629,95.91623920974898
C,25,10,120,0.5,0.1,0.5,True,,,,
C,25,10,120,0.5,0.1,0.5,False,5042.965335983925,0.5,88.29476869443629,95.91623920974898
C,25,10,120,0.5,0.1,1.0,True,,,,
C,25,10,120,0.5,0.1,1.0,False,4807.039859302429,0.5,86.69633251833741,94.54971396444277
C,25,10,120,0.5,1.0,0.0,True,,,,
C,25,10,120,0.5,1.0,0.0,False,5042.965335983925,0.5,88.29476869443629,95.91623920974898
C,25,10,120,0.5,1.0,0.5,True,,,,
C,25,10,120,0.5,1.0,0.5,False,5042.965335983925,0.5,88.29476869443629,95.91623920974898
C,25,10,120,0.5,1.0,1.0,True,2354.7998023186187,0.671603414865487,29.555463056691345,42.38035776025257
C,25,10,120,0.5,1.0,1.0,False,,,,
C,25,10,120,0.95,0.0,0.0,True,,,,
C,25,10,120,0.95,0.0,0.0,False,,,,
C,25,10,120,0.95,0.0,0.5,True,,,,
C,25,10,120,0.95,0.0,0.5,False,,,,
C,25,10,120,0.95,0.0,1.0,True,,,,
C,25,10,120,0.95,0.0,1.0,False,,,,
C,25,10,120,0.95,0.1,0.0,True,,,,
C,25,10,120,0.95,0.1,0.0,False,,,,
C,25,10,120,0.95,0.1,0.5,True,,,,
C,25,10,120,0.95,0.1,0.5,False,,,,
C,25,10,120,0.95,0.1,1.0,True,,,,
C,25,10,120,0.95,0.1,1.0,False,,,,
C,25,10,120,0.95,1.0,0.0,True,,,,
C,25,10,120,0.95,1.0,0.0,False,,,,
C,25,10,120,0.95,1.0,0.5,True,,,,
C,25,10,120,0.95,1.0,0.5,False,,,,
C,25,10,120,0.95,1.0,1.0,True,,,,
C,25,10,120,0.95,1.0,1.0,False,,,,
C,25,10,125,0.3,0.0,0.0,True,,,,
C,25,10,125,0.3,0.0,0.0,False,7019.678364938652,0.5,90.54871473716706,98.67649579431043
C,25,10,125,0.3,0.0,0.5,True,,,,
C,25,10,125,0.3,0.0,0.5,False,7019.678364938652,0.5,90.54871473716706,98.67649579431043
C,25,10,125,0.3,0.0,1.0,True,,,,
C,25,10,125,0.3,0.0,1.0,False,7019.678364938652,0.5,90.54871473716706,98.67649579431043
C,25,10,125,0.3,0.1,0.0,True,,,,
C,25,10,125,0.3,0.1,0.0,False,6950.23615731947,0.5,90.29163422256218,98.43200841986697
C,25,10,125,0.3,0.1,0.5,True,,,,
C,25,10,125,0.3,0.1,0.5,False,6950.23615731947,0.5,90.29163422256218,98.43200841986697
C,25,10,125,0.3,0.1,1.0,True,,,,
C,25,10,125,0.3,0.1,1.0,False,6613.024084088157,0.5,88.58728606356968,96.96808135647518
C,25,10,125,0.3,1.0,0.0,True,,,,
C,25,10,125,0.3,1.0,0.0,False,6950.23615731947,0.5,90.29163422256218,98.43200841986697
C,25,10,125,0.3,1.0,0.5,True,,,,
C,25,10,125,0.3,1.0,0.5,False,6950.23615731947,0.5,90.29163422256218,98.43200841986697
C,25,10,125,0.3,1.0,1.0,True,447.8401273572931,0.8265724712592709,44.6133815193837,52.75354152017435
C,25,10,125,0.3,1.0,1.0,False,,,,
C,25,10,125,0.5,0.0,0.0,True,,,,
C,25,10,125,0.5,0.0,0.0,False,7019.678364938652,0.5,90.54871473716706,98.67649579431043
C,25,10,125,0.5,0.0,0.5,True,,,,
C,25,10,125,0.5,0.0,0.5,False,7019.678364938652,0.5,90.54871473716706,98.67649579431043
C,25,10,125,0.5,0.0,1.0,True,,,,
C,25,10,125,0.5,0.0,1.0,False,7019.678364938652,0.5,90.54871473716706,98.67649579431043
C,25,10,125,0.5,0.1,0.0,True,,,,
