feature_set,window_size,n_components,clipping_threshold,distribution,method,tdf,confidence_threshold,mean_S_score,mean_C_index,mean_MAE,mean_RMSE
A,20,15,125,gaussian,em,5,0.95,4997.7564511140845,0.554750540040913,31.08878854283292,47.60988866983953
A,20,15,125,gaussian,aic,3,0.3,3711.829591140128,0.5649248954013285,29.74801350768066,45.96147277807485
A,20,15,125,gaussian,aic,3,0.5,4037.1631253996566,0.5620654123955602,30.1249275499835,46.43250558900162
A,20,15,125,gaussian,aic,3,0.95,4875.277429973418,0.555641080986023,31.004970230869674,47.49732674579308
A,20,15,125,gaussian,aic,5,0.3,3711.829591140128,0.5649248954013285,29.74801350768066,45.96147277807485
A,20,15,125,gaussian,aic,5,0.5,4037.1631253996566,0.5620654123955602,30.1249275499835,46.43250558900162
A,20,15,125,gaussian,aic,5,0.95,4875.277429973418,0.555641080986023,31.004970230869674,47.49732674579308
A,20,15,125,t,em,3,0.3,3524.1913025113,0.5667947219377115,29.50461697774589,45.66035440237526
A,20,15,125,t,em,3,0.5,3843.019305337235,0.5638138413253133,29.94289453256273,46.19327161718198
A,20,15,125,t,em,3,0.95,4741.536454791214,0.5567630380608561,30.90511629773539,47.36324917622588
A,20,15,125,t,em,5,0.3,3502.3583905393593,0.5670553632106128,29.48828059002533,45.63422943196842
A,20,15,125,t,em,5,0.5,3806.8610411506006,0.564063947366489,29.926981579723094,46.171152045911114
A,20,15,125,t,em,5,0.95,4730.071701266302,0.5569751337177449,30.899449698324037,47.35494602855847
A,20,15,125,t,aic,3,0.3,3524.1913025113,0.5667947219377115,29.50461697774589,45.66035440237526
A,20,15,125,t,aic,3,0.5,3843.019305337235,0.5638138413253133,29.94289453256273,46.19327161718198
A,20,15,125,t,aic,3,0.95,4741.536454791214,0.5567630380608561,30.90511629773539,47.36324917622588
A,20,15,125,t,aic,5,0.3,3502.3583905393593,0.5670553632106128,29.48828059002533,45.63422943196842
