feature_set,window_size,n_components,clipping_threshold,n_estimators,learning_rate,max_depth,subsample,colsample_bytree,reg_lambda,min_child_weight,mean_S_score,mean_C_index,mean_MAE,mean_RMSE
A,30,10,125,300,0.05,3,0.8,1.0,0.1,5,2.724020460352083,0.8979677828806224,8.807168505948443,12.468314869000952
A,30,10,125,300,0.05,3,0.8,1.0,1.0,1,2.710346789933735,0.8981029316803962,8.79041443942136,12.440017973401376
A,30,10,125,300,0.05,3,0.8,1.0,1.0,5,2.722310845016699,0.898094185411803,8.801988309853902,12.455893935527406
A,30,10,125,300,0.05,3,0.8,1.0,10.0,1,2.7206976599059147,0.8981635290762894,8.777587270533687,12.432924990511228
A,30,10,125,300,0.05,3,0.8,1.0,10.0,5,2.7177727629907533,0.8980889223053863,8.785270789584084,12.436250770142458
A,30,10,125,300,0.05,3,1.0,0.8,0.1,1,2.7144139664417244,0.8982993885664904,8.814548770352387,12.441862989541354
A,30,10,125,300,0.05,3,1.0,0.8,0.1,5,2.717569727239506,0.8982903816302711,8.827811371275523,12.456064581476928
A,30,10,125,300,0.05,3,1.0,0.8,1.0,1,2.7105507599988607,0.898482379745815,8.81327161750512,12.43860627235641
A,30,10,125,300,0.05,3,1.0,0.8,1.0,5,2.710039263802465,0.8984830512181228,8.807221573010052,12.432165109511033
A,30,10,125,300,0.05,3,1.0,0.8,10.0,1,2.694609043745705,0.8984229554940608,8.817917177769463,12.431567773409407
A,30,10,125,300,0.05,3,1.0,0.8,10.0,5,2.7023064107701247,0.898289401913359,8.820513256875994,12.443161615767837
A,30,10,125,300,0.05,3,1.0,1.0,0.1,1,2.7151697268891355,0.8984811768931401,8.780214717014394,12.433707125086109
A,30,10,125,300,0.05,3,1.0,1.0,0.1,5,2.717317939176632,0.8988437852596721,8.770275773224906,12.430375541584876
A,30,10,125,300,0.05,3,1.0,1.0,1.0,1,2.712639497452377,0.8984456986749974,8.798911502659212,12.44523975851155
A,30,10,125,300,0.05,3,1.0,1.0,1.0,5,2.7229462120740764,0.8982269323618457,8.806595582428276,12.462305029489247
A,30,10,125,300,0.05,3,1.0,1.0,10.0,1,2.722668659920096,0.8983920393865409,8.796857049211283,12.448649786096684
A,30,10,125,300,0.05,3,1.0,1.0,10.0,5,2.7229767003573038,0.8982648788544789,8.80783722141265,12.454569940735558
A,30,10,125,300,0.05,5,0.8,0.8,0.1,1,2.7809853995411102,0.8954546114451567,8.738927057669724,12.53725640518419
A,30,10,125,300,0.05,5,0.8,0.8,0.1,5,2.771487031901498,0.8958186051599272,8.722828993605864,12.528553122507127
A,30,10,125,300,0.05,5,0.8,0.8,1.0,1,2.7737881113333627,0.8956350321999299,8.72222874402912,12.508119492768348
A,30,10,125,300,0.05,5,0.8,0.8,1.0,5,2.76512368230419,0.8958603988008964,8.726148213686079,12.506972781615989
A,30,10,125,300,0.05,5,0.8,0.8,10.0,1,2.7501945235191787,0.8965316141769734,8.721122585279454,12.492820452061068
A,30,10,125,300,0.05,5,0.8,0.8,10.0,5,2.749554987965359,0.8960844015406298,8.745332684452169,12.500032042154299
A,30,10,125,300,0.05,5,0.8,1.0,0.1,1,2.8220064950987065,0.8958612569877757,8.69467499577152,12.560186564517156
A,30,10,125,300,0.05,5,0.8,1.0,0.1,5,2.8130462905661964,0.8957124315632516,8.695349362061283,12.55773332416052
A,30,10,125,300,0.05,5,0.8,1.0,1.0,1,2.8039025780196924,0.8958754432465861,8.694305590861758,12.545872241486432
A,30,10,125,300,0.05,5,0.8,1.0,1.0,5,2.807810818553429,0.8959540916549683,8.700931622933265,12.538688154455699
A,30,10,125,300,0.05,5,0.8,1.0,10.0,1,2.7921424055885042,0.8963995618072813,8.700312523355569,12.524984337770714
A,30,10,125,300,0.05,5,0.8,1.0,10.0,5,2.794634179053405,0.8962558892846142,8.702753269714417,12.538633365969662
A,30,10,125,300,0.05,5,1.0,0.8,0.1,1,2.7466460665778913,0.8968121832508302,8.731432617285089,12.476276439600499
A,30,10,125,300,0.05,5,1.0,0.8,0.1,5,2.7666516178548255,0.896469363618867,8.748401176220845,12.523123233059248
A,30,10,125,300,0.05,5,1.0,0.8,1.0,1,2.738903027012028,0.8969213609995442,8.724674196088042,12.486384824599908
A,30,10,125,300,0.05,5,1.0,0.8,1.0,5,2.73659264531975,0.8966656157711839,8.73171134911031,12.49787467966766
A,30,10,125,300,0.05,5,1.0,0.8,10.0,1,2.722462753587231,0.8973708802592022,8.710977739093794,12.459444618477857
A,30,10,125,300,0.05,5,1.0,0.8,10.0,5,2.7374290501575964,0.8971932925867634,8.72750349777811,12.492544187013298
A,30,10,125,300,0.05,5,1.0,1.0,0.1,1,2.8056464094287574,0.8965691417378003,8.69848673787746,12.530043060333202
A,30,10,125,300,0.05,5,1.0,1.0,0.1,5,2.807928378830245,0.896579238062259,8.703111188790738,12.538418874083812
A,30,10,125,300,0.05,5,1.0,1.0,1.0,1,2.8034609243790896,0.8971113937683904,8.698193014763147,12.536304453960305
A,30,10,125,300,0.05,5,1.0,1.0,1.0,5,2.8114930508259866,0.8966718329922913,8.706263873450554,12.534432225328514
A,30,10,125,300,0.05,5,1.0,1.0,10.0,1,2.765653008896005,0.8977173050901855,8.672036150996465,12.484784396473362
A,30,10,125,300,0.05,5,1.0,1.0,10.0,5,2.7503428792020546,0.8974912307773064,8.673253959189442,12.47613293176046
A,30,10,125,300,0.1,3,0.8,0.8,0.1,1,2.6855670569699486,0.8962231135534997,8.829161599607257,12.455437733686065
A,30,10,125,300,0.1,3,0.8,0.8,0.1,5,2.689649321258696,0.8960507919405897,8.831644840518766,12.451940955212567
A,30,10,125,300,0.1,3,0.8,0.8,1.0,1,2.69553368942919,0.8961674180937471,8.826227008508987,12.45094275192697
A,30,10,125,300,0.1,3,0.8,0.8,1.0,5,2.694185239293488,0.8962912338889062,8.839489462692844,12.458200969462082
A,30,10,125,300,0.1,3,0.8,0.8,10.0,1,2.6788254987109132,0.8961569465288873,8.825570800033466,12.43614117369553
A,30,10,125,300,0.1,3,0.8,0.8,10.0,5,2.6813803882606804,0.896607957943788,8.802243738205366,12.425341722078548
A,30,10,125,300,0.1,3,0.8,1.0,0.1,1,2.6719336009561814,0.8964080542783629,8.754204163107282,12.42005642577862
A,30,10,125,300,0.1,3,0.8,1.0,0.1,5,2.664658500520304,0.8965151345892828,8.744541537973397,12.404422055904769
A,30,10,125,300,0.1,3,0.8,1.0,1.0,1,2.695924701339247,0.8964756564432953,8.754888287109313,12.427801990122868
A,30,10,125,300,0.1,3,0.8,1.0,1.0,5,2.6844688086225736,0.896815533604391,8.766623722359476,12.43476377584449
A,30,10,125,300,0.1,3,0.8,1.0,10.0,1,2.6774916485342493,0.8968017053455615,8.740206512097696,12.415942470418656
A,30,10,125,300,0.1,3,0.8,1.0,10.0,5,2.68206342363403,0.8970263704982392,8.740793244963971,12.420429828277369
A,30,10,125,300,0.1,3,1.0,0.8,0.1,1,2.663964206636091,0.8975903837544518,8.788207098035357,12.388012437725699
A,30,10,125,300,0.1,3,1.0,0.8,0.1,5,2.667033242763726,0.8973841365534927,8.771299734089379,12.393251997868724
A,30,10,125,300,0.1,3,1.0,0.8,1.0,1,2.6873513395841044,0.8979035223826675,8.798557687575281,12.431454032195337
A,30,10,125,300,0.1,3,1.0,0.8,1.0,5,2.68087076429457,0.8974435690866368,8.789685693644447,12.427360572837538
A,30,10,125,300,0.1,3,1.0,0.8,10.0,1,2.6984365736517986,0.8968756028056919,8.805482479271287,12.450104723377933
A,30,10,125,300,0.1,3,1.0,0.8,10.0,5,2.6864671123029495,0.8976664969445185,8.777493681630975,12.418456610977197
A,30,10,125,300,0.1,3,1.0,1.0,0.1,1,2.69140796631986,0.897542627756067,8.746832086019836,12.424638599497971
A,30,10,125,300,0.1,3,1.0,1.0,0.1,5,2.6952496033197937,0.8974158342582118,8.749215427309117,12.430287717787381
A,30,10,125,300,0.1,3,1.0,1.0,1.0,1,2.663371361103091,0.898092232781671,8.722119413244972,12.404826071491014
A,30,10,125,300,0.1,3,1.0,1.0,1.0,5,2.66407904476391,0.8979497479924632,8.725509760410617,12.397792727299874
A,30,10,125,300,0.1,3,1.0,1.0,10.0,1,2.6721251459863455,0.8976648832203654,8.749784270371197,12.411007135932739
A,30,10,125,300,0.1,3,1.0,1.0,10.0,5,2.678569317365782,0.8975329124038589,8.753682309394438,12.417463265034375
A,30,10,125,300,0.1,5,0.8,0.8,0.1,1,2.929822561493583,0.8914754667647629,8.975183524417023,12.862007348528437
A,30,10,125,300,0.1,5,0.8,0.8,0.1,5,2.9458801103449317,0.8912514589617135,8.989802511559509,12.86553887299483
A,30,10,125,300,0.1,5,0.8,0.8,1.0,1,2.9443466854193,0.8913962878640767,8.987099139387805,12.851297350284202
A,30,10,125,300,0.1,5,0.8,0.8,1.0,5,2.945356177321106,0.8911652013087197,8.999503816988653,12.86660042729054
A,30,10,125,300,0.1,5,0.8,0.8,10.0,1,2.874660003159424,0.8919230141882716,8.965835078238783,12.781626620745481
A,30,10,125,300,0.1,5,0.8,0.8,10.0,5,2.9133552525487083,0.8919009425382163,8.967430919678979,12.803529605370457
A,30,10,125,300,0.1,5,0.8,1.0,0.1,1,2.927556327304013,0.8911597880880493,8.89325005997399,12.797185726649401
A,30,10,125,300,0.1,5,0.8,1.0,0.1,5,2.952646479959167,0.891943088816183,8.864567921006186,12.769764380747564
A,30,10,125,300,0.1,5,0.8,1.0,1.0,1,2.9477524738758896,0.8910683291366037,8.901071027587516,12.8090868840908
A,30,10,125,300,0.1,5,0.8,1.0,1.0,5,2.9656896872997094,0.8918916583179645,8.887144749970158,12.826793937855921
A,30,10,125,300,0.1,5,0.8,1.0,10.0,1,2.9598334162880917,0.8916710383430646,8.880609536745467,12.81472741611212
A,30,10,125,300,0.1,5,0.8,1.0,10.0,5,2.9075021772304113,0.8920124176333651,8.87181527029621,12.768125004966096
A,30,10,125,300,0.1,5,1.0,0.8,0.1,1,2.9416473202592934,0.8916324135812677,8.93756993522477,12.814038324904283
A,30,10,125,300,0.1,5,1.0,0.8,0.1,5,2.8854568339452107,0.8920678016031006,8.911055541105032,12.749321240877823
A,30,10,125,300,0.1,5,1.0,0.8,1.0,1,2.8911129585863,0.8925461563804362,8.897386754788752,12.750596729720751
A,30,10,125,300,0.1,5,1.0,0.8,1.0,5,2.8752012224774353,0.8933550872665986,8.882139385482052,12.73547304812104
A,30,10,125,300,0.1,5,1.0,0.8,10.0,1,2.8774403118673,0.8939067357126147,8.888051239427746,12.725687799430354
A,30,10,125,300,0.1,5,1.0,0.8,10.0,5,2.8606531100193444,0.8936628507774831,8.892302941767406,12.726290311293896
A,30,10,125,300,0.1,5,1.0,1.0,0.1,1,2.976131465268771,0.8925588536958877,8.878486980504587,12.820653493102046
A,30,10,125,300,0.1,5,1.0,1.0,0.1,5,2.932885436272564,0.892780162484606,8.878172209871371,12.796783158229482
A,30,10,125,300,0.1,5,1.0,1.0,1.0,1,2.9571726881620193,0.8922299850296935,8.88925571366449,12.829312287557311
A,30,10,125,300,0.1,5,1.0,1.0,1.0,5,2.932412013400609,0.8930082544619662,8.845649141029075,12.779822573398942
A,30,10,125,300,0.1,5,1.0,1.0,10.0,1,2.8900651641581234,0.893328623976622,8.866127347708298,12.743604876858644
A,30,10,125,300,0.1,5,1.0,1.0,10.0,5,2.905799922083825,0.8936023678491936,8.834453668656977,12.737526981914915
A,30,15,115,100,0.05,3,0.8,0.8,0.1,1,1.9536799951323798,0.9115019228243572,7.490799239982776,10.742835970941204
A,30,15,115,100,0.05,3,0.8,0.8,0.1,5,1.9548548243733894,0.9114903193090885,7.494054070017941,10.743744218688926
A,30,15,115,100,0.05,3,0.8,0.8,1.0,1,1.9416056189198165,0.9116124861930268,7.489404249199564,10.732212261227778
A,30,15,115,100,0.05,3,0.8,0.8,1.0,5,1.9411491894246573,0.911597597465516,7.489987036351996,10.731328643095257
A,30,15,115,100,0.05,3,0.8,0.8,10.0,1,1.9603168271529203,0.9115401176591063,7.509551144017024,10.760907675030012
A,30,15,115,100,0.05,3,0.8,0.8,10.0,5,1.9622801443695377,0.9115520233475658,7.513628295047913,10.763853141876918
A,30,15,115,100,0.05,3,0.8,1.0,0.1,1,1.984016314855063,0.9119096479933733,7.403385092360989,10.760939846710048
A,30,15,115,100,0.05,3,0.8,1.0,0.1,5,1.9883835202351345,0.9117658950621618,7.411782598981222,10.770553172310656
A,30,15,115,100,0.05,3,0.8,1.0,1.0,1,1.97913241615605,0.9120832845648984,7.406244316283599,10.751095296457857
A,30,15,115,100,0.05,3,0.8,1.0,1.0,5,1.979510580767791,0.9120554198610213,7.405449551869464,10.751580491565358
A,30,15,115,100,0.05,3,0.8,1.0,10.0,1,1.986786004594683,0.9116244811771075,7.427807932921818,10.780114326655681
A,30,15,115,100,0.05,3,0.8,1.0,10.0,5,1.98554292598554,0.9116643659619061,7.421366796740597,10.775721740696266
A,30,15,115,100,0.05,3,1.0,0.8,0.1,1,1.955879222448111,0.9112931421687962,7.495702670899166,10.760548188079158
A,30,15,115,100,0.05,3,1.0,0.8,0.1,5,1.955879222448111,0.9112931421687962,7.495702670899166,10.760548188079158
A,30,15,115,100,0.05,3,1.0,0.8,1.0,1,1.951912170692485,0.9114018337092352,7.4904267754475224,10.753019395086868
A,30,15,115,100,0.05,3,1.0,0.8,1.0,5,1.951912170692485,0.9114018337092352,7.4904267754475224,10.753019395086868
A,30,15,115,100,0.05,3,1.0,0.8,10.0,1,1.9645891162046962,0.9114270639383582,7.510654042239477,10.770815656200194
A,30,15,115,100,0.05,3,1.0,0.8,10.0,5,1.96356576974492,0.9114313816875061,7.512519780239657,10.770657023804066
A,30,15,115,100,0.05,3,1.0,1.0,0.1,1,1.9801416772891212,0.9110114238678317,7.416207908773858,10.77911093936074
A,30,15,115,100,0.05,3,1.0,1.0,0.1,5,1.9805721141223054,0.9110470848318464,7.419721929522959,10.780251185618942
A,30,15,115,100,0.05,3,1.0,1.0,1.0,1,1.9669558521667099,0.9116269334293543,7.394517669818677,10.745298132824205
A,30,15,115,100,0.05,3,1.0,1.0,1.0,5,1.9668578409701225,0.9116412654622966,7.395896643114526,10.742890614299291
A,30,15,115,100,0.05,3,1.0,1.0,10.0,1,1.988686397615312,0.9114003111127712,7.425329403771694,10.78595749153089
A,30,15,115,100,0.05,3,1.0,1.0,10.0,5,1.9875054368818623,0.9114089375518724,7.4243279319691995,10.78428956114514
A,30,15,115,100,0.05,5,0.8,0.8,0.1,1,1.8006387968393116,0.913638850672311,7.102270615330892,10.416333503755789
A,30,15,115,100,0.05,5,0.8,0.8,0.1,5,1.8052578879058658,0.9136121127362891,7.11276284729445,10.42550652967628
A,30,15,115,100,0.05,5,0.8,0.8,1.0,1,1.7925679030339623,0.9136870139296178,7.1108393396611875,10.40383478027491
A,30,15,115,100,0.05,5,0.8,0.8,1.0,5,1.7959083222270151,0.9136270651042893,7.1083042932789,10.417918446356396
A,30,15,115,100,0.05,5,0.8,0.8,10.0,1,1.7965900344632448,0.9135515642455534,7.124879226257969,10.419249460537724
A,30,15,115,100,0.05,5,0.8,0.8,10.0,5,1.8008272777687533,0.9132008614201832,7.136324691233942,10.43316231857544
A,30,15,115,100,0.05,5,0.8,1.0,0.1,1,1.7951042133515043,0.9146612019385497,6.964938065280793,10.37391796570726
A,30,15,115,100,0.05,5,0.8,1.0,0.1,5,1.7988749832425324,0.9142044479843452,6.969956732469552,10.388477491155985
A,30,15,115,100,0.05,5,0.8,1.0,1.0,1,1.7950160267789337,0.9142703373466409,6.96743741262446,10.372318529380173
A,30,15,115,100,0.05,5,0.8,1.0,1.0,5,1.8008612986511114,0.914664874192032,6.970570097489789,10.386757853803783
A,30,15,115,100,0.05,5,0.8,1.0,10.0,1,1.8058668785683636,0.9141811237829239,7.011504221010972,10.402118878162755
A,30,15,115,100,0.05,5,0.8,1.0,10.0,5,1.802868993790072,0.9140502677835289,7.001498323936126,10.395053931320819
A,30,15,115,100,0.05,5,1.0,0.8,0.1,1,1.8012036282493735,0.913570320870214,7.1076759645758845,10.41559998872312
A,30,15,115,100,0.05,5,1.0,0.8,0.1,5,1.8056965527314361,0.9132954793556746,7.116004652906222,10.441294203886741
A,30,15,115,100,0.05,5,1.0,0.8,1.0,1,1.808260201432472,0.9135520659732826,7.142748739076635,10.445468191549013
A,30,15,115,100,0.05,5,1.0,0.8,1.0,5,1.8004857746414262,0.9132782493352378,7.128479086347971,10.434427707743213
A,30,15,115,100,0.05,5,1.0,0.8,10.0,1,1.8024149057957513,0.9132818954729519,7.154631093799456,10.451898784308849
A,30,15,115,100,0.05,5,1.0,0.8,10.0,5,1.8104873911216366,0.9129952495468331,7.161143585942068,10.46324957847176
A,30,15,115,100,0.05,5,1.0,1.0,0.1,1,1.8165272010155333,0.9131897388675743,7.032549850754869,10.44485622939072
A,30,15,115,100,0.05,5,1.0,1.0,0.1,5,1.8144022777033046,0.9133676555759894,7.018364960702618,10.440136441913893
A,30,15,115,100,0.05,5,1.0,1.0,1.0,1,1.8086412263232603,0.9132765465925647,7.006802894813873,10.418869093286295
A,30,15,115,100,0.05,5,1.0,1.0,1.0,5,1.816015841510227,0.9135500471637641,7.014202451303589,10.441153954067545
A,30,15,115,100,0.05,5,1.0,1.0,10.0,1,1.8136643317828451,0.9139585085565806,7.012276484141088,10.415396076358679
A,30,15,115,100,0.05,5,1.0,1.0,10.0,5,1.8194516166665706,0.9139208370321276,7.009862142497458,10.424747343087747
A,30,15,115,100,0.1,3,0.8,0.8,0.1,1,1.8549852359759047,0.9119978313643738,7.256453186272435,10.599079051405168
A,30,15,115,100,0.1,3,0.8,0.8,0.1,5,1.8500078643767996,0.9120322460108559,7.2461179731109295,10.589784535451427
A,30,15,115,100,0.1,3,0.8,0.8,1.0,1,1.8657313857160738,0.9120176073640731,7.247669927763772,10.58821217849737
A,30,15,115,100,0.1,3,0.8,0.8,1.0,5,1.8610506046966022,0.9121045317438732,7.233913833646282,10.578219083890142
A,30,15,115,100,0.1,3,0.8,0.8,10.0,1,1.87425395603356,0.9119240715313403,7.259875595210074,10.605507135736989
A,30,15,115,100,0.1,3,0.8,0.8,10.0,5,1.8761854881579698,0.911911193726348,7.263525430574605,10.613649910799024
A,30,15,115,100,0.1,3,0.8,1.0,0.1,1,1.8588842236707284,0.912702835007878,7.170608203874219,10.568166776641702
A,30,15,115,100,0.1,3,0.8,1.0,0.1,5,1.8576813412570767,0.9127589911372844,7.169430405254825,10.568341639994554
A,30,15,115,100,0.1,3,0.8,1.0,1.0,1,1.8638367502002466,0.9121833983638078,7.1875159342536605,10.586477053832521
A,30,15,115,100,0.1,3,0.8,1.0,1.0,5,1.87074139762837,0.9117929619556404,7.209874414377966,10.591764869544908
A,30,15,115,100,0.1,3,0.8,1.0,10.0,1,1.882527341110905,0.9123338345670746,7.200655943655744,10.6253543794271
A,30,15,115,100,0.1,3,0.8,1.0,10.0,5,1.8886585910621498,0.9118626352305392,7.217773736845641,10.6349495242665
A,30,15,115,100,0.1,3,1.0,0.8,0.1,1,1.845281703037546,0.9126212865084355,7.216098450091167,10.556400445225535
A,30,15,115,100,0.1,3,1.0,0.8,0.1,5,1.84496623189915,0.912629174764041,7.209928829236402,10.550796602459492
A,30,15,115,100,0.1,3,1.0,0.8,1.0,1,1.8623591132570319,0.9123279082754152,7.23222224645225,10.589357386055788
A,30,15,115,100,0.1,3,1.0,0.8,1.0,5,1.8603503376804842,0.9121724272025874,7.2356312915594305,10.59090861652098
A,30,15,115,100,0.1,3,1.0,0.8,10.0,1,1.8592621337484012,0.9123455832066775,7.219698849897196,10.573358896591483
A,30,15,115,100,0.1,3,1.0,0.8,10.0,5,1.8615407060658042,0.9123874299660024,7.217464216996747,10.575430319116048
A,30,15,115,100,0.1,3,1.0,1.0,0.1,1,1.8757664349200387,0.9120488311377916,7.171583369174391,10.596854570031978
A,30,15,115,100,0.1,3,1.0,1.0,0.1,5,1.8731991012040183,0.9122468159235014,7.156670286113771,10.589096304439444
A,30,15,115,100,0.1,3,1.0,1.0,1.0,1,1.8750894540026952,0.9121109307336477,7.190328668725618,10.607028690465203
A,30,15,115,100,0.1,3,1.0,1.0,1.0,5,1.8712306419037852,0.9125922474849819,7.166012951376904,10.593355113676889
A,30,15,115,100,0.1,3,1.0,1.0,10.0,1,1.8690272969832988,0.9122444379477657,7.181956481231495,10.580166229632669
A,30,15,115,100,0.1,3,1.0,1.0,10.0,5,1.8707393952420017,0.9121967545587605,7.188898280138934,10.5820230637256
A,30,15,115,100,0.1,5,0.8,0.8,0.1,1,1.8067901837865517,0.911429293834946,7.05492762471035,10.464908358571673
A,30,15,115,100,0.1,5,0.8,0.8,0.1,5,1.822332610208197,0.910898509818605,7.096828825624823,10.507614382561139
A,30,15,115,100,0.1,5,0.8,0.8,1.0,1,1.8124902530331908,0.9105948422601099,7.094286173191621,10.479865221985085
A,30,15,115,100,0.1,5,0.8,0.8,1.0,5,1.8148706341611316,0.9106405350860358,7.1097222799305415,10.500380719612444
A,30,15,115,100,0.1,5,0.8,0.8,10.0,1,1.8144417459287392,0.9108926803885856,7.115372540609648,10.501902991876413
A,30,15,115,100,0.1,5,0.8,0.8,10.0,5,1.7966136158075163,0.9109606574987336,7.0713873276347075,10.4578382052154
A,30,15,115,100,0.1,5,0.8,1.0,0.1,1,1.8483251431257393,0.9109679987780048,7.031528759220597,10.53956471790654
A,30,15,115,100,0.1,5,0.8,1.0,0.1,5,1.8499050836771622,0.9111660505328354,7.029062635869647,10.536449365123643
A,30,15,115,100,0.1,5,0.8,1.0,1.0,1,1.82352356476613,0.9105254235005434,7.012784642561594,10.500537530250288
A,30,15,115,100,0.1,5,0.8,1.0,1.0,5,1.8259966463876502,0.9110866431152257,7.012847863804458,10.510569680235909
A,30,15,115,100,0.1,5,0.8,1.0,10.0,1,1.8390340783539336,0.9114812607113926,7.020224390788246,10.51226529179873
A,30,15,115,100,0.1,5,0.8,1.0,10.0,5,1.8501027942531252,0.9113866475351223,7.019067576467751,10.52665419929452
A,30,15,115,100,0.1,5,1.0,0.8,0.1,1,1.8138715023160905,0.911217174128755,7.093707736887107,10.497230732147667
A,30,15,115,100,0.1,5,1.0,0.8,0.1,5,1.817459361138345,0.910598723677095,7.101947799304928,10.515937901075146
A,30,15,115,100,0.1,5,1.0,0.8,1.0,1,1.798090986864993,0.9114755613397305,7.056270544539333,10.44794628013967
A,30,15,115,100,0.1,5,1.0,0.8,1.0,5,1.8160681541378747,0.911178187219682,7.090756805948134,10.492328406225992
A,30,15,115,100,0.1,5,1.0,0.8,10.0,1,1.8160372408428187,0.9113460129367917,7.0588482472387355,10.464728392493257
A,30,15,115,100,0.1,5,1.0,0.8,10.0,5,1.8324606656013287,0.9111094744089143,7.101159085215488,10.52205232566345
A,30,15,115,100,0.1,5,1.0,1.0,0.1,1,1.8442938750205016,0.9109051887440692,7.0508304934783155,10.538684506791412
A,30,15,115,100,0.1,5,1.0,1.0,0.1,5,1.832333965449171,0.9106884957494353,7.044054568955507,10.529829653912241
A,30,15,115,100,0.1,5,1.0,1.0,1.0,1,1.8347247590235596,0.9109933285216589,7.040594616956892,10.526438945937429
A,30,15,115,100,0.1,5,1.0,1.0,1.0,5,1.8463308674996994,0.911054776330403,7.060162086635782,10.554251288254715
A,30,15,115,100,0.1,5,1.0,1.0,10.0,1,1.8316978498010692,0.9112014626300471,7.044627815149447,10.513740386473621
A,30,15,115,100,0.1,5,1.0,1.0,10.0,5,1.812594228886626,0.9111537358725622,7.031599844631524,10.469809572936523
A,30,15,115,200,0.05,3,0.8,0.8,0.1,1,1.8579182082571848,0.9123144427980032,7.2402759459739086,10.584823675760678
A,30,15,115,200,0.05,3,0.8,0.8,0.1,5,1.8568311890515534,0.9122694189193193,7.244324585147481,10.582825723269666
A,30,15,115,200,0.05,3,0.8,0.8,1.0,1,1.8426087928847559,0.9125999624614405,7.218545148103551,10.556494588822016
A,30,15,115,200,0.05,3,0.8,0.8,1.0,5,1.8411889900082392,0.9126649601948923,7.213947279664227,10.55392657333537
A,30,15,115,200,0.05,3,0.8,0.8,10.0,1,1.8525649322535138,0.91244184749938,7.234249151523097,10.577083362401007
A,30,15,115,200,0.05,3,0.8,0.8,10.0,5,1.854032331873869,0.9123413880229186,7.235235051695289,10.581987845908174
A,30,15,115,200,0.05,3,0.8,1.0,0.1,1,1.8790588745565409,0.9123263654856022,7.185461100920135,10.599427728558863
A,30,15,115,200,0.05,3,0.8,1.0,0.1,5,1.8787943703111503,0.9125008263232048,7.185350044601987,10.598451265865501
A,30,15,115,200,0.05,3,0.8,1.0,1.0,1,1.8676689018351014,0.9125585838067571,7.175145162330827,10.57860206177941
A,30,15,115,200,0.05,3,0.8,1.0,1.0,5,1.866846803596355,0.9126641391188004,7.171747882122238,10.577593556371411
A,30,15,115,200,0.05,3,0.8,1.0,10.0,1,1.883972048178282,0.9122202873589378,7.194995980952027,10.618027583109027
A,30,15,115,200,0.05,3,0.8,1.0,10.0,5,1.8808498896705221,0.9122702758341197,7.188097436293067,10.606757076894082
A,30,15,115,200,0.05,3,1.0,0.8,0.1,1,1.8577556411268463,0.9122385878675334,7.223704735395302,10.57268119365538
A,30,15,115,200,0.05,3,1.0,0.8,0.1,5,1.8537622803551872,0.912505801300194,7.2205460202764185,10.567685762158334
A,30,15,115,200,0.05,3,1.0,0.8,1.0,1,1.8566962592100116,0.9123461408173767,7.2276652003704625,10.58366413662199
A,30,15,115,200,0.05,3,1.0,0.8,1.0,5,1.859406920421947,0.9122846185697833,7.231064962335817,10.586335485312519
A,30,15,115,200,0.05,3,1.0,0.8,10.0,1,1.8622414856381972,0.9126810093133922,7.237604449785626,10.58214871237146
A,30,15,115,200,0.05,3,1.0,0.8,10.0,5,1.860516282341959,0.9125773126276059,7.239092035676665,10.587634131863163
A,30,15,115,200,0.05,3,1.0,1.0,0.1,1,1.8751742794327086,0.9123138632447111,7.182388021473893,10.598783131759717
A,30,15,115,200,0.05,3,1.0,1.0,0.1,5,1.874137281228212,0.9122753886618824,7.192770274668247,10.599322544690118
A,30,15,115,200,0.05,3,1.0,1.0,1.0,1,1.8723411737554396,0.9123679416263529,7.174796047625909,10.590158845952722
A,30,15,115,200,0.05,3,1.0,1.0,1.0,5,1.8720084756690554,0.9122224271655472,7.16877687721001,10.592009315531982
A,30,15,115,200,0.05,3,1.0,1.0,10.0,1,1.8771263597554295,0.9124790841652594,7.171154149219298,10.594427844326225
A,30,15,115,200,0.05,3,1.0,1.0,10.0,5,1.879258884182224,0.9125565654915473,7.175219320835355,10.598155613842568
A,30,15,115,200,0.05,5,0.8,0.8,0.1,1,1.8083886247725238,0.9116019930554812,7.048831938465108,10.464020626372397
A,30,15,115,200,0.05,5,0.8,0.8,0.1,5,1.820302683053518,0.9115353830161311,7.059649921580855,10.483794732088056
A,30,15,115,200,0.05,5,0.8,0.8,1.0,1,1.8022299849227692,0.9117386285032545,7.049729052394065,10.453354473131457
A,30,15,115,200,0.05,5,0.8,0.8,1.0,5,1.808293161375118,0.911764984274486,7.041255775669894,10.466907799275882
A,30,15,115,200,0.05,5,0.8,0.8,10.0,1,1.8012749524159926,0.9120447418609775,7.041521390568205,10.445997433399956
A,30,15,115,200,0.05,5,0.8,0.8,10.0,5,1.8019562642548503,0.9118176180230982,7.0445697428419765,10.452952197332468
A,30,15,115,200,0.05,5,0.8,1.0,0.1,1,1.8104135091765818,0.9122818290879332,6.973070108316629,10.443670092884762
A,30,15,115,200,0.05,5,0.8,1.0,0.1,5,1.817861334913654,0.9118181303972698,6.9874624095524664,10.473291153808407
A,30,15,115,200,0.05,5,0.8,1.0,1.0,1,1.8075372899225344,0.9122373179406033,6.9642440561354135,10.434379989161426
