feature_set,window_size,n_components,clipping_threshold,n_estimators,learning_rate,max_depth,subsample,colsample_bytree,reg_lambda,min_child_weight,mean_S_score,mean_C_index,mean_MAE,mean_RMSE
A,20,10,115,200,0.05,3,0.8,1.0,10.0,1,2.9654139696281803,0.896148266026611,8.388176297153375,12.274206651899622
A,20,10,115,200,0.05,3,0.8,1.0,10.0,5,2.965611887632599,0.8962082227779578,8.387212336459557,12.273414440558046
A,20,10,115,200,0.05,3,1.0,0.8,0.1,1,2.9495349491646072,0.896619200944226,8.406783128016,12.247867937548552
A,20,10,115,200,0.05,3,1.0,0.8,0.1,5,2.965392390643067,0.8965176358107841,8.427713893310212,12.270024610726525
A,20,10,115,200,0.05,3,1.0,0.8,1.0,1,2.961437142985578,0.8964497069028552,8.420145608966944,12.26497184107136
A,20,10,115,200,0.05,3,1.0,0.8,1.0,5,2.952985332287415,0.8965673239074642,8.412153311519637,12.25097980918007
A,20,10,115,200,0.05,3,1.0,0.8,10.0,1,2.957082540169112,0.8960157339503484,8.43184700444515,12.269719492899087
A,20,10,115,200,0.05,3,1.0,0.8,10.0,5,2.966466189211798,0.8959875439717647,8.434955588935082,12.279438507722803
A,20,10,115,200,0.05,3,1.0,1.0,0.1,1,2.981118552959013,0.8959154868711524,8.413148781995062,12.29592936389144
A,20,10,115,200,0.05,3,1.0,1.0,0.1,5,2.9840486129947097,0.8958013554552624,8.42272319086781,12.306855533355924
A,20,10,115,200,0.05,3,1.0,1.0,1.0,1,2.9680424858252072,0.8960372316095981,8.412073009337423,12.289531765763645
A,20,10,115,200,0.05,3,1.0,1.0,1.0,5,2.9716708040516493,0.8958094835262356,8.421888815219912,12.298373628831772
A,20,10,115,200,0.05,3,1.0,1.0,10.0,1,2.9761448515045994,0.8960565527906326,8.421125471587818,12.299557073772302
A,20,10,115,200,0.05,3,1.0,1.0,10.0,5,2.977161544475352,0.896010550491399,8.415478967103786,12.292222363678777
A,20,10,115,200,0.05,5,0.8,0.8,0.1,1,3.033957290865375,0.8953676788939404,8.18447070546945,12.224014621463674
A,20,10,115,200,0.05,5,0.8,0.8,0.1,5,3.032424506433568,0.8955725163220976,8.178703806378227,12.22511564350732
A,20,10,115,200,0.05,5,0.8,0.8,1.0,1,3.043668975144962,0.8958416222242537,8.165845197654889,12.217498133985746
A,20,10,115,200,0.05,5,0.8,0.8,1.0,5,3.0282308329020795,0.8960639440256539,8.159608102527839,12.211006852635265
A,20,10,115,200,0.05,5,0.8,0.8,10.0,1,3.0217843899779857,0.8958165304013468,8.176358286070649,12.205302340185918
A,20,10,115,200,0.05,5,0.8,0.8,10.0,5,3.0124533418254065,0.896019192497769,8.163114598493115,12.193092867686342
A,20,10,115,200,0.05,5,0.8,1.0,0.1,1,3.0379314278428446,0.8956818961060552,8.139166262163375,12.232410588480851
A,20,10,115,200,0.05,5,0.8,1.0,0.1,5,3.0434202908083003,0.8958271306540967,8.135987073111327,12.231361861567516
A,20,10,115,200,0.05,5,0.8,1.0,1.0,1,3.0279318034322085,0.8960432551884411,8.125321459570781,12.212892025019864
A,20,10,115,200,0.05,5,0.8,1.0,1.0,5,3.050752917759275,0.8957354628584928,8.130314297092891,12.22435009917608
A,20,10,115,200,0.05,5,0.8,1.0,10.0,1,3.0367950673629944,0.8960907428918097,8.13356373935474,12.224180111850549
A,20,10,115,200,0.05,5,0.8,1.0,10.0,5,3.052589010099345,0.896215258233329,8.123945761935142,12.225587553176188
A,20,10,115,200,0.05,5,1.0,0.8,0.1,1,3.0007232591520685,0.8964820520779894,8.159729130530028,12.190429371299428
