feature_set,window_size,n_components,clipping_threshold,n_estimators,learning_rate,max_depth,subsample,colsample_bytree,reg_lambda,min_child_weight,mean_S_score,mean_C_index,mean_MAE,mean_RMSE
A,20,10,115,100,0.05,3,0.8,0.8,0.1,1,2.9892609876234113,0.8949107313881954,8.704662237503157,12.379190269614703
B,20,10,115,100,0.05,3,0.8,0.8,0.1,1,2.992542978345986,0.8970329383744333,8.72636887910754,12.361626991903094
